SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
3216C - HAIR COLOUR SHAMPOO,3216 - HAIR COLOUR,PERSONAL CARE,1.29,1.2,-0.0698,161.5,113.0,-0.3003,1.13,1.22,0.0796,19198.0,18985.0,-0.0111,21694.0,23162.0,0.0677,287.0,277.0,-0.0348
3217A - HAIR MASK,3217 - HAIR MASK,PERSONAL CARE,1.3,1.35,0.0385,237.0,121.33,-0.4881,1.28,1.17,-0.0859,13318.0,14197.0,0.066,17047.0,16610.0,-0.0256,369.0,312.0,-0.1545
3218A - HAIR VITAMIN BLISTER,3218 - HAIR VITAMIN,PERSONAL CARE,1.14,1.12,-0.0175,215.5,99.67,-0.5375,1.15,1.1,-0.0435,16177.0,16562.0,0.0238,18604.0,18218.0,-0.0207,375.0,273.0,-0.272
3218B - HAIR VITAMIN BOTTLE,3218 - HAIR VITAMIN,PERSONAL CARE,1.02,1.04,0.0196,122.5,99.67,-0.1864,1.04,1.11,0.0673,35022.0,34436.0,-0.0167,36423.0,38224.0,0.0494,235.0,270.0,0.1489
3221A - BEAUTY BAR SOAP,3221 - BAR SOAP,PERSONAL CARE,1.97,1.75,-0.1117,390.5,212.67,-0.4554,1.2,1.17,-0.025,7733.0,7638.0,-0.0123,9280.0,8936.0,-0.0371,649.0,544.0,-0.1618
3221B - HEALTHY BAR SOAP,3221 - BAR SOAP,PERSONAL CARE,1.37,1.37,0.0,228.5,122.33,-0.4646,1.15,1.11,-0.0348,15575.0,16532.0,0.0614,17911.0,18351.0,0.0246,396.0,331.0,-0.1641
3221D - BEAUTY BAR SOAP BANDED,3221 - BAR SOAP,PERSONAL CARE,1.16,1.1,-0.0517,398.5,233.0,-0.4153,1.16,1.27,0.0948,18252.0,17127.0,-0.0616,21172.0,21751.0,0.0273,687.0,551.0,-0.198
3221E - HEALTHY BAR SOAP BANDED,3221 - BAR SOAP,PERSONAL CARE,1.13,1.14,0.0088,693.5,485.0,-0.3006,1.17,1.23,0.0513,22169.0,22698.0,0.0239,25938.0,27919.0,0.0764,1181.0,1183.0,0.0017
3222B - BEAUTY LIQUID SOAP BTL 100-250ML,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.03,1.05,0.0194,137.0,82.0,-0.4015,1.04,1.05,0.0096,20568.0,19898.0,-0.0326,21391.0,20893.0,-0.0233,263.0,234.0,-0.1103
3222D - BEAUTY LIQUID SOAP 300-600ML,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.33,1.36,0.0226,1940.5,1108.0,-0.429,1.28,1.33,0.0391,31788.0,31053.0,-0.0231,40689.0,41300.0,0.015,3027.0,2504.0,-0.1728
3222E - BEAUTY LIQUID SOAP 700 - 1000ML,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.29,1.13,-0.124,161.0,199.0,0.236,1.08,1.21,0.1204,57064.0,50027.0,-0.1233,61629.0,60533.0,-0.0178,297.0,492.0,0.6566
3222F - BEAUTY LIQUID SOAP PUMP,3222 - BEAUTY LIQUID SOAP,PERSONAL CARE,1.1,1.2,0.0909,19.5,11.67,-0.4015,1.0,1.0,0.0,68131.0,73486.0,0.0786,68131.0,73486.0,0.0786,39.0,35.0,-0.1026
3223B - HEALTHY LIQUID SOAP BTL 100-250ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.06,1.03,-0.0283,91.5,50.0,-0.4536,1.03,1.01,-0.0194,17332.0,16815.0,-0.0298,17852.0,16983.0,-0.0487,178.0,148.0,-0.1685
3223C - HEALTHY LIQUID SOAP REF 200-250ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.0,,,0.5,,,1.0,,,34000.0,,,34000.0,,,1.0,,
3223D - HEALTHY LIQUID SOAP 300-600ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.41,1.46,0.0355,1801.5,803.0,-0.5543,1.3,1.32,0.0154,33161.0,32250.0,-0.0275,43109.0,42570.0,-0.0125,2770.0,1828.0,-0.3401
3223E - ANTISEPTIC LIQUID,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.03,1.0,-0.0291,36.0,19.0,-0.4722,1.04,1.04,0.0,42218.0,40807.0,-0.0334,43907.0,42439.0,-0.0334,69.0,55.0,-0.2029
3223F - HEALTHY LIQUID SOAP PUMP,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.0,1.03,0.03,11.0,12.0,0.0909,1.0,1.03,0.03,59545.0,56806.0,-0.046,59545.0,58510.0,-0.0174,22.0,35.0,0.5909
3223G - HEALTHY LIQUID SOAP 700 - 1000ML,3223 - HEALTHY LIQUID SOAP,PERSONAL CARE,1.14,1.15,0.0088,422.5,274.0,-0.3515,1.21,1.24,0.0248,49475.0,50318.0,0.017,59865.0,62394.0,0.0422,699.0,665.0,-0.0486
3224A - FEMININ HYGIENE SOAP,3224 - FEMININ HYGIENE,PERSONAL CARE,1.04,1.04,0.0,152.5,120.33,-0.211,1.08,1.1,0.0185,21045.0,21166.0,0.0057,22729.0,23283.0,0.0244,283.0,328.0,0.159
3225A - HAND SOAP BOTTLE,3225 - HAND SOAP,PERSONAL CARE,1.14,1.15,0.0088,28.5,20.67,-0.2747,1.04,1.02,-0.0192,23468.0,22990.0,-0.0204,24407.0,23450.0,-0.0392,55.0,61.0,0.1091
3225B - HAND SOAP REFFIL,3225 - HAND SOAP,PERSONAL CARE,1.4,1.25,-0.1071,232.5,97.0,-0.5828,1.2,1.2,0.0,19107.0,13134.0,-0.3126,22928.0,15761.0,-0.3126,388.0,242.0,-0.3763
3226A - MEN SOAP BOTTLE,3226 - MEN SOAP,PERSONAL CARE,2.0,,,0.5,,,1.0,,,51800.0,,,51800.0,,,1.0,,
3231A - WOMEN DEO ROLL ON,3231 - WOMEN DEO,PERSONAL CARE,1.18,1.14,-0.0339,1105.5,662.67,-0.4006,1.13,1.2,0.0619,24335.0,23441.0,-0.0367,27499.0,28129.0,0.0229,1951.0,1657.0,-0.1507
3231B - WOMEN DEO STICK,3231 - WOMEN DEO,PERSONAL CARE,1.05,1.0,-0.0476,10.5,1.67,-0.841,1.05,1.0,-0.0476,21143.0,29500.0,0.3953,22200.0,29500.0,0.3288,20.0,5.0,-0.75
3232A - WOMEN PARFUME & EDT,3232 - WOMEN PARFUME & EDT,PERSONAL CARE,1.04,1.06,0.0192,532.0,490.67,-0.0777,1.12,1.24,0.1071,44358.0,46050.0,0.0381,49681.0,57102.0,0.1494,950.0,1183.0,0.2453
3233A - WOMEN BODY SPRAY,3233 - WOMEN BODY SPRAY,PERSONAL CARE,1.07,1.09,0.0187,111.0,71.67,-0.3543,1.12,1.17,0.0446,25841.0,26423.0,0.0225,28942.0,30915.0,0.0682,199.0,184.0,-0.0754
3234A - WOMEN COLOGNE 50-100ML,3234 - WOMEN COLOGNE,PERSONAL CARE,1.13,1.13,0.0,253.0,230.0,-0.0909,1.13,1.15,0.0177,17097.0,17960.0,0.0505,19320.0,20654.0,0.069,449.0,598.0,0.3318
3234B - WOMEN COLOGNE 120-200ML,3234 - WOMEN COLOGNE,PERSONAL CARE,1.02,1.0,-0.0196,40.5,13.67,-0.6625,1.03,1.02,-0.0097,28669.0,28707.0,0.0013,29529.0,29281.0,-0.0084,79.0,40.0,-0.4937
3235A - MEN DEO ROLL ON,3235 - MEN DEO ROLL ON,PERSONAL CARE,1.17,1.11,-0.0513,681.5,406.33,-0.4038,1.11,1.16,0.045,24676.0,23317.0,-0.0551,27390.0,27048.0,-0.0125,1231.0,1051.0,-0.1462
3237A - MEN BODY SPRAY,3237 - MEN BODY SPRAY,PERSONAL CARE,1.05,1.05,0.0,101.5,72.0,-0.2906,1.13,1.14,0.0088,29243.0,29479.0,0.0081,33045.0,33606.0,0.017,179.0,189.0,0.0559
3238A - MEN COLOGNE 50-100ML,3238 - MEN COLOGNE,PERSONAL CARE,1.08,1.11,0.0278,31.5,30.0,-0.0476,1.09,1.14,0.0459,18587.0,19858.0,0.0684,20260.0,22638.0,0.1174,58.0,79.0,0.3621
3239A - MEN PARFUME & EDT,3239 - MEN PARFUME & EDT,PERSONAL CARE,1.05,1.07,0.019,254.5,234.33,-0.0793,1.14,1.17,0.0263,39949.0,42687.0,0.0685,45542.0,49944.0,0.0967,445.0,599.0,0.3461
3240A - FACE SUNSCREEN,3240 - SUNSCREEN,PERSONAL CARE,1.09,1.06,-0.0275,393.5,243.33,-0.3816,1.11,1.19,0.0721,45401.0,47972.0,0.0566,50395.0,57087.0,0.1328,709.0,611.0,-0.1382
3241A - FACIAL WASH SOAP WOMEN 20-60G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.03,1.03,0.0,305.0,225.33,-0.2612,1.11,1.17,0.0541,28311.0,28952.0,0.0226,31425.0,33874.0,0.0779,550.0,577.0,0.0491
3241B - FACIAL WASH SOAP WOMEN 70-125G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.26,1.24,-0.0159,1197.5,779.67,-0.3489,1.18,1.28,0.0847,46034.0,46856.0,0.0179,54320.0,59976.0,0.1041,2028.0,1824.0,-0.1006
3241C - FACIAL WASH SOAP WOMEN 150-250G,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.0,1.04,0.04,20.0,23.67,0.1835,1.0,1.08,0.08,69567.0,64382.0,-0.0745,69567.0,69533.0,-0.0005,40.0,66.0,0.65
3241D - FACIAL CLEANSER PAPER,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.02,1.03,0.0098,26.0,11.0,-0.5769,1.04,1.1,0.0577,21637.0,25073.0,0.1588,22502.0,27580.0,0.2257,50.0,30.0,-0.4
3241E - FACIAL BAR SOAP,3241 - FACIAL WASH SOAP,PERSONAL CARE,1.14,1.13,-0.0088,246.0,140.33,-0.4296,1.25,1.24,-0.008,23621.0,24960.0,0.0567,29526.0,30950.0,0.0482,393.0,340.0,-0.1349
3242A - FACIAL CLEANSER MILK,3242 - FACIAL CLEANSER MILK,PERSONAL CARE,1.03,1.01,-0.0194,81.5,45.0,-0.4479,1.04,1.05,0.0096,17906.0,17150.0,-0.0422,18622.0,18008.0,-0.033,157.0,128.0,-0.1847
3243A - FACIAL CLEANSER TONIC,3243 - FACIAL CLEANSER TONIC,PERSONAL CARE,1.07,1.03,-0.0374,138.5,93.67,-0.3237,1.06,1.09,0.0283,22811.0,19728.0,-0.1352,24180.0,21504.0,-0.1107,262.0,257.0,-0.0191
3244B - MICELLAR WATER,3244 - CLEANSER,PERSONAL CARE,1.04,1.06,0.0192,345.0,236.67,-0.314,1.09,1.18,0.0826,39661.0,44449.0,0.1207,43230.0,52450.0,0.2133,631.0,603.0,-0.0444
3245A - MOISTURIZER 10-25G,3245 - MOISTURIZER,PERSONAL CARE,1.17,1.16,-0.0085,127.5,49.33,-0.6131,1.11,1.07,-0.036,40255.0,42938.0,0.0667,44683.0,45944.0,0.0282,229.0,138.0,-0.3974
3245B - MOISTURIZER 30-60G,3245 - MOISTURIZER,PERSONAL CARE,1.06,1.09,0.0283,249.0,161.67,-0.3507,1.12,1.17,0.0446,48785.0,51762.0,0.061,54639.0,60562.0,0.1084,446.0,413.0,-0.074
3245C - MOISTURIZER 75-100G,3245 - MOISTURIZER,PERSONAL CARE,1.0,1.0,0.0,9.5,0.67,-0.9295,1.0,1.0,0.0,36842.0,39500.0,0.0721,36842.0,39500.0,0.0721,19.0,2.0,-0.8947
3246A - PEEL MASK,3246 - FACE MASK,PERSONAL CARE,1.02,1.04,0.0196,54.5,16.67,-0.6941,1.02,1.11,0.0882,38928.0,45272.0,0.163,39707.0,50252.0,0.2656,107.0,45.0,-0.5794
3246B - SHEET MASK,3246 - FACE MASK,PERSONAL CARE,4.33,,,1.5,,,1.0,,,25667.0,,,25667.0,,,3.0,,
3247A - ANTI ACNE,3247 - ANTI ACNE,PERSONAL CARE,1.0,1.06,0.06,6.5,5.33,-0.18,1.0,1.23,0.23,40123.0,40906.0,0.0195,40123.0,50314.0,0.254,13.0,13.0,0.0
3247B - ANTI ACNE PLESTER,3247 - ANTI ACNE,PERSONAL CARE,1.3,1.12,-0.1385,107.5,56.0,-0.4791,1.25,1.19,-0.048,26290.0,23149.0,-0.1195,32862.0,27547.0,-0.1617,172.0,141.0,-0.1802
3248A - MEN FACIAL WASH SOAP 40-90G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.18,1.02,-0.1356,32.5,16.67,-0.4871,1.05,1.0,-0.0476,34511.0,31620.0,-0.0838,36237.0,31620.0,-0.1274,62.0,50.0,-0.1935
3248B - MEN FACIAL WASH SOAP 100-150G,3248 - MEN FACIAL FOAM SOAP,PERSONAL CARE,1.06,1.06,0.0,507.5,384.67,-0.242,1.2,1.27,0.0583,44680.0,44220.0,-0.0103,53616.0,56159.0,0.0474,849.0,912.0,0.0742
3249A - SERUM ESSENCE,3249 - SERUM ESSENCE,PERSONAL CARE,1.1,1.08,-0.0182,89.5,74.67,-0.1657,1.14,1.18,0.0351,37596.0,38463.0,0.0231,42859.0,45386.0,0.059,157.0,190.0,0.2102
3251A - BODY LOTION 100-150ML,3251 - BODY LOTION,PERSONAL CARE,1.0,1.0,0.0,21.5,22.0,0.0233,1.05,1.05,0.0,26007.0,21644.0,-0.1678,27307.0,22726.0,-0.1678,41.0,63.0,0.5366
3251B - BODY LOTION 180-250ML,3251 - BODY LOTION,PERSONAL CARE,1.14,1.12,-0.0175,603.0,389.67,-0.3538,1.12,1.16,0.0357,25731.0,25549.0,-0.0071,28819.0,29637.0,0.0284,1080.0,1012.0,-0.063
3251C - BODY LOTION 300-600ML,3251 - BODY LOTION,PERSONAL CARE,1.26,1.05,-0.1667,247.0,132.33,-0.4643,1.07,1.07,0.0,23734.0,19675.0,-0.171,25395.0,21052.0,-0.171,462.0,370.0,-0.1991
3251E - BODY MASSAGE,3251 - BODY LOTION,PERSONAL CARE,1.03,1.07,0.0388,97.5,75.33,-0.2274,1.04,1.05,0.0096,26206.0,27103.0,0.0342,27254.0,28458.0,0.0442,188.0,215.0,0.1436
3251F - BODY TREATMENT,3251 - BODY LOTION,PERSONAL CARE,1.05,1.06,0.0095,30.5,20.67,-0.3223,1.0,1.02,0.02,50759.0,47876.0,-0.0568,50759.0,48834.0,-0.0379,61.0,61.0,0.0
3252A - BODY SERUM 100-150ML,3252 - BODY SERUM,PERSONAL CARE,1.04,1.13,0.0865,34.5,13.0,-0.6232,1.05,1.08,0.0286,35507.0,40723.0,0.1469,37282.0,43981.0,0.1797,66.0,36.0,-0.4545
3252B - BODY SERUM 180-250ML,3252 - BODY SERUM,PERSONAL CARE,1.09,1.13,0.0367,247.0,245.33,-0.0068,1.1,1.16,0.0545,46773.0,46590.0,-0.0039,51450.0,54044.0,0.0504,451.0,634.0,0.4058
3252C - BODY SERUM 300-600ML,3252 - BODY SERUM,PERSONAL CARE,1.0,,,0.5,,,1.0,,,65500.0,,,65500.0,,,1.0,,
3253A - BODY SCRUB,3253 - BODY SCRUB,PERSONAL CARE,1.06,1.06,0.0,254.5,141.33,-0.4447,1.14,1.08,-0.0526,21002.0,22215.0,0.0578,23942.0,23992.0,0.0021,445.0,393.0,-0.1169
3257A - SUNBLOCK,3257 - SUNBLOCK,PERSONAL CARE,1.0,,,0.5,,,1.0,,,53900.0,,,53900.0,,,1.0,,
3261A - FOUNDATION,3261 - FOUNDATION,PERSONAL CARE,1.0,1.05,0.05,18.5,7.33,-0.6038,1.03,1.1,0.068,49559.0,46650.0,-0.0587,51046.0,51315.0,0.0053,36.0,20.0,-0.4444
3262A - COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.13,1.0,-0.115,37.5,11.0,-0.7067,1.07,1.06,-0.0093,33013.0,16282.0,-0.5068,35324.0,17259.0,-0.5114,70.0,31.0,-0.5571
3262B - REFFIL COMPACT POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.03,1.07,0.0388,19.0,10.0,-0.4737,1.03,1.0,-0.0291,37221.0,39757.0,0.0681,38338.0,39757.0,0.037,37.0,30.0,-0.1892
3262C - LOOSE POWDER,3262 - COMPACT POWDER,PERSONAL CARE,1.15,1.0,-0.1304,20.0,1.0,-0.95,1.0,1.0,0.0,36512.0,33900.0,-0.0715,36512.0,33900.0,-0.0715,40.0,3.0,-0.925
3264A - EYE,3264 - EYE,PERSONAL CARE,1.05,1.1,0.0476,30.5,13.0,-0.5738,1.07,1.05,-0.0187,63949.0,57905.0,-0.0945,68425.0,60800.0,-0.1114,57.0,37.0,-0.3509
3265A - LIPS,3265 - LIPS,PERSONAL CARE,1.08,1.04,-0.037,32.5,8.67,-0.7332,1.0,1.0,0.0,49897.0,55673.0,0.1158,49897.0,55673.0,0.1158,65.0,26.0,-0.6
3265B - LIP BALM,3265 - LIPS,PERSONAL CARE,1.04,1.01,-0.0288,81.5,59.0,-0.2761,1.03,1.09,0.0583,35144.0,38836.0,0.1051,36198.0,42331.0,0.1694,158.0,163.0,0.0316
3266A - NAIL,3266 - NAIL,PERSONAL CARE,3.0,,,0.5,,,1.0,,,91500.0,,,91500.0,,,1.0,,
3281A - RAZOR,3281 - RAZOR,PERSONAL CARE,1.0,1.0,0.0,16.0,9.0,-0.4375,1.0,1.0,0.0,28741.0,29622.0,0.0307,28741.0,29622.0,0.0307,32.0,27.0,-0.1562
3282A - DISPOSABLE RAZOR,3282 - DISPOSABLE RAZOR,PERSONAL CARE,1.05,1.04,-0.0095,382.0,252.0,-0.3403,1.06,1.09,0.0283,19269.0,19462.0,0.01,20425.0,21214.0,0.0386,718.0,694.0,-0.0334
3283A - REFILL RAZOR,3283 - REFILL RAZOR,PERSONAL CARE,1.06,1.04,-0.0189,26.5,26.67,0.0064,1.04,1.03,-0.0096,26779.0,27579.0,0.0299,27850.0,28406.0,0.02,51.0,78.0,0.5294
3284A - SHAVING CARE,3284 - SHAVING CARE,PERSONAL CARE,1.0,1.0,0.0,3.5,3.33,-0.0486,1.17,1.0,-0.1453,46971.0,53930.0,0.1482,54956.0,53930.0,-0.0187,6.0,10.0,0.6667
3331A - BEAUTY COTTON,3331 - BEAUTY COTTON,PERSONAL CARE,1.05,1.04,-0.0095,863.0,507.0,-0.4125,1.1,1.14,0.0364,12512.0,12308.0,-0.0163,13763.0,14031.0,0.0195,1568.0,1335.0,-0.1486
4271A - BATHROOM ACCESSORIES,4271 - BATHROOM ACCESSORIES,PERSONAL CARE,1.02,1.08,0.0588,43.5,28.33,-0.3487,1.01,1.06,0.0495,16982.0,18528.0,0.091,17152.0,19640.0,0.1451,86.0,80.0,-0.0698
3321A - SANITARY NAPKINS WINGS 5-9S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,2.0,,,1.0,,,1.0,,,78000.0,,,78000.0,,,2.0,,
3321B - SANITARY NAPKINS WINGS 10-19S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.1,1.07,-0.0273,1285.0,517.67,-0.5971,1.14,1.16,0.0175,24105.0,23270.0,-0.0346,27480.0,26993.0,-0.0177,2264.0,1344.0,-0.4064
3321C - SANITARY NAPKINS WINGS 20-30S,3321 - SANITARY NAPKINS WINGS,SANITARY ADULT,1.08,1.06,-0.0185,1546.0,665.67,-0.5694,1.11,1.16,0.045,23620.0,23795.0,0.0074,26218.0,27602.0,0.0528,2784.0,1726.0,-0.38
3322B - SANITARY NAPKINS NON WINGS 10-19S,3322 - SANITARY NAPKINS NON WINGS,SANITARY ADULT,1.09,1.04,-0.0459,372.0,128.67,-0.6541,1.12,1.12,0.0,18186.0,18941.0,0.0415,20368.0,21214.0,0.0415,666.0,345.0,-0.482
3322C - SANITARY NAPKINS NON WINGS 20-30S,3322 - SANITARY NAPKINS NON WINGS,SANITARY ADULT,1.07,1.05,-0.0187,468.0,227.33,-0.5143,1.11,1.16,0.045,21186.0,21018.0,-0.0079,23516.0,24381.0,0.0368,840.0,586.0,-0.3024
3323A - PANTYLINERS,3323 - PANTYLINERS,SANITARY ADULT,1.13,1.09,-0.0354,1327.0,592.33,-0.5536,1.2,1.22,0.0167,18064.0,17419.0,-0.0357,21677.0,21251.0,-0.0197,2208.0,1452.0,-0.3424
3324A - ADULT DIAPERS TAPED,3324 - ADULT DIAPERS,SANITARY ADULT,1.49,1.39,-0.0671,399.0,179.33,-0.5506,2.03,1.79,-0.1182,73033.0,67671.0,-0.0734,148257.0,121131.0,-0.183,394.0,301.0,-0.236
3324B - ADULT DIAPERS PANTS,3324 - ADULT DIAPERS,SANITARY ADULT,1.4,1.4,0.0,473.0,263.0,-0.444,1.87,1.73,-0.0749,103068.0,102032.0,-0.0101,192737.0,176515.0,-0.0842,505.0,455.0,-0.099
3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.46,1.33,-0.089,1262.5,477.0,-0.6222,1.2,1.21,0.0083,30027.0,26287.0,-0.1246,36032.0,31807.0,-0.1173,2097.0,1180.0,-0.4373
3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325 - SANITARY NAPKINS NIGHT,SANITARY ADULT,1.2,1.12,-0.0667,3920.0,1612.67,-0.5886,1.18,1.24,0.0508,25167.0,24873.0,-0.0117,29697.0,30843.0,0.0386,6636.0,3892.0,-0.4135
4261A - CLOTHING ACCESSORIES,4261 - CLOTHING ACCESSORIES,SANITARY ADULT,1.29,1.5,0.1628,3.5,0.67,-0.8086,1.0,1.0,0.0,28729.0,27850.0,-0.0306,28729.0,27850.0,-0.0306,7.0,2.0,-0.7143
5512A - LADIES PANTIES,5512 - LADIES PANTY,SANITARY ADULT,1.14,1.1,-0.0351,61.5,26.0,-0.5772,1.08,1.08,0.0,39366.0,40414.0,0.0266,42515.0,43647.0,0.0266,114.0,72.0,-0.3684
5516A - MENS T-SHIRT UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.28,1.27,-0.0078,14.5,10.0,-0.3103,1.04,1.0,-0.0385,48700.0,51727.0,0.0622,50648.0,51727.0,0.0213,28.0,30.0,0.0714
5516B - MENS SINGLET UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.18,1.48,0.2542,5.5,7.67,0.3945,1.0,1.0,0.0,39691.0,52104.0,0.3127,39691.0,52104.0,0.3127,11.0,23.0,1.0909
5516C - MENS PANTS UNDERWEAR,5516 - MEN UNDERWEAR,SANITARY ADULT,1.16,1.23,0.0603,38.5,26.33,-0.3161,1.0,1.04,0.04,57618.0,63730.0,0.1061,57618.0,66279.0,0.1503,77.0,76.0,-0.013
5721B - TOWEL,5721 - TOWEL,SANITARY ADULT,1.13,1.11,-0.0177,30.5,21.0,-0.3115,1.02,1.05,0.0294,44807.0,48038.0,0.0721,45703.0,50440.0,0.1036,60.0,60.0,0.0
2211A - PEANUTS 10-49G,2211 - PEANUTS,SNACK,1.23,,,62.5,,,1.18,,,12963.0,,,15296.0,,,106.0,,
2211B - PEANUTS 50-95G,2211 - PEANUTS,SNACK,1.15,1.12,-0.0261,329.0,269.33,-0.1814,1.15,1.15,0.0,14658.0,14771.0,0.0077,16857.0,16987.0,0.0077,572.0,704.0,0.2308
2211C - PEANUTS 100-190G,2211 - PEANUTS,SNACK,1.22,1.2,-0.0164,1327.0,812.33,-0.3878,1.22,1.2,-0.0164,15994.0,15871.0,-0.0077,19513.0,19045.0,-0.024,2168.0,2039.0,-0.0595
2211D - PEANUTS 200-250G,2211 - PEANUTS,SNACK,1.1,1.05,-0.0455,71.0,50.33,-0.2911,1.13,1.09,-0.0354,24415.0,22926.0,-0.061,27589.0,24989.0,-0.0942,126.0,139.0,0.1032
2211E - PEANUTS 350-500G,2211 - PEANUTS,SNACK,1.09,1.19,0.0917,64.5,50.33,-0.2197,1.13,1.12,-0.0088,42502.0,46742.0,0.0998,48027.0,52351.0,0.09,114.0,135.0,0.1842
2212A - POTATOES 10-50G,2212 - POTATOES,SNACK,1.62,1.49,-0.0802,846.0,186.33,-0.7798,1.16,1.08,-0.069,11959.0,11109.0,-0.0711,13872.0,11998.0,-0.1351,1460.0,517.0,-0.6459
2212B - POTATOES 54-85G,2212 - POTATOES,SNACK,1.33,1.31,-0.015,3397.0,1665.33,-0.5098,1.27,1.27,0.0,15820.0,15728.0,-0.0058,20091.0,19975.0,-0.0058,5332.0,3924.0,-0.2641
2212C - POTATOES 100-200G,2212 - POTATOES,SNACK,1.16,1.15,-0.0086,1422.5,853.33,-0.4001,1.2,1.18,-0.0167,19375.0,19352.0,-0.0012,23250.0,22835.0,-0.0178,2367.0,2167.0,-0.0845
2212D - POTATOES CAN,2212 - POTATOES,SNACK,1.35,1.22,-0.0963,1305.5,599.67,-0.5407,1.21,1.24,0.0248,29879.0,25155.0,-0.1581,36154.0,31192.0,-0.1372,2149.0,1449.0,-0.3257
2213B - EXTRUDED & PELLET 20-49G,2213 - EXTRUDED & PELLET,SNACK,1.48,1.74,0.1757,1895.0,681.33,-0.6405,1.21,1.2,-0.0083,6107.0,8823.0,0.4447,7389.0,10588.0,0.4329,3129.0,1707.0,-0.4545
2213C - EXTRUDED & PELLET 50-95G,2213 - EXTRUDED & PELLET,SNACK,1.61,1.34,-0.1677,7297.5,4037.33,-0.4468,1.4,1.4,0.0,13268.0,11319.0,-0.1469,18575.0,15847.0,-0.1469,10429.0,8643.0,-0.1713
2213D - EXTRUDED & PELLET >100G,2213 - EXTRUDED & PELLET,SNACK,1.22,1.15,-0.0574,2664.5,1505.67,-0.4349,1.24,1.23,-0.0081,17196.0,16920.0,-0.0161,21323.0,20812.0,-0.024,4293.0,3678.0,-0.1433
2214A - TRADITIONAL CHIPS,2214 - TRADITIONAL SNACK,SNACK,1.08,1.05,-0.0278,110.5,97.0,-0.1222,1.2,1.11,-0.075,17299.0,16189.0,-0.0642,20759.0,17970.0,-0.1344,184.0,262.0,0.4239
2214B - TRADITIONAL CAKE,2214 - TRADITIONAL SNACK,SNACK,1.14,1.12,-0.0175,134.5,67.33,-0.4994,1.13,1.07,-0.0531,18570.0,21599.0,0.1631,20984.0,23111.0,0.1014,239.0,188.0,-0.2134
2214C - TRADITIONAL CRACKERS,2214 - TRADITIONAL SNACK,SNACK,1.14,1.11,-0.0263,415.5,227.33,-0.4529,1.2,1.2,0.0,12943.0,11915.0,-0.0794,15532.0,14298.0,-0.0794,695.0,567.0,-0.1842
2214D - TRADITIONAL CRISPY SNACK,2214 - TRADITIONAL SNACK,SNACK,1.16,1.14,-0.0172,1001.0,534.67,-0.4659,1.23,1.23,0.0,16767.0,16309.0,-0.0273,20623.0,20060.0,-0.0273,1633.0,1301.0,-0.2033
2214E - TRADITIONAL FRUIT & VEGE SNACK,2214 - TRADITIONAL SNACK,SNACK,1.07,1.1,0.028,142.5,80.33,-0.4363,1.14,1.12,-0.0175,17633.0,17157.0,-0.027,20102.0,19216.0,-0.0441,250.0,216.0,-0.136
2214F - TRADITIONAL NUTS,2214 - TRADITIONAL SNACK,SNACK,1.15,1.18,0.0261,483.5,318.67,-0.3409,1.21,1.21,0.0,19220.0,19625.0,0.0211,23256.0,23746.0,0.0211,801.0,787.0,-0.0175
