SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
1114A - ISOTONIC DRINK PET 100-250ML,1114 - ISOTONIC DRINK,CHILLER,1.19,1.23,0.0336,44.0,27.33,-0.3789,1.14,1.05,-0.0789,10084.0,10776.0,0.0686,11496.0,11315.0,-0.0157,77.0,78.0,0.013
1114B - ISOTONIC DRINK PET 300-380ML,1114 - ISOTONIC DRINK,CHILLER,1.39,1.14,-0.1799,63.5,58.0,-0.0866,1.08,1.18,0.0926,8780.0,7829.0,-0.1083,9482.0,9238.0,-0.0257,118.0,147.0,0.2458
1114C - ISOTONIC DRINK PET 450-500ML,1114 - ISOTONIC DRINK,CHILLER,1.25,1.21,-0.032,213.0,126.33,-0.4069,1.29,1.15,-0.1085,11896.0,11217.0,-0.0571,15346.0,12900.0,-0.1594,331.0,330.0,-0.003
1114D - ISOTONIC DRINK CAN 330ML,1114 - ISOTONIC DRINK,CHILLER,2.0,1.0,-0.5,2.0,1.33,-0.335,1.0,1.0,0.0,13700.0,6900.0,-0.4964,13700.0,6900.0,-0.4964,4.0,4.0,0.0
1114E - ISOTONIC DRINK PET 900ML-1.5L,1114 - ISOTONIC DRINK,CHILLER,1.03,1.0,-0.0291,18.0,16.0,-0.1111,1.06,1.09,0.0283,18214.0,14167.0,-0.2222,19307.0,15442.0,-0.2002,34.0,44.0,0.2941
1114F - ISOTONIC DRINK PET 2L,1114 - ISOTONIC DRINK,CHILLER,1.29,1.12,-0.1318,10.5,8.33,-0.2067,1.4,1.04,-0.2571,30329.0,27020.0,-0.1091,42461.0,28101.0,-0.3382,15.0,24.0,0.6
1115A - REMEDIES DRINK CAN,1115 - REMEDIES DRINK,CHILLER,1.33,1.37,0.0301,146.5,132.0,-0.099,1.19,1.25,0.0504,10385.0,11352.0,0.0931,12358.0,14190.0,0.1482,247.0,316.0,0.2794
1115C - REMEDIES DRINK PET 150-350ML,1115 - REMEDIES DRINK,CHILLER,1.38,1.38,0.0,64.5,47.33,-0.2662,1.19,1.09,-0.084,11364.0,11594.0,0.0202,13523.0,12637.0,-0.0655,108.0,130.0,0.2037
1115D - REMEDIES DRINK PET 500-600ML,1115 - REMEDIES DRINK,CHILLER,1.32,1.23,-0.0682,36.0,22.0,-0.3889,1.11,1.1,-0.009,11557.0,11394.0,-0.0141,12828.0,12533.0,-0.023,65.0,60.0,-0.0769
1116A - VITAMIN DRINK 100-150ML,1116 - VITAMIN DRINK,CHILLER,1.43,1.65,0.1538,203.5,122.0,-0.4005,1.19,1.17,-0.0168,11064.0,13063.0,0.1807,13166.0,15284.0,0.1609,341.0,314.0,-0.0792
1116B - VITAMIN DRINK 300-500ML,1116 - VITAMIN DRINK,CHILLER,1.63,1.31,-0.1963,15.0,16.0,0.0667,1.2,1.23,0.025,12397.0,10010.0,-0.1925,14876.0,12312.0,-0.1724,25.0,39.0,0.56
1117A - YOGHURT BEVERAGE,1117 - YOGHURT BEVERAGE,CHILLER,1.44,1.31,-0.0903,13.5,28.33,1.0985,1.17,1.1,-0.0598,14507.0,9328.0,-0.357,16973.0,10261.0,-0.3955,23.0,77.0,2.3478
1118A - CARBONATED MALT,1118 - CARBONATED MALT,CHILLER,1.51,2.33,0.543,19.5,17.33,-0.1113,1.34,1.11,-0.1716,12421.0,20112.0,0.6192,16644.0,22324.0,0.3413,29.0,47.0,0.6207
1118B - CARBONATED MALT PACK,1118 - CARBONATED MALT,CHILLER,1.0,1.0,0.0,0.5,1.33,1.66,1.0,1.0,0.0,7900.0,8200.0,0.038,7900.0,8200.0,0.038,1.0,4.0,3.0
1121C - GRASS JELLY,1121 - DESSERT,CHILLER,1.3,1.25,-0.0385,61.0,30.67,-0.4972,1.36,1.3,-0.0441,11646.0,10973.0,-0.0578,15839.0,14265.0,-0.0994,90.0,71.0,-0.2111
1151B - JUICE TETRAPACK 125-150ML,1151 - RTD JUICE,CHILLER,1.2,1.53,0.275,10.0,6.33,-0.367,1.43,1.27,-0.1119,4930.0,6189.0,0.2554,7050.0,7860.0,0.1149,14.0,15.0,0.0714
1151C - JUICE TETRAPACK 200ML,1151 - RTD JUICE,CHILLER,1.4,1.17,-0.1643,7.5,2.0,-0.7333,1.15,1.0,-0.1304,11900.0,9917.0,-0.1666,13685.0,9917.0,-0.2753,13.0,6.0,-0.5385
1151D - JUICE TETRAPACK 240-250ML,1151 - RTD JUICE,CHILLER,1.4,2.1,0.5,67.0,41.67,-0.3781,1.23,1.17,-0.0488,9887.0,16541.0,0.673,12161.0,19353.0,0.5914,109.0,107.0,-0.0183
1151E - JUICE TETRAPACK 750-1200ML,1151 - RTD JUICE,CHILLER,1.03,1.22,0.1845,97.5,3.0,-0.9692,1.68,1.0,-0.4048,15608.0,24989.0,0.601,26221.0,24989.0,-0.047,116.0,9.0,-0.9224
1151F - JUICE PET 200-450ML,1151 - RTD JUICE,CHILLER,1.25,1.2,-0.04,677.5,145.0,-0.786,2.11,1.23,-0.4171,9210.0,13625.0,0.4794,19433.0,16759.0,-0.1376,642.0,355.0,-0.447
1151H - JUICE CAN 230-350ML,1151 - RTD JUICE,CHILLER,1.42,1.28,-0.0986,19.0,12.0,-0.3684,1.03,1.09,0.0583,16603.0,14900.0,-0.1026,17101.0,16241.0,-0.0503,37.0,33.0,-0.1081
1154A - RTD TEA TETRAPACK 200-240ML,1154 - RTD TEA,CHILLER,1.89,2.03,0.0741,30.5,21.67,-0.2895,1.27,1.1,-0.1339,7052.0,7391.0,0.0481,8956.0,8130.0,-0.0922,48.0,59.0,0.2292
1154B - RTD TEA TETRAPACK 250-500ML,1154 - RTD TEA,CHILLER,2.85,3.63,0.2737,88.5,38.33,-0.5669,1.11,1.07,-0.036,10325.0,12925.0,0.2518,11461.0,13830.0,0.2067,160.0,107.0,-0.3312
1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.28,1.68,0.3125,376.5,98.0,-0.7397,1.43,1.29,-0.0979,4993.0,6784.0,0.3587,7140.0,8751.0,0.2256,528.0,228.0,-0.5682
1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.29,1.26,-0.0233,76.5,65.67,-0.1416,1.12,1.19,0.0625,9031.0,9252.0,0.0245,10115.0,11010.0,0.0885,137.0,166.0,0.2117
1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,2.0,,,4.0,,,1.14,,,11550.0,,,13167.0,,,7.0,,
1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.04,1.0,-0.0385,26.5,2.67,-0.8992,1.13,1.0,-0.115,17294.0,14700.0,-0.15,19542.0,14700.0,-0.2478,47.0,8.0,-0.8298
1154K - RTD MILK TEA PET,1154 - RTD TEA,CHILLER,1.51,1.34,-0.1126,62.0,43.33,-0.3011,1.28,1.13,-0.1172,12768.0,11897.0,-0.0682,16343.0,13444.0,-0.1774,97.0,115.0,0.1856
1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,1.28,1.18,-0.0781,32.0,23.67,-0.2603,1.16,1.08,-0.069,5393.0,5108.0,-0.0528,6256.0,5517.0,-0.1181,55.0,66.0,0.2
1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.12,1.26,0.125,12.5,7.67,-0.3864,1.0,1.15,0.15,8248.0,9339.0,0.1323,8248.0,10740.0,0.3021,25.0,20.0,-0.2
"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.46,1.4,-0.0411,379.0,316.33,-0.1654,1.37,1.31,-0.0438,10079.0,10247.0,0.0167,13808.0,13424.0,-0.0278,553.0,727.0,0.3146
2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,2.26,1.65,-0.2699,23.5,28.33,0.2055,1.21,1.37,0.1322,21311.0,17087.0,-0.1982,25786.0,23409.0,-0.0922,39.0,62.0,0.5897
2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.45,3.39,0.3837,534.5,410.0,-0.2329,1.56,1.53,-0.0192,10171.0,12518.0,0.2308,15867.0,19153.0,0.2071,686.0,803.0,0.1706
2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.62,1.6,-0.0123,274.0,240.33,-0.1229,1.27,1.25,-0.0157,10334.0,9778.0,-0.0538,13124.0,12222.0,-0.0687,433.0,578.0,0.3349
2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.55,1.37,-0.1161,489.0,365.67,-0.2522,1.31,1.31,0.0,11463.0,10188.0,-0.1112,15017.0,13346.0,-0.1113,748.0,837.0,0.119
2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.27,,,16.5,,,1.43,,,167573.0,,,239629.0,,,23.0,,
2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,3.37,2.09,-0.3798,274.5,237.33,-0.1354,1.3,1.35,0.0385,39318.0,22952.0,-0.4162,51113.0,30985.0,-0.3938,423.0,528.0,0.2482
2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.35,1.91,0.4148,145.5,206.0,0.4158,1.15,1.24,0.0783,11503.0,13167.0,0.1447,13228.0,16327.0,0.2343,253.0,500.0,0.9763
2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.4,1.5,0.0714,81.0,68.67,-0.1522,1.3,1.2,-0.0769,11609.0,14167.0,0.2203,15092.0,17000.0,0.1264,125.0,172.0,0.376
2025B - PLANT BASED MILK 1L,2025 - PLANT BASED LIQUID MILK,CHILLER,,1.14,,,4.67,,,1.27,,,37314.0,,,47389.0,,,11.0,
6212A - YOGHURT PACK,6212 - YOGHURT,CHILLER,1.22,1.27,0.041,160.0,88.33,-0.4479,1.26,1.37,0.0873,12848.0,14363.0,0.1179,16188.0,19677.0,0.2155,254.0,194.0,-0.2362
6212B - YOGHURT LIQUID 70-80G,6212 - YOGHURT,CHILLER,2.76,2.31,-0.163,155.0,111.0,-0.2839,1.22,1.26,0.0328,8385.0,7047.0,-0.1596,10230.0,8879.0,-0.1321,255.0,264.0,0.0353
6212C - YOGHURT LIQUID 100-330ML,6212 - YOGHURT,CHILLER,1.35,1.32,-0.0222,255.5,181.67,-0.289,1.28,1.33,0.0391,12592.0,12165.0,-0.0339,16118.0,16179.0,0.0038,399.0,410.0,0.0276
6218A - PUDDING CUP 85-150ML,6218 - PUDDING,CHILLER,2.16,,,16.0,,,1.45,,,11931.0,,,17300.0,,,22.0,,
6218C - SOFT PUDDING,6218 - PUDDING,CHILLER,1.21,1.28,0.0579,19.5,48.67,1.4959,1.11,1.19,0.0721,9038.0,9775.0,0.0815,10032.0,11632.0,0.1595,35.0,123.0,2.5143
6226A - CHILLED MEAT BALLS,6226 - CHILLED MEAT BALLS,CHILLER,1.32,1.22,-0.0758,130.0,83.0,-0.3615,1.3,1.17,-0.1,11775.0,10816.0,-0.0814,15308.0,12655.0,-0.1733,200.0,212.0,0.06
6227A - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,CHILLER,1.61,1.66,0.0311,718.5,552.0,-0.2317,1.43,1.44,0.007,14423.0,14745.0,0.0223,20625.0,21233.0,0.0295,1006.0,1151.0,0.1441
6524A - SEASONAL FRUIT,6524 - SEASONAL FRUIT,CHILLER,,1.12,,,2.67,,,1.0,,,35638.0,,,35638.0,,,8.0,
2011A - FAMILY MILK 200-400G,2011 - FAMILY MILK,MILK & DIAPERS,1.06,1.01,-0.0472,78.0,34.67,-0.5555,1.24,1.33,0.0726,43916.0,47964.0,0.0922,54456.0,63792.0,0.1714,126.0,78.0,-0.381
2011B - FAMILY MILK  600-800G,2011 - FAMILY MILK,MILK & DIAPERS,1.26,1.19,-0.0556,68.5,49.33,-0.2799,1.36,1.53,0.125,120340.0,114918.0,-0.0451,163662.0,175825.0,0.0743,101.0,97.0,-0.0396
2011C - FAMILY MILK  PACK,2011 - FAMILY MILK,MILK & DIAPERS,1.0,,,11.0,,,3.14,,,108768.0,,,341532.0,,,7.0,,
2012A - TEENS MILK  200-400G,2012 - TEENS MILK,MILK & DIAPERS,1.09,1.09,0.0,112.0,64.33,-0.4256,1.33,1.39,0.0451,53578.0,52658.0,-0.0172,71259.0,73195.0,0.0272,168.0,139.0,-0.1726
2012B - TEENS MILK  500-800G,2012 - TEENS MILK,MILK & DIAPERS,1.13,1.08,-0.0442,65.0,42.33,-0.3488,1.49,1.46,-0.0201,91761.0,87216.0,-0.0495,136724.0,127335.0,-0.0687,87.0,87.0,0.0
2012C - TEENS MILK  850-1000G,2012 - TEENS MILK,MILK & DIAPERS,1.52,,,64.5,,,21.5,,,149758.0,,,3219797.0,,,6.0,,
2012D - TEENS MILK PACK,2012 - TEENS MILK,MILK & DIAPERS,1.18,1.07,-0.0932,19.0,4.67,-0.7542,1.36,1.27,-0.0662,77913.0,77464.0,-0.0058,105962.0,98379.0,-0.0716,28.0,11.0,-0.6071
2013A - HI-CAL MILK  150-350G,2013 - HI-CALCIUM MILK,MILK & DIAPERS,1.17,1.15,-0.0171,69.0,47.33,-0.3141,1.24,1.17,-0.0565,52866.0,58039.0,0.0979,65554.0,67906.0,0.0359,111.0,121.0,0.0901
2013B - HI-CAL MILK  400-650G,2013 - HI-CALCIUM MILK,MILK & DIAPERS,1.13,1.14,0.0088,59.0,29.33,-0.5029,1.19,1.31,0.1008,128046.0,124283.0,-0.0294,152375.0,162811.0,0.0685,99.0,67.0,-0.3232
2013C - HI-CAL MILK 700-1000G,2013 - HI-CALCIUM MILK,MILK & DIAPERS,1.17,1.15,-0.0171,17.5,17.67,0.0097,1.09,1.2,0.1009,255726.0,205245.0,-0.1974,278741.0,246294.0,-0.1164,32.0,44.0,0.375
2014A - TONIC MILK,2014 - TONIC MILK,MILK & DIAPERS,1.1,1.3,0.1818,20.0,3.33,-0.8335,2.5,1.0,-0.6,93390.0,110370.0,0.1818,233475.0,110370.0,-0.5273,16.0,10.0,-0.375
2014B - TONIC MILK PACK,2014 - TONIC MILK,MILK & DIAPERS,1.0,,,0.5,,,1.0,,,44000.0,,,44000.0,,,1.0,,
2015A - DIETATIC MILK,2015 - DIETATIC MILK,MILK & DIAPERS,1.5,1.0,-0.3333,1.0,1.67,0.67,1.0,1.25,0.25,125250.0,90800.0,-0.275,125250.0,113500.0,-0.0938,2.0,4.0,1.0
2016A - DIABETIC MILK,2016 - DIABETIC MILK,MILK & DIAPERS,1.15,1.05,-0.087,20.0,13.33,-0.3335,1.54,1.67,0.0844,96715.0,125718.0,0.2999,148941.0,209949.0,0.4096,26.0,24.0,-0.0769
2111A - INFANT MILK MAINSTREAM BOX 150-200G,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.76,1.25,-0.2898,40.0,28.33,-0.2918,1.63,2.07,0.2699,25329.0,18998.0,-0.25,41286.0,39326.0,-0.0475,49.0,41.0,-0.1633
2111B - INFANT MILK MAINSTREAM BOX 400-600G,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.05,1.04,-0.0095,28.0,23.33,-0.1668,1.6,1.84,0.15,54455.0,51067.0,-0.0622,87128.0,93963.0,0.0784,35.0,38.0,0.0857
2111C - INFANT MILK MAINSTREAM BOX 750-1000G,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.25,1.0,-0.2,25.5,14.0,-0.451,1.82,1.68,-0.0769,118359.0,93007.0,-0.2142,215413.0,156252.0,-0.2746,28.0,25.0,-0.1071
2111D - INFANT SPECIALITY MILK MAINSTREAM,2111 - INFANT MILK MAINSTREAM,MILK & DIAPERS,1.0,1.4,0.4,1.0,1.67,0.67,1.0,1.0,0.0,31450.0,43780.0,0.3921,31450.0,43780.0,0.3921,2.0,5.0,1.5
2112A - INFANT MILK PREMIUM BOX 150-200G,2112 - INFANT MILK PREMIUM,MILK & DIAPERS,1.23,1.03,-0.1626,34.5,10.0,-0.7101,1.82,1.25,-0.3132,45406.0,35883.0,-0.2097,82639.0,44854.0,-0.4572,38.0,24.0,-0.3684
2112B - INFANT MILK PREMIUM BOX 350-750G,2112 - INFANT MILK PREMIUM,MILK & DIAPERS,1.16,1.16,0.0,51.5,23.0,-0.5534,1.75,1.6,-0.0857,111473.0,115810.0,0.0389,195078.0,185296.0,-0.0501,59.0,43.0,-0.2712
2112C - INFANT MILK PREMIUM CAN,2112 - INFANT MILK PREMIUM,MILK & DIAPERS,1.2,1.07,-0.1083,22.5,9.33,-0.5853,1.8,1.47,-0.1833,177960.0,158954.0,-0.1068,320328.0,233662.0,-0.2706,25.0,19.0,-0.24
2113A - INFANT MILK SUPER PREMUM BOX 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,1.06,1.29,0.217,8.0,5.67,-0.2912,2.0,2.12,0.06,228362.0,183100.0,-0.1982,456724.0,388172.0,-0.1501,8.0,8.0,0.0
2113B - INFANT MILK SUPER PREMIUM CAN 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,1.07,1.08,0.0093,13.5,4.0,-0.7037,2.25,1.33,-0.4089,188493.0,189442.0,0.005,424109.0,251958.0,-0.4059,12.0,9.0,-0.25
2113C - INFANT MILK SUPER PREMIUM CAN 800-1000G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,2.0,,,1.0,,,1.0,,,775000.0,,,775000.0,,,2.0,,
2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.57,1.43,-0.0892,48.5,22.33,-0.5396,2.16,1.86,-0.1389,24149.0,24107.0,-0.0017,52162.0,44839.0,-0.1404,45.0,36.0,-0.2
2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.01,1.04,0.0297,37.0,27.0,-0.2703,2.11,1.88,-0.109,50982.0,50536.0,-0.0087,107572.0,95008.0,-0.1168,35.0,43.0,0.2286
2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.19,1.23,0.0336,29.0,22.0,-0.2414,1.81,1.83,0.011,111574.0,110792.0,-0.007,201949.0,202749.0,0.004,32.0,36.0,0.125
2114D - FOLLOW ON SPECIALITY MILK MAINSTREAM,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.08,1.53,0.4167,6.5,5.67,-0.1277,1.86,2.83,0.5215,67738.0,94929.0,0.4014,125993.0,268649.0,1.1323,7.0,6.0,-0.1429
2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.26,1.2,-0.0476,40.0,16.67,-0.5832,1.67,1.79,0.0719,49609.0,48058.0,-0.0313,82847.0,86024.0,0.0383,48.0,28.0,-0.4167
2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.14,1.01,-0.114,51.5,24.0,-0.534,2.4,2.57,0.0708,103148.0,92422.0,-0.104,247555.0,237525.0,-0.0405,43.0,28.0,-0.3488
2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.24,1.2,-0.0323,27.0,8.33,-0.6915,1.64,1.56,-0.0488,207709.0,178588.0,-0.1402,340643.0,278597.0,-0.1821,33.0,16.0,-0.5152
2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.14,1.14,0.0,29.0,11.67,-0.5976,2.64,2.5,-0.053,185974.0,202783.0,0.0904,490971.0,506958.0,0.0326,22.0,14.0,-0.3636
2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.16,1.06,-0.0862,16.0,12.0,-0.25,1.68,2.57,0.5298,220541.0,183447.0,-0.1682,370509.0,471459.0,0.2725,19.0,14.0,-0.2632
2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.24,1.44,0.1613,133.5,99.67,-0.2534,1.66,2.12,0.2771,18778.0,21782.0,0.16,31171.0,46178.0,0.4814,161.0,141.0,-0.1242
2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.07,1.07,0.0,464.5,240.67,-0.4819,1.95,1.8,-0.0769,47838.0,49628.0,0.0374,93284.0,89330.0,-0.0424,477.0,400.0,-0.1614
2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.29,1.29,0.0,983.0,466.67,-0.5253,2.2,2.02,-0.0818,99899.0,102454.0,0.0256,219778.0,206957.0,-0.0583,895.0,692.0,-0.2268
2117D - GROWING UP SPECIALITY MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.4,1.34,-0.0429,60.5,22.67,-0.6253,2.37,2.43,0.0253,118550.0,116891.0,-0.014,280964.0,284045.0,0.011,51.0,28.0,-0.451
2117E - GROWING UP MILK MAINSTREAM >1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.0,,,1.0,,,2.0,,,240000.0,,,480000.0,,,1.0,,
2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.08,1.11,0.0278,83.5,69.0,-0.1737,1.82,3.09,0.6978,43369.0,41041.0,-0.0537,78932.0,126817.0,0.6067,92.0,67.0,-0.2717
2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.08,0.0286,202.5,101.0,-0.5012,2.11,2.18,0.0332,78702.0,85512.0,0.0865,166061.0,186416.0,0.1226,192.0,139.0,-0.276
2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.2,1.13,-0.0583,270.0,101.67,-0.6234,2.13,1.96,-0.0798,191367.0,175286.0,-0.084,407612.0,343561.0,-0.1571,253.0,156.0,-0.3834
2118D - GROWING UP MILK PREMIUM CAN 700-900G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.44,1.19,-0.1736,106.5,52.0,-0.5117,1.87,1.9,0.016,206594.0,168972.0,-0.1821,386331.0,321047.0,-0.169,114.0,82.0,-0.2807
2118F - GROWING UP SPECIALITY MILK PREMIUM,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.08,1.03,-0.0463,37.5,11.0,-0.7067,2.68,1.65,-0.3843,147867.0,149561.0,0.0115,396284.0,246776.0,-0.3773,28.0,20.0,-0.2857
2118G - GROWING UP MILK PREMIUM >1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.11,,,9.0,,,1.2,,,454806.0,,,545767.0,,,15.0,,
2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.17,1.08,-0.0769,83.5,42.0,-0.497,1.96,1.8,-0.0816,152384.0,128310.0,-0.158,298673.0,230958.0,-0.2267,85.0,70.0,-0.1765
2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.03,1.0,-0.0291,29.5,17.0,-0.4237,1.44,1.7,0.1806,182593.0,182588.0,-0.0,262934.0,310400.0,0.1805,41.0,30.0,-0.2683
