SECTION,CATEGORY,SUBCATEGORY,BRAND,SEGMENT_VALUE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_BEFORE,SPB_AFTER,SPB_BEFORE,SPT_AFTER,SPT_BEFORE,BUYER_COUNT_GROWTH,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_GROWTH,SPT_GROWTH,SPB_GROWTH,SEGMENT_TYPE,VERSI
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,ALFAMART,BAG,1.05,1.05,13.67,9.5,37.0,18.0,1.11,1.06,19027.0,18154.0,17141.0,17126.0,1.0556,0.0,0.4389,0.0472,0.0009,0.0481,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,ANGGA WIJAYA,OTHERS,,1.0,,0.5,,1.0,,1.0,,16000.0,,16000.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,ASPPOBA,BAG,1.0,1.0,4.67,4.5,13.0,9.0,1.08,1.0,25627.0,22856.0,23729.0,22856.0,0.4444,0.0,0.0378,0.08,0.0382,0.1212,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,BAGELEN,OTHERS,,1.92,,6.5,,8.0,,1.62,,50469.0,,31154.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,HOLYMAS,BAG,1.0,1.0,4.33,9.5,12.0,17.0,1.08,1.12,11340.0,11760.0,10500.0,10500.0,-0.2941,0.0,-0.5442,-0.0357,0.0,-0.0357,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,KARTIKA TOAST,OTHERS,,1.17,,3.0,,6.0,,1.0,,12733.0,,12733.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,NADESHA,BAG,1.1,1.02,6.67,29.0,20.0,55.0,1.0,1.05,11135.0,10795.0,11135.0,10281.0,-0.6364,0.0784,-0.77,-0.0476,0.0831,0.0315,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,PAROTI,BAG,,1.0,,17.5,,34.0,,1.03,,11792.0,,11449.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,PAROTI,POUCH,1.18,1.18,37.0,55.5,103.0,96.0,1.08,1.16,26690.0,28478.0,24713.0,24550.0,0.0729,0.0,-0.3333,-0.069,0.0066,-0.0628,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214B - TRADITIONAL CAKE,PROBITAS,OTHERS,1.0,1.0,1.0,0.5,3.0,1.0,1.0,1.0,75200.0,45200.0,75200.0,45200.0,2.0,0.0,1.0,0.0,0.6637,0.6637,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,ALFAMART,BAG,1.09,1.06,167.67,279.5,425.0,486.0,1.18,1.15,14120.0,15255.0,11966.0,13265.0,-0.1255,0.0283,-0.4001,0.0261,-0.0979,-0.0744,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,ANGO,BAG,1.25,1.18,1.33,5.5,4.0,8.0,1.0,1.38,18175.0,23648.0,18175.0,17136.0,-0.5,0.0593,-0.7582,-0.2754,0.0606,-0.2314,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,ANING,OTHERS,1.0,1.0,3.0,1.0,8.0,2.0,1.12,1.0,16240.0,14500.0,14500.0,14500.0,3.0,0.0,2.0,0.12,0.0,0.12,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,DUA PUTRI,OTHERS,1.0,,0.67,,2.0,,1.0,,23500.0,,23500.0,,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,FINNA,BAG,1.15,1.35,35.0,83.0,85.0,131.0,1.24,1.27,11341.0,13553.0,9146.0,10672.0,-0.3511,-0.1481,-0.5783,-0.0236,-0.143,-0.1632,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,FINNA,OTHERS,,2.4,,2.5,,4.0,,1.25,,20600.0,,16480.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,NY.LIE LIE,BOX,1.06,1.04,23.67,48.0,60.0,84.0,1.18,1.14,14895.0,14348.0,12623.0,12586.0,-0.2857,0.0192,-0.5069,0.0351,0.0029,0.0381,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214C - TRADITIONAL CRACKERS,YUUKA,OTHERS,,1.0,,1.0,,2.0,,1.0,,30200.0,,30200.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,ALFAMART,BAG,1.13,1.14,506.33,877.5,1234.0,1441.0,1.23,1.22,19904.0,20019.0,16182.0,16409.0,-0.1437,-0.0088,-0.423,0.0082,-0.0138,-0.0057,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,ALFAMART,POUCH,1.25,1.0,5.33,8.0,15.0,16.0,1.07,1.0,20110.0,15419.0,18794.0,15419.0,-0.0625,0.25,-0.3338,0.07,0.2189,0.3042,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,ARIES,OTHERS,1.0,1.0,0.33,0.5,1.0,1.0,1.0,1.0,16000.0,16000.0,16000.0,16000.0,0.0,0.0,-0.34,0.0,0.0,0.0,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,EVYNA,OTHERS,,1.0,,0.5,,1.0,,1.0,,38400.0,,38400.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,GELI CHIPS,OTHERS,,1.0,,1.0,,2.0,,1.0,,11500.0,,11500.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,JEMPOL AE,OTHERS,1.0,1.0,0.33,1.0,1.0,2.0,1.0,1.0,17000.0,17000.0,17000.0,17000.0,-0.5,0.0,-0.67,0.0,0.0,0.0,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,KATA OMA,BAG,1.28,1.15,9.67,51.0,25.0,78.0,1.16,1.31,20944.0,21197.0,18055.0,16181.0,-0.6795,0.113,-0.8104,-0.1145,0.1158,-0.0119,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,KATA OMA,OTHERS,,2.0,,2.0,,3.0,,1.33,,36774.0,,27650.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,KATA OMA,POUCH,1.12,1.15,13.67,73.0,37.0,128.0,1.11,1.14,17625.0,18524.0,15878.0,16249.0,-0.7109,-0.0261,-0.8127,-0.0263,-0.0228,-0.0485,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,LAHAP BARENG,OTHERS,,1.67,,1.5,,3.0,,1.0,,54067.0,,54067.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,NGR,OTHERS,1.0,1.0,1.67,1.0,4.0,2.0,1.25,1.0,17750.0,14200.0,14200.0,14200.0,1.0,0.0,0.67,0.25,0.0,0.25,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,PAMMA,OTHERS,,1.0,,2.5,,5.0,,1.0,,9060.0,,9060.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214D - TRADITIONAL CRISPY SNACK,RASA JUARA,OTHERS,,1.0,,1.0,,2.0,,1.0,,20250.0,,20250.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,ALFAMART,BAG,1.07,1.05,45.33,119.0,127.0,212.0,1.07,1.12,19126.0,20018.0,17875.0,17873.0,-0.4009,0.019,-0.6191,-0.0446,0.0001,-0.0446,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,CHALICA,OTHERS,1.0,1.0,0.67,0.5,2.0,1.0,1.0,1.0,17500.0,17500.0,17500.0,17500.0,1.0,0.0,0.34,0.0,0.0,0.0,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,CHEF FARIDA,OTHERS,1.0,,0.67,,2.0,,1.0,,12000.0,,12000.0,,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,MEKAR ABADI,BAG,1.16,1.03,25.67,14.5,66.0,28.0,1.17,1.04,18567.0,14654.0,15869.0,14090.0,1.3571,0.1262,0.7703,0.125,0.1263,0.267,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,PURWODADI,BAG,1.0,1.05,8.67,10.5,26.0,16.0,1.0,1.31,15700.0,21547.0,15700.0,16448.0,0.625,-0.0476,-0.1743,-0.2366,-0.0455,-0.2714,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214E - TRADITIONAL FRUIT & VEGE SNACK,RILASA,OTHERS,1.0,,0.33,,1.0,,1.0,,14800.0,,14800.0,,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214F - TRADITIONAL NUTS,ALFAMART,POUCH,1.09,1.1,54.0,54.0,138.0,98.0,1.17,1.1,17537.0,18304.0,14989.0,16640.0,0.4082,-0.0091,0.0,0.0636,-0.0992,-0.0419,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214F - TRADITIONAL NUTS,FUZO,POUCH,1.12,1.12,45.33,128.5,112.0,225.0,1.21,1.14,22784.0,21230.0,18830.0,18623.0,-0.5022,0.0,-0.6472,0.0614,0.0111,0.0732,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214F - TRADITIONAL NUTS,REBO,OTHERS,,1.0,,4.0,,8.0,,1.0,,14900.0,,14900.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214F - TRADITIONAL NUTS,REBO,POUCH,1.18,1.11,225.67,303.0,591.0,526.0,1.15,1.15,23394.0,22147.0,20343.0,19258.0,0.1236,0.0631,-0.2552,0.0,0.0563,0.0563,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214F - TRADITIONAL NUTS,TONG GARDEN,OTHERS,,4.67,,3.0,,6.0,,1.0,,35567.0,,35567.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214G - TRADITIONAL STICK,ANEKA RASA,BAG,1.0,1.0,3.0,4.0,8.0,4.0,1.12,2.0,21865.0,39050.0,19522.0,19525.0,1.0,0.0,-0.25,-0.44,-0.0002,-0.4401,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214G - TRADITIONAL STICK,EVYNA,OTHERS,,1.0,,1.5,,3.0,,1.0,,34400.0,,34400.0,,,,,,,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214G - TRADITIONAL STICK,FLIPPER,BAG,1.1,1.1,7.0,5.0,19.0,9.0,1.11,1.11,22322.0,21734.0,20110.0,19580.0,1.1111,0.0,0.4,0.0,0.0271,0.0271,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214G - TRADITIONAL STICK,INDAH RASA,OTHERS,1.1,1.11,27.0,27.0,72.0,50.0,1.12,1.08,19075.0,18600.0,17031.0,17222.0,0.44,-0.009,0.0,0.037,-0.0111,0.0255,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214G - TRADITIONAL STICK,LIDI GELI,BAG,1.34,1.31,36.33,60.0,89.0,94.0,1.22,1.28,16414.0,16754.0,13454.0,13089.0,-0.0532,0.0229,-0.3945,-0.0469,0.0279,-0.0203,Packtype,V1
SNACK,2214 - TRADITIONAL SNACK,2214H - TRADITIONAL SWEET TOFFEE,PIA 100,TOPLES,,1.0,,0.5,,1.0,,1.0,,16200.0,,16200.0,,,,,,,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,ALFAMART,BAG,1.27,1.16,20.67,40.5,58.0,78.0,1.07,1.04,13708.0,11254.0,12811.0,10821.0,-0.2564,0.0948,-0.4896,0.0288,0.1839,0.2181,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,CHUBA,BAG,1.12,1.07,18.67,7.5,53.0,15.0,1.06,1.0,10869.0,9493.0,10254.0,9493.0,2.5333,0.0467,1.4893,0.06,0.0802,0.1449,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,FINNA,OTHERS,,1.0,,2.0,,4.0,,1.0,,11500.0,,11500.0,,,,,,,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,KUSUKA,BAG,1.24,1.27,244.33,542.0,636.0,928.0,1.15,1.17,11076.0,11037.0,9631.0,9433.0,-0.3147,-0.0236,-0.5492,-0.0171,0.021,0.0035,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,KUSUKA,OTHERS,1.0,1.85,5.33,6.5,16.0,12.0,1.0,1.08,8875.0,15752.0,8875.0,14585.0,0.3333,-0.4595,-0.18,-0.0741,-0.3915,-0.4366,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,LEMONILO,BAG,1.12,1.21,246.67,368.5,620.0,653.0,1.19,1.13,13340.0,13397.0,11210.0,11856.0,-0.0505,-0.0744,-0.3306,0.0531,-0.0545,-0.0043,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,LEMONILO,OTHERS,1.04,,27.0,,79.0,,1.03,,17492.0,,16983.0,,,,,,,,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,QTELA,BAG,1.15,1.13,105.0,166.5,296.0,292.0,1.06,1.14,9377.0,10064.0,8846.0,8828.0,0.0137,0.0177,-0.3694,-0.0702,0.002,-0.0683,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,SUNPRIDE,BAG,1.36,1.15,15.0,17.0,45.0,28.0,1.0,1.21,14200.0,14142.0,14200.0,11688.0,0.6071,0.1826,-0.1176,-0.1736,0.2149,0.0041,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,THALASA,POUCH,,2.0,,1.0,,2.0,,1.0,,18400.0,,18400.0,,,,,,,Packtype,V1
SNACK,2215 - CASSAVA,2215A - CASSAVA 40-80G,WRP,OTHERS,,1.17,,3.0,,6.0,,1.0,,20483.0,,20483.0,,,,,,,Packtype,V1
SNACK,2215 - CASSAVA,2215B - CASSAVA 100-190G,CHUBA,BAG,1.1,1.19,150.0,355.0,410.0,573.0,1.1,1.24,16138.0,19356.0,14671.0,15610.0,-0.2845,-0.0756,-0.5775,-0.1129,-0.0602,-0.1663,Packtype,V1
SNACK,2215 - CASSAVA,2215B - CASSAVA 100-190G,CHUBA,OTHERS,1.0,1.18,0.33,82.5,1.0,143.0,1.0,1.15,13000.0,17166.0,13000.0,14927.0,-0.993,-0.1525,-0.996,-0.1304,-0.1291,-0.2427,Packtype,V1
SNACK,2215 - CASSAVA,2215B - CASSAVA 100-190G,KUSUKA,BAG,1.08,1.19,137.33,434.0,374.0,734.0,1.1,1.18,21073.0,23463.0,19157.0,19884.0,-0.4905,-0.0924,-0.6836,-0.0678,-0.0366,-0.1019,Packtype,V1
SNACK,2215 - CASSAVA,2215B - CASSAVA 100-190G,MAICIH,OTHERS,,1.33,,3.0,,5.0,,1.2,,33600.0,,28000.0,,,,,,,Packtype,V1
SNACK,2215 - CASSAVA,2215B - CASSAVA 100-190G,QTELA,BAG,1.05,1.05,118.67,169.5,329.0,311.0,1.08,1.09,19773.0,19809.0,18308.0,18173.0,0.0579,0.0,-0.2999,-0.0092,0.0074,-0.0018,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,ALFA,BAG,1.4,1.51,92.0,245.0,238.0,426.0,1.16,1.15,6685.0,7277.0,5763.0,6328.0,-0.4413,-0.0728,-0.6245,0.0087,-0.0893,-0.0814,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,ALFAMART,BAG,1.1,1.12,110.33,155.0,257.0,247.0,1.29,1.26,17158.0,18877.0,13301.0,14982.0,0.0405,-0.0179,-0.2882,0.0238,-0.1122,-0.0911,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,ALFAMART,SHEET,1.08,1.03,26.0,46.5,70.0,88.0,1.11,1.06,14319.0,14536.0,12900.0,13713.0,-0.2045,0.0485,-0.4409,0.0472,-0.0593,-0.0149,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,BIBIGO,BAG,1.16,1.24,49.67,197.0,126.0,299.0,1.18,1.32,15216.0,16361.0,12895.0,12395.0,-0.5786,-0.0645,-0.7479,-0.1061,0.0403,-0.07,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,JOA-YO,BAG,1.44,,73.67,,193.0,,1.15,,7891.0,,6862.0,,,,,,,,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,JOA-YO,OTHERS,1.75,,24.33,,65.0,,1.12,,9205.0,,8219.0,,,,,,,,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,MAMA SUKA,BAG,1.23,1.38,307.0,628.5,744.0,1072.0,1.24,1.17,25858.0,26820.0,20853.0,22923.0,-0.306,-0.1087,-0.5115,0.0598,-0.0903,-0.0359,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,PALDO,BAG,1.08,1.07,34.33,49.5,93.0,90.0,1.11,1.1,22191.0,20159.0,19992.0,18326.0,0.0333,0.0093,-0.3065,0.0091,0.0909,0.1008,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,RUMUT,BAG,,1.45,,5.5,,10.0,,1.1,,11570.0,,10518.0,,,,,,,Packtype,V1
SNACK,2216 - SEAWEED,2216A - SEAWEED 3-10G,TAO KAE NOI,BAG,1.97,1.45,410.33,360.5,1026.0,607.0,1.2,1.19,23854.0,14270.0,19878.0,11992.0,0.6903,0.3586,0.1382,0.0084,0.6576,0.6716,Packtype,V1
SNACK,2216 - SEAWEED,2216B - SEAWEED 11-40G,LAVERLAND,OTHERS,,1.23,,6.5,,12.0,,1.08,,75019.0,,69462.0,,,,,,,Packtype,V1
SNACK,2216 - SEAWEED,2216B - SEAWEED 11-40G,TAO KAE NOI,BAG,1.07,1.07,20.0,38.0,55.0,70.0,1.09,1.09,25802.0,23748.0,23672.0,21787.0,-0.2143,0.0,-0.4737,0.0,0.0865,0.0865,Packtype,V1
SNACK,2216 - SEAWEED,2216B - SEAWEED 11-40G,TAO KAE NOI,OTHERS,,1.4,,2.5,,5.0,,1.0,,31380.0,,31380.0,,,,,,,Packtype,V1
SNACK,2216 - SEAWEED,2216B - SEAWEED 11-40G,YUUKA,OTHERS,,1.0,,1.0,,2.0,,1.0,,29500.0,,29500.0,,,,,,,Packtype,V1
SNACK,2217 - CORN,2217A - CORN 35-95G,ALFAMART,BAG,1.14,1.09,160.67,232.5,406.0,408.0,1.19,1.14,14754.0,14739.0,12398.0,12929.0,-0.0049,0.0459,-0.3089,0.0439,-0.0411,0.001,Packtype,V1
SNACK,2217 - CORN,2217A - CORN 35-95G,CEM-CEM,BAG,1.17,1.09,98.33,117.5,263.0,199.0,1.12,1.18,10872.0,10389.0,9707.0,8804.0,0.3216,0.0734,-0.1631,-0.0508,0.1026,0.0465,Packtype,V1
SNACK,2217 - CORN,2217A - CORN 35-95G,CHIKI,OTHERS,1.0,,11.33,,33.0,,1.03,,15347.0,,14900.0,,,,,,,,Packtype,V1
SNACK,2217 - CORN,2217A - CORN 35-95G,DORITOS,BAG,1.34,1.48,46.0,162.5,124.0,294.0,1.11,1.11,11262.0,12309.0,10146.0,11089.0,-0.5782,-0.0946,-0.7169,0.0,-0.085,-0.0851,Packtype,V1
SNACK,2217 - CORN,2217A - CORN 35-95G,GARUDA,BAG,1.09,1.08,151.67,186.5,406.0,334.0,1.12,1.12,14799.0,14579.0,13213.0,13017.0,0.2156,0.0093,-0.1868,0.0,0.0151,0.0151,Packtype,V1
SNACK,2217 - CORN,2217A - CORN 35-95G,HAPPY TOS,BAG,1.18,1.2,90.33,122.0,240.0,220.0,1.13,1.11,6804.0,6881.0,6021.0,6199.0,0.0909,-0.0167,-0.2596,0.018,-0.0287,-0.0112,Packtype,V1
SNACK,2217 - CORN,2217A - CORN 35-95G,OISHI,BAG,,1.17,,27.0,,51.0,,1.06,,9318.0,,8791.0,,,,,,,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,DORITOS,BAG,1.03,1.08,51.0,232.0,147.0,417.0,1.04,1.11,13948.0,15443.0,13412.0,13913.0,-0.6475,-0.0463,-0.7802,-0.0631,-0.036,-0.0968,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,HAPPY TOS,BAG,1.09,2.25,559.67,1160.0,1476.0,1982.0,1.14,1.17,15407.0,30311.0,13515.0,25907.0,-0.2553,-0.5156,-0.5175,-0.0256,-0.4783,-0.4917,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,HOTTEST,BAG,1.14,1.12,218.67,281.5,588.0,503.0,1.12,1.12,15144.0,15128.0,13521.0,13507.0,0.169,0.0179,-0.2232,0.0,0.001,0.0011,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,JETZ,BAG,1.04,,115.67,,323.0,,1.07,,11551.0,,10795.0,,,,,,,,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,MAXICORN,BAG,1.07,1.06,164.0,196.5,444.0,354.0,1.11,1.11,14319.0,14313.0,12900.0,12895.0,0.2542,0.0094,-0.1654,0.0,0.0004,0.0004,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,OISHI,BAG,1.03,1.08,37.33,159.0,110.0,300.0,1.02,1.06,14311.0,15016.0,14030.0,14166.0,-0.6333,-0.0463,-0.7652,-0.0377,-0.0096,-0.0469,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,OISHI,POUCH,1.19,1.15,194.0,244.5,522.0,454.0,1.11,1.08,24004.0,22886.0,21625.0,21191.0,0.1498,0.0348,-0.2065,0.0278,0.0205,0.0489,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,TOS TOS,BAG,1.1,1.11,121.33,161.5,336.0,289.0,1.08,1.12,14540.0,15355.0,13463.0,13710.0,0.1626,-0.009,-0.2487,-0.0357,-0.018,-0.0531,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,WONG COCO,OTHERS,,1.0,,1.5,,3.0,,1.0,,14767.0,,14767.0,,,,,,,Packtype,V1
SNACK,2217 - CORN,2217B - CORN 100-200G,YE-YE,BAG,1.03,1.07,12.0,14.0,32.0,26.0,1.12,1.08,16667.0,15772.0,14881.0,14604.0,0.2308,-0.0374,-0.1429,0.037,0.019,0.0567,Packtype,V1
SNACK,6228 - PROCESSED MEAT,6228A - PROCESSED MEAT PACK,FIESTA,SACHET,1.24,1.74,38.67,141.5,104.0,228.0,1.12,1.24,12043.0,18600.0,10753.0,15000.0,-0.5439,-0.2874,-0.7267,-0.0968,-0.2831,-0.3525,Packtype,V1
SNACK,6228 - PROCESSED MEAT,6228A - PROCESSED MEAT PACK,MUJIGAE,SACHET,1.07,1.19,18.67,35.0,54.0,66.0,1.04,1.06,11185.0,12554.0,10755.0,11843.0,-0.1818,-0.1008,-0.4666,-0.0189,-0.0919,-0.109,Packtype,V1
SNACK,6228 - PROCESSED MEAT,6228A - PROCESSED MEAT PACK,SO NICE,BAG,1.0,1.0,5.33,27.0,13.0,49.0,1.23,1.1,34217.0,30040.0,27819.0,27309.0,-0.7347,0.0,-0.8026,0.1182,0.0187,0.139,Packtype,V1
SNACK,6228 - PROCESSED MEAT,6228A - PROCESSED MEAT PACK,SO NICE,CAN,1.05,1.0,6.67,45.5,19.0,79.0,1.05,1.15,32996.0,31352.0,31425.0,27263.0,-0.7595,0.05,-0.8534,-0.087,0.1527,0.0524,Packtype,V1
SNACK,6228 - PROCESSED MEAT,6228A - PROCESSED MEAT PACK,SOZZIS,BAG,1.72,1.56,44.67,147.5,123.0,267.0,1.09,1.1,13497.0,11303.0,12383.0,10275.0,-0.5393,0.1026,-0.6972,-0.0091,0.2052,0.1941,Packtype,V1
SNACK,6228 - PROCESSED MEAT,6228A - PROCESSED MEAT PACK,SOZZIS,CAN,,1.34,,29.5,,48.0,,1.23,,13192.0,,10725.0,,,,,,,Packtype,V1
SNACK,6228 - PROCESSED MEAT,6228A - PROCESSED MEAT PACK,SOZZIS,SHEET,1.32,1.45,40.33,96.5,112.0,168.0,1.08,1.15,10769.0,12561.0,9971.0,10923.0,-0.3333,-0.0897,-0.5821,-0.0609,-0.0872,-0.1427,Packtype,V1
STAPLE NEED,1511 - RICE,1511A - RICE BAG 1-3KG,ALFAMART,BAG,1.0,1.05,4.67,108.0,13.0,160.0,1.08,1.35,48060.0,54617.0,44500.0,40457.0,-0.9188,-0.0476,-0.9568,-0.2,0.0999,-0.1201,Packtype,V1
STAPLE NEED,1511 - RICE,1511A - RICE BAG 1-3KG,ALFAMART,OTHERS,1.0,1.0,0.33,0.5,1.0,1.0,1.0,1.0,47500.0,47500.0,47500.0,47500.0,0.0,0.0,-0.34,0.0,0.0,0.0,Packtype,V1
STAPLE NEED,1511 - RICE,1511A - RICE BAG 1-3KG,ANAK RAJA,OTHERS,,1.0,,1.0,,2.0,,1.0,,16000.0,,16000.0,,,,,,,Packtype,V1
STAPLE NEED,1511 - RICE,1511A - RICE BAG 1-3KG,SUMO,OTHERS,,1.25,,8.0,,11.0,,1.45,,87998.0,,60688.0,,,,,,,Packtype,V1
STAPLE NEED,1511 - RICE,1511A - RICE BAG 1-3KG,TOPI KOKI,BAG,1.0,,5.0,,14.0,,1.07,,63023.0,,58900.0,,,,,,,,Packtype,V1
STAPLE NEED,1511 - RICE,1511A - RICE BAG 1-3KG,TROPICANA,OTHERS,,1.0,,1.0,,2.0,,1.0,,44900.0,,44900.0,,,,,,,Packtype,V1
STAPLE NEED,1511 - RICE,1511B - RICE BAG 5KG,ALFAMART,BAG,1.1,1.13,14.0,235.5,33.0,309.0,1.27,1.52,103626.0,129366.0,81595.0,85109.0,-0.8932,-0.0265,-0.9406,-0.1645,-0.0413,-0.199,Packtype,V1
STAPLE NEED,1511 - RICE,1511B - RICE BAG 5KG,ALFAMART,OTHERS,1.25,1.0,1.33,4.0,4.0,8.0,1.0,1.0,93125.0,74500.0,93125.0,74500.0,-0.5,0.25,-0.6675,0.0,0.25,0.25,Packtype,V1
