SECTION,CATEGORY,SUBCATEGORY,BRAND,SEGMENT_VALUE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_BEFORE,SPB_AFTER,SPB_BEFORE,SPT_AFTER,SPT_BEFORE,BUYER_COUNT_GROWTH,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_GROWTH,SPT_GROWTH,SPB_GROWTH,SEGMENT_TYPE,VERSI
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,CHARM,PEMBALUT MENSTRUASI,1.2,1.32,164.0,595.5,424.0,1011.0,1.16,1.18,30480.0,33027.0,26276.0,27989.0,-0.5806,-0.0909,-0.7246,-0.0169,-0.0612,-0.0771,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,LADIS,PEMBALUT MENSTRUASI,1.42,1.63,41.67,108.0,92.0,145.0,1.36,1.49,25833.0,28933.0,18995.0,19418.0,-0.3655,-0.1288,-0.6142,-0.0872,-0.0218,-0.1071,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,LAURIER,PANTS MENSTRUASI,1.54,1.19,34.67,13.0,86.0,25.0,1.21,1.04,34869.0,22940.0,28817.0,22058.0,2.44,0.2941,1.6669,0.1635,0.3064,0.52,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,LAURIER,PEMBALUT MENSTRUASI,1.12,1.16,119.33,281.0,323.0,515.0,1.11,1.09,18129.0,18374.0,16332.0,16857.0,-0.3728,-0.0345,-0.5753,0.0183,-0.0311,-0.0133,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,SOFTEX,OTHERS,,1.88,,4.0,,7.0,,1.14,,49804.0,,43688.0,,,,,,,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,SOFTEX,PANTS MENSTRUASI,1.77,1.93,24.33,118.0,62.0,192.0,1.18,1.23,43533.0,55456.0,36892.0,45086.0,-0.6771,-0.0829,-0.7938,-0.0407,-0.1817,-0.215,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,SOFTEX,PEMBALUT MENSTRUASI,1.03,1.17,29.0,124.5,77.0,216.0,1.13,1.15,30522.0,37626.0,27011.0,32718.0,-0.6435,-0.1197,-0.7671,-0.0174,-0.1744,-0.1888,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,SOFTEX,REGULER,1.08,,53.0,,136.0,,1.17,,24093.0,,20592.0,,,,,,,,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,YOONA,OTHERS,,1.0,,1.0,,2.0,,1.0,,32500.0,,32500.0,,,,,,,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,CHARM,BASIC,1.18,,32.33,,93.0,,1.04,,56386.0,,54217.0,,,,,,,,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,CHARM,PEMBALUT MENSTRUASI,1.09,1.15,498.33,1046.0,1279.0,1867.0,1.17,1.12,27323.0,27246.0,23353.0,24327.0,-0.3149,-0.0522,-0.5236,0.0446,-0.04,0.0028,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,HERS,PEMBALUT MENSTRUASI,1.09,1.18,362.33,1082.0,885.0,1850.0,1.23,1.17,24575.0,24887.0,19980.0,21271.0,-0.5216,-0.0763,-0.6651,0.0513,-0.0607,-0.0125,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,LAURIER,PEMBALUT MENSTRUASI,1.07,1.16,311.33,761.0,799.0,1326.0,1.17,1.15,28485.0,29037.0,24346.0,25250.0,-0.3974,-0.0776,-0.5909,0.0174,-0.0358,-0.019,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,POKANA,PEMBALUT MENSTRUASI,1.15,1.16,8.67,19.0,26.0,32.0,1.0,1.19,35769.0,42715.0,35769.0,35895.0,-0.1875,-0.0086,-0.5437,-0.1597,-0.0035,-0.1626,Function,V1
SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,SOFTEX,PEMBALUT MENSTRUASI,1.09,1.19,440.33,1100.5,1107.0,1937.0,1.19,1.14,31329.0,31383.0,26327.0,27529.0,-0.4285,-0.084,-0.5999,0.0439,-0.0437,-0.0017,Function,V1
SANITARY ADULT,4261 - CLOTHING ACCESSORIES,4261A - CLOTHING ACCESSORIES,ALFAMART,OTHERS,1.5,1.29,0.67,3.5,2.0,7.0,1.0,1.0,27850.0,28729.0,27850.0,28729.0,-0.7143,0.1628,-0.8086,0.0,-0.0306,-0.0306,Function,V1
SANITARY ADULT,5512 - LADIES PANTY,5512A - LADIES PANTIES,ALFAMART,REGULER,1.03,1.06,10.0,17.0,27.0,33.0,1.11,1.03,50649.0,47332.0,45630.0,45953.0,-0.1818,-0.0283,-0.4118,0.0777,-0.007,0.0701,Function,V1
SANITARY ADULT,5512 - LADIES PANTY,5512A - LADIES PANTIES,SCORLINES,REGULER,1.08,1.12,17.0,46.5,49.0,86.0,1.04,1.08,36368.0,38086.0,34969.0,35265.0,-0.4302,-0.0357,-0.6344,-0.037,-0.0084,-0.0451,Function,V1
SANITARY ADULT,5516 - MEN UNDERWEAR,5516A - MENS T-SHIRT UNDERWEAR,ALFAMART,REGULER,1.39,1.17,6.0,6.0,18.0,12.0,1.0,1.0,61283.0,50300.0,61283.0,50300.0,0.5,0.188,0.0,0.0,0.2183,0.2183,Function,V1
SANITARY ADULT,5516 - MEN UNDERWEAR,5516A - MENS T-SHIRT UNDERWEAR,SCORLINES,REGULER,1.08,1.28,4.0,9.0,12.0,18.0,1.0,1.0,37392.0,44928.0,37392.0,44928.0,-0.3333,-0.1562,-0.5556,0.0,-0.1677,-0.1677,Function,V1
SANITARY ADULT,5516 - MEN UNDERWEAR,5516B - MENS SINGLET UNDERWEAR,SCORLINES,REGULER,1.48,1.18,7.67,5.5,23.0,11.0,1.0,1.0,52104.0,39691.0,52104.0,39691.0,1.0909,0.2542,0.3945,0.0,0.3127,0.3127,Function,V1
SANITARY ADULT,5516 - MEN UNDERWEAR,5516C - MENS PANTS UNDERWEAR,ALFA,REGULER,1.31,1.16,17.33,28.0,51.0,56.0,1.02,1.0,51559.0,43520.0,50548.0,43520.0,-0.0893,0.1293,-0.3811,0.02,0.1615,0.1847,Function,V1
SANITARY ADULT,5516 - MEN UNDERWEAR,5516C - MENS PANTS UNDERWEAR,GTMAN,REGULER,1.0,1.05,9.67,11.0,28.0,22.0,1.04,1.0,86291.0,90027.0,82972.0,90027.0,0.2727,-0.0476,-0.1209,0.04,-0.0784,-0.0415,Function,V1
SANITARY ADULT,5516 - MEN UNDERWEAR,5516C - MENS PANTS UNDERWEAR,SCORLINES,REGULER,,1.0,,0.5,,1.0,,1.0,,18900.0,,18900.0,,,,,,,Function,V1
SANITARY ADULT,5721 - TOWEL,5721B - TOWEL,ALFAMART,HANDUK MANDI,1.06,1.09,10.33,11.0,31.0,22.0,1.0,1.0,60281.0,57309.0,60281.0,57309.0,0.4091,-0.0275,-0.0609,0.0,0.0519,0.0519,Function,V1
SANITARY ADULT,5721 - TOWEL,5721B - TOWEL,ALFAMART,MULTIGUNA,1.0,1.08,5.33,12.5,15.0,25.0,1.07,1.0,46765.0,41448.0,43706.0,41448.0,-0.4,-0.0741,-0.5736,0.07,0.0545,0.1283,Function,V1
SANITARY ADULT,5721 - TOWEL,5721B - TOWEL,LOVELY TERRY,HANDUK WAJAH/TANGAN,1.24,1.06,5.67,8.5,15.0,17.0,1.13,1.0,30470.0,25659.0,26965.0,25659.0,-0.1176,0.1698,-0.3329,0.13,0.0509,0.1875,Function,V1
SNACK,2211 - PEANUTS,2211A - PEANUTS 10-49G,TONG GARDEN,OTHERS,,1.09,,58.5,,100.0,,1.17,,11145.0,,9526.0,,,,,,,Function,V1
SNACK,2211 - PEANUTS,2211A - PEANUTS 10-49G,YAVA,OTHERS,,2.7,,5.0,,8.0,,1.25,,63238.0,,50590.0,,,,,,,Function,V1
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,ALFAMART,ASIN,1.19,1.16,91.0,102.0,233.0,188.0,1.17,1.09,24643.0,22781.0,21062.0,20900.0,0.2394,0.0259,-0.1078,0.0734,0.0078,0.0817,Function,V1
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,DUA KELINCI,ASIN,1.09,1.08,40.0,91.0,110.0,137.0,1.09,1.33,10969.0,13065.0,10063.0,9823.0,-0.1971,0.0093,-0.5604,-0.1805,0.0244,-0.1604,Function,V1
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,DUA KELINCI,OTHERS,,4.17,,3.0,,5.0,,1.2,,55000.0,,45833.0,,,,,,,Function,V1
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,GARUDA,ASIN,1.05,1.09,65.0,46.0,186.0,91.0,1.05,1.01,11913.0,12162.0,11346.0,12042.0,1.044,-0.0367,0.413,0.0396,-0.0578,-0.0205,Function,V1
SNACK,2211 - PEANUTS,2211B - PEANUTS 50-95G,GARUDA,PEDAS,1.05,1.08,78.0,91.0,204.0,165.0,1.15,1.1,13591.0,13363.0,11818.0,12148.0,0.2364,-0.0278,-0.1429,0.0455,-0.0272,0.0171,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,ALFAMART,ASIN,1.14,1.18,257.67,309.5,646.0,542.0,1.2,1.14,20441.0,20217.0,17034.0,17734.0,0.1919,-0.0339,-0.1675,0.0526,-0.0395,0.0111,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,ALFAMART,OTHERS,,1.0,,3.0,,6.0,,1.0,,11367.0,,11367.0,,,,,,,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,ALFAMART,PEDAS,1.0,1.0,9.67,14.5,28.0,25.0,1.04,1.16,15729.0,16660.0,15124.0,14362.0,0.12,0.0,-0.3331,-0.1034,0.0531,-0.0559,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,DUA KELINCI,ASIN,1.22,1.18,309.0,605.5,824.0,1031.0,1.12,1.17,18762.0,18147.0,16752.0,15510.0,-0.2008,0.0339,-0.4897,-0.0427,0.0801,0.0339,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,DUA KELINCI,OTHERS,,1.4,,15.0,,25.0,,1.2,,20540.0,,17117.0,,,,,,,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,GARUDA,ASIN,1.09,1.1,243.0,372.0,661.0,644.0,1.1,1.16,13067.0,14175.0,11879.0,12220.0,0.0264,-0.0091,-0.3468,-0.0517,-0.0279,-0.0782,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,GARUDA,PEDAS,1.07,1.06,24.33,85.0,67.0,146.0,1.09,1.16,13186.0,13616.0,12097.0,11738.0,-0.5411,0.0094,-0.7138,-0.0603,0.0306,-0.0316,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,MAYASI,OTHERS,,1.3,,5.0,,9.0,,1.11,,50649.0,,45630.0,,,,,,,Function,V1
SNACK,2211 - PEANUTS,2211C - PEANUTS 100-190G,TONG GARDEN,OTHERS,,1.0,,3.0,,6.0,,1.0,,24400.0,,24400.0,,,,,,,Function,V1
SNACK,2211 - PEANUTS,2211D - PEANUTS 200-250G,ALFAMART,ASIN,1.03,1.08,21.33,29.5,56.0,55.0,1.14,1.07,24574.0,25145.0,21556.0,23500.0,0.0182,-0.0463,-0.2769,0.0654,-0.0827,-0.0227,Function,V1
SNACK,2211 - PEANUTS,2211D - PEANUTS 200-250G,GARUDA,ASIN,1.06,1.11,29.0,41.5,85.0,75.0,1.02,1.11,24413.0,27823.0,23934.0,25066.0,0.1333,-0.045,-0.3012,-0.0811,-0.0452,-0.1226,Function,V1
SNACK,2211 - PEANUTS,2211E - PEANUTS 350-500G,DUA KELINCI,ASIN,1.13,1.11,26.33,35.5,73.0,62.0,1.08,1.15,47993.0,49689.0,44438.0,43208.0,0.1774,0.018,-0.2583,-0.0609,0.0285,-0.0341,Function,V1
SNACK,2211 - PEANUTS,2211E - PEANUTS 350-500G,GARUDA,ASIN,1.2,1.05,25.0,29.5,67.0,55.0,1.12,1.07,52976.0,43796.0,47300.0,40931.0,0.2182,0.1429,-0.1525,0.0467,0.1556,0.2096,Function,V1
SNACK,2212 - POTATOES,2212A - POTATOES 10-50G,CHITATO,ASIN,1.27,1.23,43.67,100.5,127.0,185.0,1.03,1.09,10024.0,10226.0,9732.0,9382.0,-0.3135,0.0325,-0.5655,-0.055,0.0373,-0.0198,Function,V1
SNACK,2212 - POTATOES,2212A - POTATOES 10-50G,JACK'N JILL,ASIN,1.24,1.24,47.33,183.5,136.0,324.0,1.04,1.13,8771.0,9494.0,8434.0,8402.0,-0.5802,0.0,-0.7421,-0.0796,0.0038,-0.0762,Function,V1
SNACK,2212 - POTATOES,2212A - POTATOES 10-50G,LAY'S,ASIN,1.64,1.69,98.67,529.5,274.0,931.0,1.08,1.14,13494.0,14462.0,12494.0,12686.0,-0.7057,-0.0296,-0.8137,-0.0526,-0.0151,-0.0669,Function,V1
SNACK,2212 - POTATOES,2212A - POTATOES 10-50G,LAY'S,PEDAS,1.25,1.27,1.33,96.0,4.0,177.0,1.0,1.08,9875.0,10301.0,9875.0,9538.0,-0.9774,-0.0157,-0.9861,-0.0741,0.0353,-0.0414,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,CHITATO,ASIN,1.41,1.27,378.0,818.0,1000.0,1381.0,1.13,1.18,19340.0,18521.0,17115.0,15696.0,-0.2759,0.1102,-0.5379,-0.0424,0.0904,0.0442,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,CHITATO,OTHERS,1.18,,63.0,,176.0,,1.07,,15234.0,,14237.0,,,,,,,,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,CHITATO LITE,ASIN,1.08,1.25,319.0,627.5,837.0,1107.0,1.14,1.13,15387.0,17475.0,13497.0,15465.0,-0.2439,-0.136,-0.4916,0.0088,-0.1273,-0.1195,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,GARUDA,ASIN,1.03,1.19,33.0,108.5,96.0,201.0,1.03,1.08,8764.0,10534.0,8509.0,9754.0,-0.5224,-0.1345,-0.6959,-0.0463,-0.1276,-0.168,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,JACK'N JILL,ASIN,1.32,1.28,175.67,301.5,469.0,547.0,1.12,1.1,17419.0,16147.0,15553.0,14679.0,-0.1426,0.0313,-0.4173,0.0182,0.0595,0.0788,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,JACK'N JILL,OTHERS,1.79,1.06,19.0,16.0,50.0,32.0,1.14,1.0,23608.0,12038.0,20709.0,12038.0,0.5625,0.6887,0.1875,0.14,0.7203,0.9611,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,JACK'N JILL,PEDAS,1.28,1.08,37.67,69.5,104.0,133.0,1.09,1.05,16375.0,13014.0,15023.0,12394.0,-0.218,0.1852,-0.458,0.0381,0.2121,0.2583,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,JAPOTA,ASIN,1.15,1.17,409.0,670.0,1030.0,1088.0,1.19,1.23,16385.0,15958.0,13769.0,12974.0,-0.0533,-0.0171,-0.3896,-0.0325,0.0613,0.0268,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,JAPOTA,PEDAS,1.09,1.08,56.0,104.5,153.0,178.0,1.1,1.17,13254.0,14040.0,12049.0,12000.0,-0.1404,0.0093,-0.4641,-0.0598,0.0041,-0.056,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,LAY'S,ASIN,1.14,1.22,93.33,383.0,264.0,699.0,1.06,1.1,16849.0,18650.0,15895.0,16955.0,-0.6223,-0.0656,-0.7563,-0.0364,-0.0625,-0.0966,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,LAY'S,PEDAS,1.03,1.06,12.0,60.0,35.0,107.0,1.03,1.12,14669.0,16499.0,14242.0,14731.0,-0.6729,-0.0283,-0.8,-0.0804,-0.0332,-0.1109,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,MASTER KIM,OTHERS,,1.5,,1.0,,2.0,,1.0,,41250.0,,41250.0,,,,,,,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,POTABEE,ASIN,1.08,1.18,180.67,471.0,483.0,825.0,1.12,1.14,13765.0,14910.0,12290.0,13079.0,-0.4145,-0.0847,-0.6164,-0.0175,-0.0603,-0.0768,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,POTABEE,PEDAS,1.05,1.06,31.33,95.5,91.0,178.0,1.03,1.07,12040.0,12506.0,11689.0,11688.0,-0.4888,-0.0094,-0.6719,-0.0374,0.0001,-0.0373,Function,V1
SNACK,2212 - POTATOES,2212B - POTATOES 54-85G,WONHAE,PEDAS,,1.0,,1.5,,3.0,,1.0,,10500.0,,10500.0,,,,,,,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,CHITATO,ASIN,1.06,1.08,120.67,400.0,323.0,708.0,1.12,1.13,21146.0,21615.0,18880.0,19128.0,-0.5438,-0.0185,-0.6983,-0.0088,-0.013,-0.0217,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,CHITATO LITE,ASIN,1.04,1.08,214.0,385.5,587.0,668.0,1.09,1.15,20071.0,21871.0,18414.0,19018.0,-0.1213,-0.037,-0.4449,-0.0522,-0.0318,-0.0823,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,JACK'N JILL,ASIN,1.13,1.06,140.67,256.5,389.0,445.0,1.08,1.15,19599.0,19097.0,18147.0,16606.0,-0.1258,0.066,-0.4516,-0.0609,0.0928,0.0263,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,JACK'N JILL,OTHERS,1.17,1.0,67.67,33.5,186.0,65.0,1.09,1.03,20431.0,16045.0,18744.0,15578.0,1.8615,0.17,1.02,0.0583,0.2032,0.2734,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,JACK'N JILL,PEDAS,1.14,1.04,53.0,106.0,151.0,193.0,1.05,1.1,19203.0,17807.0,18289.0,16188.0,-0.2176,0.0962,-0.5,-0.0455,0.1298,0.0784,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,JAPOTA,ASIN,1.03,1.04,89.67,178.0,258.0,327.0,1.04,1.09,17220.0,18114.0,16558.0,16618.0,-0.211,-0.0096,-0.4962,-0.0459,-0.0036,-0.0494,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,LAY'S,OTHERS,1.1,,57.33,,165.0,,1.04,,21950.0,,21106.0,,,,,,,,Function,V1
SNACK,2212 - POTATOES,2212C - POTATOES 100-200G,POTABEE,ASIN,1.08,1.08,164.0,179.5,450.0,336.0,1.09,1.07,18678.0,18618.0,17136.0,17400.0,0.3393,0.0,-0.0864,0.0187,-0.0152,0.0032,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,CHITATO LITE,ASIN,1.22,1.04,38.33,28.0,108.0,53.0,1.06,1.06,36609.0,31133.0,34537.0,29371.0,1.0377,0.1731,0.3689,0.0,0.1759,0.1759,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,LAY'S,ASIN,1.28,1.38,24.67,218.5,71.0,399.0,1.04,1.1,31792.0,36098.0,30569.0,32816.0,-0.8221,-0.0725,-0.8871,-0.0545,-0.0685,-0.1193,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,LAY'S,OTHERS,1.0,,2.33,,7.0,,1.0,,29057.0,,29057.0,,,,,,,,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,MR.POTATO,ASIN,1.16,1.19,130.67,393.5,342.0,683.0,1.15,1.15,25402.0,29159.0,22089.0,25356.0,-0.4993,-0.0252,-0.6679,0.0,-0.1288,-0.1288,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,MR.POTATO,OTHERS,1.04,1.0,24.67,0.5,65.0,1.0,1.14,1.0,18272.0,16900.0,16028.0,16900.0,64.0,0.04,48.34,0.14,-0.0516,0.0812,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,MR.POTATO,PEDAS,1.11,1.24,79.33,126.5,204.0,222.0,1.17,1.14,17648.0,19204.0,15084.0,16846.0,-0.0811,-0.1048,-0.3729,0.0263,-0.1046,-0.081,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,PRINGLES,ASIN,1.18,1.38,322.67,577.0,821.0,968.0,1.18,1.19,30615.0,38798.0,25945.0,32603.0,-0.1519,-0.1449,-0.4408,-0.0084,-0.2042,-0.2109,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,PRINGLES,OTHERS,1.25,1.0,2.67,4.5,8.0,9.0,1.0,1.0,33313.0,17078.0,33313.0,17078.0,-0.1111,0.25,-0.4067,0.0,0.9506,0.9506,Function,V1
SNACK,2212 - POTATOES,2212D - POTATOES CAN,PRINGLES,PEDAS,,1.0,,0.5,,1.0,,1.0,,15900.0,,15900.0,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,EVYNA,OTHERS,,1.0,,0.5,,1.0,,1.0,,22500.0,,22500.0,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,FRENCH FRIES 2000,ASIN,1.93,1.34,226.67,292.0,594.0,507.0,1.14,1.15,10921.0,7474.0,9580.0,6499.0,0.1716,0.4403,-0.2237,-0.0087,0.4741,0.4612,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,GEMEZ,ASIN,2.59,1.58,117.67,1024.0,316.0,1808.0,1.12,1.13,6317.0,4166.0,5640.0,3687.0,-0.8252,0.6392,-0.8851,-0.0088,0.5297,0.5163,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,KRICE,ASIN,1.14,1.18,64.0,131.0,180.0,217.0,1.07,1.21,15890.0,18456.0,14850.0,15253.0,-0.1705,-0.0339,-0.5115,-0.1157,-0.0264,-0.139,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,SMAX,ASIN,1.18,1.37,114.0,215.0,304.0,363.0,1.12,1.18,7701.0,9271.0,6876.0,7857.0,-0.1625,-0.1387,-0.4698,-0.0508,-0.1249,-0.1693,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,TARO,ASIN,1.22,1.23,193.33,271.0,501.0,466.0,1.16,1.16,8655.0,8661.0,7461.0,7466.0,0.0751,-0.0081,-0.2866,0.0,-0.0007,-0.0007,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213B - EXTRUDED & PELLET 20-49G,YAVA,OTHERS,,4.0,,5.0,,7.0,,1.43,,50593.0,,35380.0,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,ALFA,PEDAS,1.05,,50.67,,130.0,,1.17,,7060.0,,6034.0,,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,ALFAMART,ASIN,1.16,1.22,180.67,367.5,471.0,608.0,1.15,1.21,7806.0,9292.0,6788.0,7679.0,-0.2253,-0.0492,-0.5084,-0.0496,-0.116,-0.1599,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,AMERO,ASIN,1.11,,23.67,,62.0,,1.15,,11388.0,,9903.0,,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,AMERO,MANIS,1.16,,51.67,,151.0,,1.03,,10645.0,,10335.0,,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,BIN BIN,OTHERS,,1.07,,7.0,,13.0,,1.08,,20250.0,,18750.0,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,BONCABE,PEDAS,1.0,1.08,0.33,13.0,1.0,26.0,1.0,1.0,7700.0,8077.0,7700.0,8077.0,-0.9615,-0.0741,-0.9746,0.0,-0.0467,-0.0467,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,CEM-CEM,ASIN,1.23,1.15,99.67,127.0,275.0,238.0,1.09,1.07,9507.0,8856.0,8722.0,8277.0,0.1555,0.0696,-0.2152,0.0187,0.0538,0.0735,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,CEM-CEM,MANIS,1.27,1.25,85.0,57.0,218.0,94.0,1.17,1.21,9773.0,9990.0,8353.0,8256.0,1.3191,0.016,0.4912,-0.0331,0.0117,-0.0217,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,CEM-CEM,PEDAS,1.04,1.06,16.33,33.5,46.0,65.0,1.07,1.03,8193.0,8024.0,7657.0,7790.0,-0.2923,-0.0189,-0.5125,0.0388,-0.0171,0.0211,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,CHEETOS,ASIN,1.51,1.56,170.33,708.0,464.0,1179.0,1.1,1.2,13916.0,16871.0,12651.0,14059.0,-0.6064,-0.0321,-0.7594,-0.0833,-0.1001,-0.1752,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,CHIKI,ASIN,1.15,1.48,412.67,1303.5,1071.0,2124.0,1.16,1.23,9631.0,12804.0,8303.0,10410.0,-0.4958,-0.223,-0.6834,-0.0569,-0.2024,-0.2478,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,CHIKI,OTHERS,1.06,,10.67,,32.0,,1.0,,7438.0,,7438.0,,,,,,,,Function,V1
SNACK,2213 - EXTRUDED & PELLET,2213C - EXTRUDED & PELLET 50-95G,DUA KELINCI,ASIN,1.19,1.23,444.33,653.5,1193.0,1126.0,1.12,1.16,9985.0,11152.0,8915.0,9614.0,0.0595,-0.0325,-0.3201,-0.0345,-0.0727,-0.1046,Function,V1
