CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH,TRANSACTION_PENETRATION_BEFORE,TRANSACTION_PENETRATION_AFTER,TRANSACTION_PENETRATION_GROWTH,BUYER_PROMO_BEFORE,BUYER_PROMO_AFTER,BUYER_NON_PROMO_BEFORE,BUYER_NON_PROMO_AFTER,PROMO_SHARE_BEFORE,PROMO_SHARE_AFTER,NON_PROMO_SHARE_BEFORE,NON_PROMO_SHARE_AFTER
6611 - BREAD,BREAD CORNER (BC),1.31,1.3,-0.0076,12929.0,6491.67,-0.4979,1.63,1.64,0.0061,17045.0,16512.0,-0.0313,27783.0,27080.0,-0.0253,15855.0,11871.0,-0.2513,0.7853,0.7956,0.0131,3679.0,3094.0,14254.0,10422.0,0.2052,0.2289,0.7948,0.7711
6612 - CAKE,BREAD CORNER (BC),1.42,1.5,0.0563,1156.5,862.33,-0.2544,1.34,1.41,0.0522,10963.0,10901.0,-0.0057,14690.0,15370.0,0.0463,1729.0,1838.0,0.063,0.0702,0.1057,0.5057,445.0,360.0,1448.0,1671.0,0.2351,0.1773,0.7649,0.8227
1111 - ENERGY DRINK,CHILLER,1.46,1.19,-0.1849,203.5,144.67,-0.2891,1.3,1.35,0.0385,11533.0,9030.0,-0.217,14993.0,12190.0,-0.187,312.0,321.0,0.0288,0.0076,0.0117,0.5395,229.0,220.0,101.0,136.0,0.6939,0.618,0.3061,0.382
1112 - CARBONATED DRINK,CHILLER,1.36,1.42,0.0441,4450.5,596.67,-0.8659,1.93,1.27,-0.342,10965.0,10684.0,-0.0256,21162.0,13569.0,-0.3588,4622.0,1406.0,-0.6958,0.1659,0.0482,-0.7095,3867.0,782.0,1067.0,754.0,0.7837,0.5091,0.2163,0.4909
1113 - MINERAL WATER,CHILLER,3.78,2.23,-0.4101,5634.5,3181.0,-0.4354,1.62,1.61,-0.0062,15161.0,9022.0,-0.4049,24561.0,14525.0,-0.4086,6966.0,5923.0,-0.1497,0.21,0.2567,0.2224,4643.0,4258.0,3249.0,2386.0,0.5883,0.6409,0.4117,0.3591
1114 - ISOTONIC DRINK,CHILLER,1.49,1.3,-0.1275,1579.0,676.0,-0.5719,1.26,1.26,0.0,14852.0,12002.0,-0.1919,18714.0,15123.0,-0.1919,2511.0,1609.0,-0.3592,0.0588,0.0546,-0.0714,1170.0,518.0,1601.0,1228.0,0.4222,0.2967,0.5778,0.7033
1115 - REMEDIES DRINK,CHILLER,1.8,1.67,-0.0722,1481.5,862.67,-0.4177,1.29,1.33,0.031,14692.0,14038.0,-0.0445,18953.0,18671.0,-0.0149,2298.0,1943.0,-0.1545,0.0552,0.0696,0.2609,1317.0,1084.0,1297.0,1129.0,0.5038,0.4898,0.4962,0.5102
1116 - VITAMIN DRINK,CHILLER,1.68,1.65,-0.0179,829.0,419.33,-0.4942,1.23,1.28,0.0407,13117.0,13119.0,0.0002,16134.0,16792.0,0.0408,1352.0,984.0,-0.2722,0.0309,0.0338,0.0939,1017.0,460.0,462.0,620.0,0.6876,0.4259,0.3124,0.5741
1117 - YOGHURT BEVERAGE,CHILLER,1.63,1.43,-0.1227,235.5,146.33,-0.3786,1.21,1.29,0.0661,14322.0,10716.0,-0.2518,17330.0,13824.0,-0.2023,390.0,341.0,-0.1256,0.0088,0.0118,0.3409,339.0,299.0,72.0,50.0,0.8248,0.8567,0.1752,0.1433
1118 - CARBONATED MALT,CHILLER,2.47,1.85,-0.251,116.0,48.67,-0.5804,1.15,1.15,0.0,19605.0,15603.0,-0.2041,22546.0,17943.0,-0.2042,202.0,127.0,-0.3713,0.0043,0.0039,-0.093,127.0,70.0,92.0,64.0,0.5799,0.5224,0.4201,0.4776
1121 - DESSERT,CHILLER,1.29,1.28,-0.0078,181.5,77.67,-0.5721,1.16,1.14,-0.0172,10867.0,12224.0,0.1249,12606.0,13935.0,0.1054,312.0,204.0,-0.3462,0.0068,0.0063,-0.0735,215.0,112.0,110.0,99.0,0.6615,0.5308,0.3385,0.4692
1151 - RTD JUICE,CHILLER,1.34,1.45,0.0821,3566.5,624.67,-0.8249,1.79,1.26,-0.2961,11054.0,14330.0,0.2964,19787.0,18056.0,-0.0875,3984.0,1489.0,-0.6263,0.1329,0.0504,-0.6208,3412.0,649.0,772.0,1012.0,0.8155,0.3907,0.1845,0.6093
1154 - RTD TEA,CHILLER,2.01,2.43,0.209,4132.0,1544.0,-0.6263,1.59,1.52,-0.044,9997.0,11609.0,0.1612,15895.0,17646.0,0.1102,5184.0,3040.0,-0.4136,0.154,0.1246,-0.1909,3965.0,1983.0,1806.0,1494.0,0.6871,0.5703,0.3129,0.4297
1156 - RTD COFFEE,CHILLER,1.56,1.68,0.0769,1822.0,1321.33,-0.2748,1.44,1.54,0.0694,11064.0,12038.0,0.088,15932.0,18539.0,0.1636,2527.0,2582.0,0.0218,0.0679,0.1066,0.57,1066.0,1392.0,1800.0,1539.0,0.3719,0.4749,0.6281,0.5251
1231 - TRADITIONAL DRINK,CHILLER,1.57,1.42,-0.0955,3.5,4.0,0.1429,1.0,1.0,0.0,15286.0,14942.0,-0.0225,15286.0,14942.0,-0.0225,7.0,12.0,0.7143,0.0001,0.0003,2.0,0.0,0.0,7.0,12.0,0.0,0.0,1.0,1.0
2022 - SPECIALTY LIQUID MILK,CHILLER,2.44,1.87,-0.2336,93.0,82.33,-0.1147,1.19,1.25,0.0504,23517.0,20232.0,-0.1397,27985.0,25290.0,-0.0963,156.0,198.0,0.2692,0.0035,0.0066,0.8857,109.0,101.0,79.0,123.0,0.5798,0.4509,0.4202,0.5491
2023 - TETRAPACK LIQUID MILK,CHILLER,2.22,2.01,-0.0946,5327.5,2786.0,-0.4771,1.66,1.69,0.0181,22659.0,11155.0,-0.5077,37614.0,18852.0,-0.4988,6420.0,4937.0,-0.231,0.1986,0.2248,0.1319,4012.0,2672.0,3690.0,3281.0,0.5209,0.4488,0.4791,0.5512
2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.31,2.27,-0.0173,1835.5,1232.67,-0.3284,1.38,1.44,0.0435,23781.0,20059.0,-0.1565,32818.0,28885.0,-0.1198,2653.0,2572.0,-0.0305,0.0684,0.0995,0.4547,1742.0,1750.0,1234.0,1177.0,0.5853,0.5979,0.4147,0.4021
2025 - PLANT BASED LIQUID MILK,CHILLER,1.66,1.44,-0.1325,677.5,333.67,-0.5075,1.34,1.4,0.0448,15689.0,14398.0,-0.0823,21023.0,20157.0,-0.0412,1012.0,715.0,-0.2935,0.0253,0.0269,0.0632,355.0,183.0,729.0,602.0,0.3275,0.2331,0.6725,0.7669
6211 - FRESH MILK,CHILLER,1.26,1.31,0.0397,42.5,23.33,-0.4511,1.25,1.23,-0.016,27418.0,23179.0,-0.1546,34272.0,28510.0,-0.1681,68.0,57.0,-0.1618,0.0016,0.0019,0.1875,17.0,11.0,56.0,47.0,0.2329,0.1897,0.7671,0.8103
6212 - YOGHURT,CHILLER,2.11,1.8,-0.1469,2574.5,1276.67,-0.5041,1.48,1.5,0.0135,14630.0,12759.0,-0.1279,21652.0,19138.0,-0.1161,3485.0,2554.0,-0.2671,0.096,0.103,0.0729,1533.0,969.0,2562.0,2034.0,0.3744,0.3227,0.6256,0.6773
6218 - PUDDING,CHILLER,1.57,1.39,-0.1146,146.5,158.33,0.0808,1.2,1.25,0.0417,11635.0,10186.0,-0.1245,13962.0,12732.0,-0.0881,245.0,380.0,0.551,0.0055,0.0128,1.3273,102.0,231.0,160.0,185.0,0.3893,0.5553,0.6107,0.4447
6226 - CHILLED MEAT BALLS,CHILLER,1.55,1.35,-0.129,523.0,315.0,-0.3977,1.27,1.26,-0.0079,13742.0,12302.0,-0.1048,17452.0,15501.0,-0.1118,821.0,749.0,-0.0877,0.0195,0.0254,0.3026,397.0,321.0,483.0,493.0,0.4511,0.3943,0.5489,0.6057
6227 - CHILLED SAUSAGES,CHILLER,1.8,1.75,-0.0278,2148.5,1347.67,-0.3727,1.37,1.46,0.0657,16239.0,15650.0,-0.0363,22247.0,22849.0,0.0271,3147.0,2768.0,-0.1204,0.0801,0.1088,0.3583,1344.0,1602.0,2178.0,1662.0,0.3816,0.4908,0.6184,0.5092
6234 - FROZEN SEAFOOD,CHILLER,1.09,1.11,0.0183,17.5,9.0,-0.4857,1.03,1.04,0.0097,29777.0,30411.0,0.0213,30670.0,31627.0,0.0312,34.0,26.0,-0.2353,0.0007,0.0007,0.0,19.0,11.0,17.0,15.0,0.5278,0.4231,0.4722,0.5769
6521 - LOCAL FRUIT,CHILLER,1.53,2.2,0.4379,8.5,3.33,-0.6082,1.13,1.11,-0.0177,9176.0,13200.0,0.4385,10369.0,14652.0,0.4131,15.0,9.0,-0.4,0.0003,0.0003,0.0,0.0,0.0,15.0,9.0,0.0,0.0,1.0,1.0
6524 - SEASONAL FRUIT,CHILLER,1.19,1.0,-0.1597,8.0,10.67,0.3338,1.07,1.07,0.0,32444.0,31619.0,-0.0254,34715.0,33832.0,-0.0254,15.0,30.0,1.0,0.0003,0.0009,2.0,2.0,12.0,13.0,18.0,0.1333,0.4,0.8667,0.6
6223 - READY TO COOK,FREEZER NUGGET,1.0,1.11,0.11,7.0,3.0,-0.5714,1.08,1.0,-0.0741,39700.0,44111.0,0.1111,42876.0,44111.0,0.0288,13.0,9.0,-0.3077,0.0063,0.0081,0.2857,10.0,4.0,3.0,5.0,0.7692,0.4444,0.2308,0.5556
6231 - CHICKEN NUGGET,FREEZER NUGGET,1.12,1.19,0.0625,995.5,338.67,-0.6598,1.25,1.22,-0.024,53982.0,60539.0,0.1215,67478.0,73858.0,0.0945,1590.0,834.0,-0.4755,0.8993,0.9112,0.0132,781.0,354.0,936.0,570.0,0.4549,0.3831,0.5451,0.6169
6232 - VEGETABLE,FREEZER NUGGET,1.05,1.02,-0.0286,133.0,42.67,-0.6792,1.11,1.17,0.0541,34545.0,31972.0,-0.0745,38345.0,37407.0,-0.0245,239.0,109.0,-0.5439,0.1201,0.1148,-0.0441,65.0,18.0,181.0,94.0,0.2642,0.1607,0.7358,0.8393
6711 - BEEF MEAT,FREEZER NUGGET,1.0,,,0.5,,,1.0,,,37500.0,,,37500.0,,,1.0,,,0.0005,,,0.0,,1.0,,0.0,,1.0,
6721 - BROILER,FREEZER NUGGET,1.0,1.0,0.0,3.5,0.67,-0.8086,1.0,1.0,0.0,61929.0,61500.0,-0.0069,61929.0,61500.0,-0.0069,7.0,2.0,-0.7143,0.0032,0.0018,-0.4375,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0
6241 - TAKE HOME ICE CREAM,ICE CREAM,1.11,1.11,0.0,664.0,262.0,-0.6054,1.14,1.15,0.0088,35207.0,35396.0,0.0054,40136.0,40705.0,0.0142,1165.0,686.0,-0.4112,0.0673,0.0569,-0.1545,369.0,81.0,823.0,622.0,0.3096,0.1152,0.6904,0.8848
6242 - IMPULSE ICE CREAM,ICE CREAM,2.66,2.07,-0.2218,9393.5,4411.0,-0.5304,1.57,1.54,-0.0191,19441.0,15921.0,-0.1811,30522.0,24518.0,-0.1967,11997.0,8600.0,-0.2832,0.9519,0.9572,0.0056,4910.0,1504.0,9625.0,8095.0,0.3378,0.1567,0.6622,0.8433
3111 - ANALGESIC,MEDICINE & BABY CARE,1.63,1.4,-0.1411,170.0,234.67,0.3804,1.26,1.24,-0.0159,12961.0,10111.0,-0.2199,16331.0,12538.0,-0.2323,270.0,566.0,1.0963,0.0206,0.0614,1.9806,96.0,173.0,201.0,444.0,0.3232,0.2804,0.6768,0.7196
3112 - ANALGESIC & COLD REMEDIES,MEDICINE & BABY CARE,1.46,1.24,-0.1507,98.5,148.67,0.5093,1.19,1.13,-0.0504,7760.0,7372.0,-0.05,9234.0,8330.0,-0.0979,165.0,393.0,1.3818,0.0119,0.0389,2.2689,3.0,0.0,162.0,393.0,0.0182,0.0,0.9818,1.0
3113 - ANTACIDS,MEDICINE & BABY CARE,1.77,1.55,-0.1243,179.0,96.67,-0.4599,1.17,1.14,-0.0256,10007.0,11448.0,0.144,11708.0,13051.0,0.1147,305.0,254.0,-0.1672,0.0217,0.0253,0.1659,148.0,118.0,176.0,154.0,0.4568,0.4338,0.5432,0.5662
3114 - KIDS COUGH MEDICINE,MEDICINE & BABY CARE,1.0,1.02,0.02,16.5,16.67,0.0103,1.0,1.19,0.19,21015.0,21632.0,0.0294,21015.0,25742.0,0.2249,33.0,42.0,0.2727,0.002,0.0044,1.2,2.0,26.0,31.0,19.0,0.0606,0.5778,0.9394,0.4222
