kd_store,section,kd_section,kd_variant,plano_group_final,category,subcategory_a,subcategory_b,period_flag,trans_a,trans_a_pm,trans_b,trans_b_pm,trans_ab,trans_ab_pm,avg_qty_a_when_pair,avg_qty_b_when_pair
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2411 - SKT (SIGARET KRETEK TANGAN),2411A - SKT (SIGARET KRETEK TANGAN) 10-12,2411B - SKT (SIGARET KRETEK TANGAN) 16-20,AFTER,208,69.33,10,3.33,1,0.33,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2411 - SKT (SIGARET KRETEK TANGAN),2411B - SKT (SIGARET KRETEK TANGAN) 16-20,2411A - SKT (SIGARET KRETEK TANGAN) 10-12,AFTER,10,3.33,208,69.33,1,0.33,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,AFTER,48,16.00,265,88.33,2,0.67,2.33,1.67
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,BEFORE,54,27.00,273,136.50,3,1.50,2.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,BEFORE,54,27.00,45,22.50,2,1.00,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,AFTER,265,88.33,48,16.00,2,0.67,1.67,2.33
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,BEFORE,273,136.50,54,27.00,3,1.50,1.00,2.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,AFTER,265,88.33,56,18.67,8,2.67,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,BEFORE,273,136.50,45,22.50,3,1.50,2.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,BEFORE,45,22.50,54,27.00,2,1.00,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,AFTER,56,18.67,265,88.33,8,2.67,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,BEFORE,45,22.50,273,136.50,3,1.50,1.00,2.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413A - SKM (SIGARET KRETEK MESIN) FF 12,2413B - SKM (SIGARET KRETEK MESIN) FF 16,AFTER,67,22.33,27,9.00,1,0.33,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413A - SKM (SIGARET KRETEK MESIN) FF 12,2413B - SKM (SIGARET KRETEK MESIN) FF 16,BEFORE,134,67.00,51,25.50,4,2.00,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413A - SKM (SIGARET KRETEK MESIN) FF 12,2413C - SKM (SIGARET KRETEK MESIN) FF 20,AFTER,67,22.33,9,3.00,1,0.33,1.00,2.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413A - SKM (SIGARET KRETEK MESIN) FF 12,2413C - SKM (SIGARET KRETEK MESIN) FF 20,BEFORE,134,67.00,6,3.00,1,0.50,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413B - SKM (SIGARET KRETEK MESIN) FF 16,2413A - SKM (SIGARET KRETEK MESIN) FF 12,AFTER,27,9.00,67,22.33,1,0.33,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413B - SKM (SIGARET KRETEK MESIN) FF 16,2413A - SKM (SIGARET KRETEK MESIN) FF 12,BEFORE,51,25.50,134,67.00,4,2.00,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413B - SKM (SIGARET KRETEK MESIN) FF 16,2413C - SKM (SIGARET KRETEK MESIN) FF 20,BEFORE,51,25.50,6,3.00,1,0.50,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413C - SKM (SIGARET KRETEK MESIN) FF 20,2413A - SKM (SIGARET KRETEK MESIN) FF 12,AFTER,9,3.00,67,22.33,1,0.33,2.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413C - SKM (SIGARET KRETEK MESIN) FF 20,2413A - SKM (SIGARET KRETEK MESIN) FF 12,BEFORE,6,3.00,134,67.00,1,0.50,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,2413C - SKM (SIGARET KRETEK MESIN) FF 20,2413B - SKM (SIGARET KRETEK MESIN) FF 16,BEFORE,6,3.00,51,25.50,1,0.50,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,2415A - DEVICE,2415C - LIQUID,BEFORE,2,1.00,27,13.50,2,1.00,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,2415B - DISPOSABLE DEVICE,2415C - LIQUID,AFTER,11,3.67,18,6.00,3,1.00,1.67,2.67
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,2415C - LIQUID,2415A - DEVICE,BEFORE,27,13.50,2,1.00,2,1.00,1.00,1.00
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,2415C - LIQUID,2415B - DISPOSABLE DEVICE,AFTER,18,6.00,11,3.67,3,1.00,2.67,1.67
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,1119A - MINERAL WATER GALON 15-19L,1119B - MINERAL WATER GALON 5-6L,BEFORE,1073,536.50,78,39.00,8,4.00,1.25,1.13
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,1119A - MINERAL WATER GALON 15-19L,1119C - GALON,BEFORE,1073,536.50,34,17.00,29,14.50,1.21,1.03
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,1119B - MINERAL WATER GALON 5-6L,1119A - MINERAL WATER GALON 15-19L,BEFORE,78,39.00,1073,536.50,8,4.00,1.13,1.25
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,1119C - GALON,1119A - MINERAL WATER GALON 15-19L,BEFORE,34,17.00,1073,536.50,29,14.50,1.03,1.21
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1231 - TRADITIONAL DRINK,1231A - TRADITIONAL DRINK SACHET 4-8S,1231B - TRADITIONAL DRINK SACHET >=10S,AFTER,15,5.00,1,0.33,1,0.33,2.00,2.00
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1231 - TRADITIONAL DRINK,1231B - TRADITIONAL DRINK SACHET >=10S,1231A - TRADITIONAL DRINK SACHET 4-8S,AFTER,1,0.33,15,5.00,1,0.33,2.00,2.00
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023E - TETRAPAK LIQUID MILK PACKED,AFTER,181,60.33,126,42.00,7,2.33,1.13,1.00
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023E - TETRAPAK LIQUID MILK PACKED,BEFORE,624,312.00,145,72.50,13,6.50,1.38,1.38
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,2023D - TETRAPAK LIQUID MILK 900-1000ML,AFTER,126,42.00,181,60.33,7,2.33,1.00,1.13
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,2023E - TETRAPAK LIQUID MILK PACKED,2023D - TETRAPAK LIQUID MILK 900-1000ML,BEFORE,145,72.50,624,312.00,13,6.50,1.38,1.38
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222A - COOKIES BISCUIT 15-30G,2222B - COOKIES BISCUIT 40-60G,AFTER,5,1.67,103,34.33,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222A - COOKIES BISCUIT 15-30G,AFTER,103,34.33,5,1.67,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222C - COOKIES BISCUIT 61-100G,AFTER,103,34.33,136,45.33,4,1.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222D - COOKIES BISCUIT 110-200G,AFTER,103,34.33,56,18.67,5,1.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,2222F - HEALTHY COOKIES BISCUIT,AFTER,103,34.33,31,10.33,1,0.33,1.00,1.50
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222B - COOKIES BISCUIT 40-60G,AFTER,136,45.33,103,34.33,4,1.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222D - COOKIES BISCUIT 110-200G,AFTER,136,45.33,56,18.67,3,1.00,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222E - COOKIES BISCUIT 250-300G,AFTER,136,45.33,35,11.67,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,2222F - HEALTHY COOKIES BISCUIT,AFTER,136,45.33,31,10.33,2,0.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222B - COOKIES BISCUIT 40-60G,AFTER,56,18.67,103,34.33,5,1.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222C - COOKIES BISCUIT 61-100G,AFTER,56,18.67,136,45.33,3,1.00,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222E - COOKIES BISCUIT 250-300G,AFTER,56,18.67,35,11.67,2,0.67,1.00,1.67
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,2222F - HEALTHY COOKIES BISCUIT,AFTER,56,18.67,31,10.33,2,0.67,1.00,1.60
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222E - COOKIES BISCUIT 250-300G,2222C - COOKIES BISCUIT 61-100G,AFTER,35,11.67,136,45.33,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222E - COOKIES BISCUIT 250-300G,2222D - COOKIES BISCUIT 110-200G,AFTER,35,11.67,56,18.67,2,0.67,1.67,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222F - HEALTHY COOKIES BISCUIT,2222B - COOKIES BISCUIT 40-60G,AFTER,31,10.33,103,34.33,1,0.33,1.50,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222F - HEALTHY COOKIES BISCUIT,2222C - COOKIES BISCUIT 61-100G,AFTER,31,10.33,136,45.33,2,0.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2222 - COOKIES BISCUIT,2222F - HEALTHY COOKIES BISCUIT,2222D - COOKIES BISCUIT 110-200G,AFTER,31,10.33,56,18.67,2,0.67,1.60,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223A - CRACKER BISCUIT 10-30G,2223D - CRACKER BISCUIT 200-260G,AFTER,11,3.67,48,16.00,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223B - CRACKER BISCUIT 35-99G,2223C - CRACKER BISCUIT 100-180G,AFTER,85,28.33,72,24.00,5,1.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223B - CRACKER BISCUIT 35-99G,2223D - CRACKER BISCUIT 200-260G,AFTER,85,28.33,48,16.00,4,1.33,1.00,1.17
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223B - CRACKER BISCUIT 35-99G,2223E - CRACKER BISCUIT 300-400G,AFTER,85,28.33,18,6.00,2,0.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223C - CRACKER BISCUIT 100-180G,2223B - CRACKER BISCUIT 35-99G,AFTER,72,24.00,85,28.33,5,1.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223C - CRACKER BISCUIT 100-180G,2223D - CRACKER BISCUIT 200-260G,AFTER,72,24.00,48,16.00,2,0.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223C - CRACKER BISCUIT 100-180G,2223E - CRACKER BISCUIT 300-400G,AFTER,72,24.00,18,6.00,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223D - CRACKER BISCUIT 200-260G,2223A - CRACKER BISCUIT 10-30G,AFTER,48,16.00,11,3.67,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223D - CRACKER BISCUIT 200-260G,2223B - CRACKER BISCUIT 35-99G,AFTER,48,16.00,85,28.33,4,1.33,1.17,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223D - CRACKER BISCUIT 200-260G,2223C - CRACKER BISCUIT 100-180G,AFTER,48,16.00,72,24.00,2,0.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223E - CRACKER BISCUIT 300-400G,2223B - CRACKER BISCUIT 35-99G,AFTER,18,6.00,85,28.33,2,0.67,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,2223E - CRACKER BISCUIT 300-400G,2223C - CRACKER BISCUIT 100-180G,AFTER,18,6.00,72,24.00,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2224 - MARIE BISCUIT,2224A - MARIE BISCUIT 30-85G,2224B - MARIE BISCUIT 100-190G,AFTER,4,1.33,73,24.33,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2224 - MARIE BISCUIT,2224B - MARIE BISCUIT 100-190G,2224A - MARIE BISCUIT 30-85G,AFTER,73,24.33,4,1.33,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2224 - MARIE BISCUIT,2224B - MARIE BISCUIT 100-190G,2224C - MARIE BISCUIT 200-250G,AFTER,73,24.33,14,4.67,1,0.33,2.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2224 - MARIE BISCUIT,2224C - MARIE BISCUIT 200-250G,2224B - MARIE BISCUIT 100-190G,AFTER,14,4.67,73,24.33,1,0.33,1.00,2.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2225 - PIE BISCUIT,2225A - PIE BISCUIT 32-110G,2225B - PIE BISCUIT 150-200G,AFTER,4,1.33,3,1.00,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2225 - PIE BISCUIT,2225B - PIE BISCUIT 150-200G,2225A - PIE BISCUIT 32-110G,AFTER,3,1.00,4,1.33,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226A - SANDWICH BISCUIT 10-49G,2226B - SANDWICH BISCUIT 50-99G,AFTER,15,5.00,40,13.33,1,0.33,2.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226B - SANDWICH BISCUIT 50-99G,2226A - SANDWICH BISCUIT 10-49G,AFTER,40,13.33,15,5.00,1,0.33,1.00,2.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226B - SANDWICH BISCUIT 50-99G,2226C - SANDWICH BISCUIT 100-150G,AFTER,40,13.33,166,55.33,6,2.00,1.50,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226B - SANDWICH BISCUIT 50-99G,2226D - SANDWICH BISCUIT 160-229G,AFTER,40,13.33,41,13.67,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226C - SANDWICH BISCUIT 100-150G,2226B - SANDWICH BISCUIT 50-99G,AFTER,166,55.33,40,13.33,6,2.00,1.00,1.50
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226C - SANDWICH BISCUIT 100-150G,2226D - SANDWICH BISCUIT 160-229G,AFTER,166,55.33,41,13.67,4,1.33,1.17,1.67
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226D - SANDWICH BISCUIT 160-229G,2226B - SANDWICH BISCUIT 50-99G,AFTER,41,13.67,40,13.33,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,2226D - SANDWICH BISCUIT 160-229G,2226C - SANDWICH BISCUIT 100-150G,AFTER,41,13.67,166,55.33,4,1.33,1.67,1.17
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2227 - WAFER BISCUIT,2227A - WAFER BISCUIT PACK,2227D - WAFER BISCUIT 100-145G,AFTER,5,1.67,225,75.00,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2227 - WAFER BISCUIT,2227C - WAFER BISCUIT 45-95G,2227D - WAFER BISCUIT 100-145G,AFTER,10,3.33,225,75.00,2,0.67,1.00,1.33
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2227 - WAFER BISCUIT,2227D - WAFER BISCUIT 100-145G,2227A - WAFER BISCUIT PACK,AFTER,225,75.00,5,1.67,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2227 - WAFER BISCUIT,2227D - WAFER BISCUIT 100-145G,2227C - WAFER BISCUIT 45-95G,AFTER,225,75.00,10,3.33,2,0.67,1.33,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228B - STICK BISCUIT 18-35G,2228C - STICK BISCUIT 36-50G,AFTER,75,25.00,132,44.00,13,4.33,1.07,1.14
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228B - STICK BISCUIT 18-35G,2228E - STICK BISCUIT 110-350G,AFTER,75,25.00,13,4.33,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228B - STICK BISCUIT 18-35G,2228I - STICK BISCUIT CUP,AFTER,75,25.00,65,21.67,4,1.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228B - STICK BISCUIT 18-35G,AFTER,132,44.00,75,25.00,13,4.33,1.14,1.07
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228D - STICK BISCUIT 51-100G,AFTER,132,44.00,30,10.00,1,0.33,1.00,3.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228E - STICK BISCUIT 110-350G,AFTER,132,44.00,13,4.33,2,0.67,1.75,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228C - STICK BISCUIT 36-50G,2228I - STICK BISCUIT CUP,AFTER,132,44.00,65,21.67,4,1.33,1.40,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228D - STICK BISCUIT 51-100G,2228C - STICK BISCUIT 36-50G,AFTER,30,10.00,132,44.00,1,0.33,3.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228D - STICK BISCUIT 51-100G,2228I - STICK BISCUIT CUP,AFTER,30,10.00,65,21.67,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228E - STICK BISCUIT 110-350G,2228B - STICK BISCUIT 18-35G,AFTER,13,4.33,75,25.00,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228E - STICK BISCUIT 110-350G,2228C - STICK BISCUIT 36-50G,AFTER,13,4.33,132,44.00,2,0.67,1.00,1.75
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228B - STICK BISCUIT 18-35G,AFTER,65,21.67,75,25.00,4,1.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228C - STICK BISCUIT 36-50G,AFTER,65,21.67,132,44.00,4,1.33,1.00,1.40
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,2228I - STICK BISCUIT CUP,2228D - STICK BISCUIT 51-100G,AFTER,65,21.67,30,10.00,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2323 - BAG CANDY,2323A - BAG CANDY,2323B - BAG CANDY GUMMY,AFTER,79,26.33,67,22.33,3,1.00,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2323 - BAG CANDY,2323B - BAG CANDY GUMMY,2323A - BAG CANDY,AFTER,67,22.33,79,26.33,3,1.00,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331A - ENROBED CHOCOLATE 9-19G,2331C - ENROBED CHOCOLATE >50G,AFTER,6,2.00,64,21.33,1,0.33,2.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331B - ENROBED CHOCOLATE 20-45G,2331C - ENROBED CHOCOLATE >50G,AFTER,158,52.67,64,21.33,4,1.33,3.40,1.20
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331B - ENROBED CHOCOLATE 20-45G,2331D - ENROBED CHOCOLATE PASTA,AFTER,158,52.67,20,6.67,1,0.33,1.00,1.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331C - ENROBED CHOCOLATE >50G,2331A - ENROBED CHOCOLATE 9-19G,AFTER,64,21.33,6,2.00,1,0.33,1.00,2.00
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331C - ENROBED CHOCOLATE >50G,2331B - ENROBED CHOCOLATE 20-45G,AFTER,64,21.33,158,52.67,4,1.33,1.20,3.40
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2331 - ENROBED CHOCOLATE,2331D - ENROBED CHOCOLATE PASTA,2331B - ENROBED CHOCOLATE 20-45G,AFTER,20,6.67,158,52.67,1,0.33,1.00,1.00
