BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
BEBELOVE,2112C - INFANT MILK PREMIUM CAN,2112 - INFANT MILK PREMIUM,MILK & DIAPERS,1.2,1.07,-0.1083,22.5,9.33,-0.5853,1.8,1.47,-0.1833,177960.0,158954.0,-0.1068,320328.0,233662.0,-0.2706,25.0,19.0,-0.24
NUTRIBABY,2113A - INFANT MILK SUPER PREMUM BOX 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.29,0.29,7.5,5.67,-0.244,2.14,2.12,-0.0093,228133.0,183100.0,-0.1974,488205.0,388172.0,-0.2049,7.0,8.0,0.1429
S-26,2113A - INFANT MILK SUPER PREMUM BOX 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,2.0,,,0.5,,,1.0,,,231800.0,,,231800.0,,,1.0,,
BMT,2113B - INFANT MILK SUPER PREMIUM CAN 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.17,0.17,4.5,2.0,-0.5556,3.0,1.2,-0.6,172500.0,201250.0,0.1667,517500.0,241500.0,-0.5333,3.0,5.0,0.6667
S-26,2113B - INFANT MILK SUPER PREMIUM CAN 400G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,1.11,1.0,-0.0991,9.0,2.0,-0.7778,2.0,1.5,-0.25,196489.0,177633.0,-0.096,392978.0,266450.0,-0.322,9.0,4.0,-0.5556
S-26,2113C - INFANT MILK SUPER PREMIUM CAN 800-1000G,2113 - INFANT MILK SUPER PREMIUM,MILK & DIAPERS,2.0,,,1.0,,,1.0,,,775000.0,,,775000.0,,,2.0,,
CHIL-GO,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,2.0,1.17,-0.415,1.5,2.0,0.3333,1.5,1.5,0.0,73800.0,43050.0,-0.4167,110700.0,64575.0,-0.4167,2.0,4.0,1.0
DANCOW,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.61,1.45,-0.0994,18.0,3.67,-0.7961,2.12,1.1,-0.4811,20139.0,18182.0,-0.0972,42695.0,20000.0,-0.5316,17.0,10.0,-0.4118
SGM,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.52,1.46,-0.0395,29.0,16.67,-0.4252,2.23,2.17,-0.0269,24071.0,23138.0,-0.0388,53678.0,50209.0,-0.0646,26.0,23.0,-0.1154
FRISIAN BABY,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.07,1.11,0.0374,7.0,6.0,-0.1429,2.8,1.8,-0.3571,49179.0,48611.0,-0.0115,137701.0,87500.0,-0.3646,5.0,10.0,1.0
SGM,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.0,1.02,0.02,30.0,19.0,-0.3667,2.0,1.97,-0.015,51403.0,51142.0,-0.0051,102806.0,100750.0,-0.02,30.0,29.0,-0.0333
VIDORAN,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,,1.0,,,2.0,,,1.2,,,50550.0,,,60660.0,,,5.0,
FRISIAN BABY,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.04,1.47,0.4135,11.5,5.0,-0.5652,2.56,1.88,-0.2656,96939.0,120747.0,0.2456,248164.0,227004.0,-0.0853,9.0,8.0,-0.1111
SGM,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.29,1.16,-0.1008,17.5,17.0,-0.0286,1.52,1.82,0.1974,121191.0,107865.0,-0.11,184210.0,196314.0,0.0657,23.0,28.0,0.2174
SGM,2114D - FOLLOW ON SPECIALITY MILK MAINSTREAM,2114 - FOLLOW ON MILK MAINSTREAM,MILK & DIAPERS,1.08,1.53,0.4167,6.5,5.67,-0.1277,1.86,2.83,0.5215,67738.0,94929.0,0.4014,125993.0,268649.0,1.1323,7.0,6.0,-0.1429
BEBELOVE,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.29,1.11,-0.1395,32.5,12.33,-0.6206,1.76,1.85,0.0511,48126.0,39627.0,-0.1766,84702.0,73310.0,-0.1345,37.0,20.0,-0.4595
CHIL-MIL,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.13,1.46,0.292,7.5,4.33,-0.4227,1.25,1.62,0.296,56033.0,72054.0,0.2859,70041.0,116727.0,0.6666,12.0,8.0,-0.3333
BEBELOVE,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.11,1.03,-0.0721,22.5,11.67,-0.4813,2.14,2.19,0.0234,97338.0,98094.0,0.0078,208303.0,214826.0,0.0313,21.0,16.0,-0.2381
CHIL-MIL,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.0,,,1.0,,,2.0,,,192000.0,,,384000.0,,,1.0,,
LACTOGEN,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.16,1.0,-0.1379,28.0,12.33,-0.5596,2.55,3.08,0.2078,104643.0,87057.0,-0.1681,266840.0,268136.0,0.0049,22.0,12.0,-0.4545
BEBELOVE,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.23,1.2,-0.0244,24.0,8.33,-0.6529,1.55,1.56,0.0065,182340.0,178588.0,-0.0206,282627.0,278597.0,-0.0143,31.0,16.0,-0.4839
CHIL-MIL,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,2115 - FOLLOW ON MILK PREMIUM,MILK & DIAPERS,1.33,,,3.0,,,3.0,,,410667.0,,,1232001.0,,,2.0,,
ENFAMIL,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.0,,,0.5,,,1.0,,,240100.0,,,240100.0,,,1.0,,
NUTRIBABY,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.19,1.12,-0.0588,18.0,10.67,-0.4072,2.4,2.91,0.2125,222372.0,207334.0,-0.0676,533693.0,603342.0,0.1305,15.0,11.0,-0.2667
S-26,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.05,1.33,0.2667,10.5,1.0,-0.9048,3.0,1.0,-0.6667,121000.0,154233.0,0.2747,363000.0,154233.0,-0.5751,7.0,3.0,-0.5714
CHIL-MIL,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.38,1.0,-0.2754,4.0,3.67,-0.0825,1.6,1.83,0.1438,229488.0,166900.0,-0.2727,367181.0,305427.0,-0.1682,5.0,6.0,0.2
S-26,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,2116 - FOLLOW ON MILK SUPER PREMIUM,MILK & DIAPERS,1.08,1.08,0.0,12.0,8.33,-0.3058,1.71,2.5,0.462,217558.0,190728.0,-0.1233,372024.0,476820.0,0.2817,14.0,10.0,-0.2857
DANCOW,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.36,1.39,0.0221,44.0,37.0,-0.1591,1.6,1.61,0.0063,18977.0,19303.0,0.0172,30363.0,31078.0,0.0235,55.0,69.0,0.2545
SGM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.17,1.47,0.2564,90.5,62.67,-0.3075,1.6,2.47,0.5438,18474.0,23246.0,0.2583,29558.0,57418.0,0.9426,113.0,76.0,-0.3274
CHIL-GO,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.0,,,2.5,,,1.0,,,35700.0,,,35700.0,,,5.0,,
DANCOW,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.15,1.1,-0.0435,109.0,64.0,-0.4128,1.76,1.49,-0.1534,49214.0,51654.0,0.0496,86617.0,76964.0,-0.1114,124.0,129.0,0.0403
FRISIAN FLAG,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.09,1.08,-0.0092,38.5,8.0,-0.7922,2.57,1.2,-0.5331,54436.0,54142.0,-0.0054,139901.0,64970.0,-0.5356,30.0,20.0,-0.3333
SGM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.05,1.07,0.019,224.0,118.67,-0.4702,1.87,2.09,0.1176,52987.0,56181.0,0.0603,99086.0,117418.0,0.185,240.0,170.0,-0.2917
VIDORAN,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.03,1.03,0.0,90.5,50.0,-0.4475,2.03,1.6,-0.2118,30964.0,30762.0,-0.0065,62857.0,49219.0,-0.217,89.0,94.0,0.0562
BATITA,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.22,1.12,-0.082,20.5,5.67,-0.7234,1.64,1.31,-0.2012,86680.0,79188.0,-0.0864,142155.0,103736.0,-0.2703,25.0,13.0,-0.48
CHIL-GO,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.3,1.31,0.0077,70.5,29.33,-0.584,1.91,1.66,-0.1309,102493.0,101833.0,-0.0064,195762.0,169043.0,-0.1365,74.0,53.0,-0.2838
DANCOW,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.21,1.16,-0.0413,150.5,79.0,-0.4751,1.78,1.81,0.0169,100285.0,102289.0,0.02,178507.0,185143.0,0.0372,169.0,131.0,-0.2249
FRISIAN FLAG,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.14,1.17,0.0263,73.5,34.67,-0.5283,2.33,2.12,-0.0901,108188.0,111325.0,0.029,252078.0,236009.0,-0.0637,63.0,49.0,-0.2222
SGM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.36,1.43,0.0515,396.5,209.67,-0.4712,2.32,2.15,-0.0733,111848.0,117901.0,0.0541,259487.0,253487.0,-0.0231,342.0,292.0,-0.1462
VIDORAN,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.24,1.14,-0.0806,276.5,109.33,-0.6046,2.14,1.8,-0.1589,78864.0,70573.0,-0.1051,168769.0,127031.0,-0.2473,259.0,182.0,-0.2973
SGM,2117D - GROWING UP SPECIALITY MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.4,1.34,-0.0429,60.5,22.67,-0.6253,2.37,2.43,0.0253,118550.0,116891.0,-0.014,280964.0,284045.0,0.011,51.0,28.0,-0.451
FRISIAN FLAG,2117E - GROWING UP MILK MAINSTREAM >1000G,2117 - GROWING UP MILK MAINSTREAM,MILK & DIAPERS,1.0,,,1.0,,,2.0,,,240000.0,,,480000.0,,,1.0,,
BEBELAC,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.14,0.0857,28.0,48.0,0.7143,1.81,3.79,1.0939,38245.0,38726.0,0.0126,69223.0,146772.0,1.1203,31.0,38.0,0.2258
CHIL-KID,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.03,-0.019,49.5,21.0,-0.5758,1.9,2.17,0.1421,47180.0,46330.0,-0.018,89642.0,100536.0,0.1215,52.0,29.0,-0.4423
LACTOGROW,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.5,,,6.0,,,1.33,,,35850.0,,,47680.0,,,9.0,,
BEBELAC,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.09,0.0381,167.0,80.67,-0.5169,2.2,2.2,0.0,81646.0,90181.0,0.1045,179621.0,198398.0,0.1045,152.0,110.0,-0.2763
CHIL-SCHOOL,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,6.0,4.0,-0.3333,2.0,1.33,-0.335,80408.0,80133.0,-0.0034,160816.0,106577.0,-0.3373,6.0,9.0,0.5
HEALTHYWAY KIDS,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.0,,,1.0,,,1.0,,,48900.0,,,48900.0,,,2.0,,
LACTOGROW,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.04,1.06,0.0192,28.5,16.33,-0.427,1.68,2.13,0.2679,62142.0,63769.0,0.0262,104399.0,135828.0,0.301,34.0,23.0,-0.3235
BEBELAC,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.25,1.14,-0.088,142.0,46.0,-0.6761,2.24,1.82,-0.1875,211801.0,193917.0,-0.0844,474434.0,352929.0,-0.2561,127.0,76.0,-0.4016
CHIL-KID,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.17,1.08,-0.0769,41.0,16.0,-0.6098,2.0,2.29,0.145,205932.0,190183.0,-0.0765,411864.0,435519.0,0.0574,41.0,21.0,-0.4878
CHIL-SCHOOL,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.02,1.11,0.0882,29.0,6.0,-0.7931,2.07,1.38,-0.3333,163767.0,172461.0,0.0531,338998.0,237996.0,-0.2979,28.0,13.0,-0.5357
HEALTHYWAY KIDS,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.38,,,4.0,,,2.0,,,125812.0,,,251624.0,,,4.0,,
LACTOGROW,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.19,1.15,-0.0336,54.0,33.67,-0.3765,1.8,2.02,0.1222,146253.0,143252.0,-0.0205,263255.0,289369.0,0.0992,60.0,50.0,-0.1667
BEBELAC,2118D - GROWING UP MILK PREMIUM CAN 700-900G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.44,1.19,-0.1736,106.5,52.0,-0.5117,1.87,1.9,0.016,206594.0,168972.0,-0.1821,386331.0,321047.0,-0.169,114.0,82.0,-0.2807
BEBELAC,2118F - GROWING UP SPECIALITY MILK PREMIUM,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.27,1.2,-0.0551,5.5,1.67,-0.6964,1.83,1.0,-0.4536,192055.0,181040.0,-0.0574,351461.0,181040.0,-0.4849,6.0,5.0,-0.1667
CHIL-KID,2118F - GROWING UP SPECIALITY MILK PREMIUM,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.05,1.0,-0.0476,32.0,9.33,-0.7084,2.78,1.75,-0.3705,140272.0,143939.0,0.0261,389956.0,251893.0,-0.354,23.0,16.0,-0.3043
BEBELAC,2118G - GROWING UP MILK PREMIUM >1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.12,,,8.5,,,1.21,,,462029.0,,,559055.0,,,14.0,,
CHIL-KID,2118G - GROWING UP MILK PREMIUM >1000G,2118 - GROWING UP MILK PREMIUM,MILK & DIAPERS,1.0,,,0.5,,,1.0,,,332000.0,,,332000.0,,,1.0,,
ENFAGROW,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.14,1.0,-0.1228,10.5,1.0,-0.9048,2.1,1.0,-0.5238,240676.0,216633.0,-0.0999,505420.0,216633.0,-0.5714,10.0,3.0,-0.7
MORIGRO,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,,,0.5,,,1.0,,,83000.0,,,83000.0,,,1.0,,
NUTRILON,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.09,1.04,-0.0459,29.0,16.33,-0.4369,2.42,1.75,-0.2769,116053.0,112931.0,-0.0269,280848.0,197629.0,-0.2963,24.0,28.0,0.1667
PEDIASURE,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.33,1.0,-0.2481,3.0,4.33,0.4433,1.0,1.0,0.0,136800.0,121192.0,-0.1141,136800.0,121192.0,-0.1141,6.0,13.0,1.1667
S-26,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.16,1.13,-0.0259,43.0,20.33,-0.5272,1.91,2.1,0.0995,148360.0,137838.0,-0.0709,283368.0,289460.0,0.0215,45.0,29.0,-0.3556
CHIL-KID,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,7.0,3.67,-0.4757,1.4,2.2,0.5714,158714.0,158591.0,-0.0008,222200.0,348900.0,0.5702,10.0,5.0,-0.5
PEDIASURE,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,16.0,11.0,-0.3125,1.45,1.65,0.1379,192297.0,195406.0,0.0162,278831.0,322420.0,0.1563,22.0,20.0,-0.0909
S-26,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.15,1.0,-0.1304,6.5,2.33,-0.6415,1.44,1.4,-0.0278,184423.0,159871.0,-0.1331,265569.0,223819.0,-0.1572,9.0,5.0,-0.4444
CHIL-KID,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.08,0.08,8.5,4.33,-0.4906,2.12,2.17,0.0236,302124.0,325300.0,0.0767,640503.0,705901.0,0.1021,8.0,6.0,-0.25
ENFAGROW,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.18,1.25,0.0593,5.5,2.67,-0.5145,1.83,2.0,0.0929,544582.0,537825.0,-0.0124,996585.0,1075650.0,0.0793,6.0,4.0,-0.3333
MORIGRO,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.0,0.0,4.0,3.33,-0.1675,1.33,2.5,0.8797,303900.0,303930.0,0.0001,404187.0,759825.0,0.8799,6.0,4.0,-0.3333
NUTRILON,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.36,1.24,-0.0882,38.0,16.33,-0.5703,2.81,2.58,-0.0819,290824.0,268310.0,-0.0774,817215.0,692240.0,-0.1529,27.0,19.0,-0.2963
PEDIASURE,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.06,1.09,0.0283,16.5,7.67,-0.5352,1.65,1.64,-0.0061,396067.0,406235.0,0.0257,653511.0,666225.0,0.0195,20.0,14.0,-0.3
S-26,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.0,1.12,0.12,6.5,5.33,-0.18,1.08,2.0,0.8519,349208.0,391325.0,0.1206,377145.0,782650.0,1.0752,12.0,8.0,-0.3333
NUTRILON,2119D - GROWING UP MILK SUPER PREMIUM >1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.4,,,2.5,,,1.67,,,612080.0,,,1022174.0,,,3.0,,
S-26,2119D - GROWING UP MILK SUPER PREMIUM >1000G,2119 - GROWING UP MILK SUPER PREMIUM,MILK & DIAPERS,1.14,,,3.5,,,1.4,,,422571.0,,,591599.0,,,5.0,,
CERELAC,2121A - BABY CEREAL BOX 100G,2121 - BABY CEREAL,MILK & DIAPERS,1.0,,,0.5,,,1.0,,,23900.0,,,23900.0,,,1.0,,
PROMINA,2121A - BABY CEREAL BOX 100G,2121 - BABY CEREAL,MILK & DIAPERS,1.34,1.4,0.0448,66.0,35.67,-0.4595,1.53,1.73,0.1307,27045.0,28083.0,0.0384,41379.0,48584.0,0.1741,86.0,62.0,-0.2791
CERELAC,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.44,1.2,-0.1667,66.0,23.67,-0.6414,1.45,1.48,0.0207,20727.0,17063.0,-0.1768,30054.0,25253.0,-0.1597,91.0,48.0,-0.4725
MILNA,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.19,1.08,-0.0924,24.0,21.0,-0.125,1.23,1.4,0.1382,25456.0,25389.0,-0.0026,31311.0,35545.0,0.1352,39.0,45.0,0.1538
PROMINA,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.13,1.09,-0.0354,31.0,11.0,-0.6452,1.44,1.03,-0.2847,19845.0,19994.0,0.0075,28577.0,20594.0,-0.2794,43.0,32.0,-0.2558
SUN,2121B - BABY CEREAL BOX 120G,2121 - BABY CEREAL,MILK & DIAPERS,1.88,1.16,-0.383,24.0,14.33,-0.4029,1.33,1.39,0.0451,20023.0,13135.0,-0.344,26631.0,18258.0,-0.3144,36.0,31.0,-0.1389
GROUU,2121C - BABY CEREAL BAG,2121 - BABY CEREAL,MILK & DIAPERS,2.0,,,0.5,,,1.0,,,62600.0,,,62600.0,,,1.0,,
SUN,2121C - BABY CEREAL BAG,2121 - BABY CEREAL,MILK & DIAPERS,1.55,1.54,-0.0065,50.5,34.67,-0.3135,1.31,1.41,0.0763,13347.0,13680.0,0.0249,17485.0,19289.0,0.1032,77.0,74.0,-0.039
ALAMII,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,3.5,,,1.0,,,1.0,,,57750.0,,,57750.0,,,2.0,,
MILNA,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.17,1.09,-0.0684,31.5,15.0,-0.5238,1.15,1.07,-0.0696,21656.0,20793.0,-0.0399,24904.0,22249.0,-0.1066,55.0,42.0,-0.2364
MONDE,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.0,,,0.5,,,1.0,,,8900.0,,,8900.0,,,1.0,,
PROMINA,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.04,1.11,0.0673,24.5,12.67,-0.4829,1.29,1.12,-0.1318,19473.0,20613.0,0.0585,25120.0,23087.0,-0.0809,38.0,34.0,-0.1053
SUN,2122A - BABY BISCUIT,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.18,1.07,-0.0932,60.0,23.67,-0.6055,1.29,1.2,-0.0698,12996.0,12230.0,-0.0589,16765.0,14676.0,-0.1246,93.0,59.0,-0.3656
ALAMII,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.37,1.27,-0.073,103.0,34.67,-0.6634,1.35,1.22,-0.0963,13790.0,12737.0,-0.0764,18616.0,15539.0,-0.1653,153.0,85.0,-0.4444
BUMBU BUNDA,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.0,,,0.5,,,1.0,,,67100.0,,,67100.0,,,1.0,,
GRANDVILLE,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.5,,,1.0,,,1.0,,,50000.0,,,50000.0,,,2.0,,
GROUU,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.12,,,4.0,,,1.14,,,33488.0,,,38176.0,,,7.0,,
LITTLE JOY,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.5,,,1.0,,,1.0,,,110150.0,,,110150.0,,,2.0,,
MILNA,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.4,1.48,0.0571,133.5,74.67,-0.4407,1.33,1.38,0.0376,12673.0,13618.0,0.0746,16855.0,18793.0,0.115,201.0,162.0,-0.194
OMO,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.5,,,1.0,,,1.0,,,15500.0,,,15500.0,,,2.0,,
POIPOI,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.0,,,0.5,,,1.0,,,40800.0,,,40800.0,,,1.0,,
PROMINA,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,2.0,1.69,-0.155,580.0,272.33,-0.5305,1.6,1.49,-0.0688,19367.0,16152.0,-0.166,30987.0,24066.0,-0.2234,723.0,547.0,-0.2434
PUREATS,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.0,,,0.5,,,1.0,,,34700.0,,,34700.0,,,1.0,,
YUMMY BITES,2122B - BABY SNACK,2122 - BABY BISCUIT & SNACK,MILK & DIAPERS,1.13,1.04,-0.0796,43.0,30.67,-0.2867,1.18,1.15,-0.0254,21423.0,19533.0,-0.0882,25279.0,22463.0,-0.1114,73.0,80.0,0.0959
