BRAND,SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
NISSIN,2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.73,,,11.0,,,1.0,,,12477.0,,,12477.0,,,22.0,,
OOPS,2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,2.0,,,1.0,,,1.0,,,19000.0,,,19000.0,,,2.0,,
PAROTI,2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.27,1.25,-0.0157,366.5,166.67,-0.5452,1.19,1.14,-0.042,7102.0,7254.0,0.0214,8451.0,8270.0,-0.0214,614.0,437.0,-0.2883
RITZ,2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.16,,,9.5,,,1.12,,,8684.0,,,9726.0,,,17.0,,
ROMA,2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.2,1.17,-0.025,659.5,236.67,-0.6411,1.2,1.17,-0.025,12167.0,11783.0,-0.0316,14600.0,13786.0,-0.0558,1099.0,608.0,-0.4468
TANGO,2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,,1.54,,,41.67,,,1.08,,,13670.0,,,14764.0,,,116.0,
WIN-WIN,2223C - CRACKER BISCUIT 100-180G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.0,,,0.5,,,1.0,,,18400.0,,,18400.0,,,1.0,,
HATARI,2223D - CRACKER BISCUIT 200-260G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.2,1.2,0.0,355.0,94.67,-0.7333,1.23,1.14,-0.0732,12242.0,12339.0,0.0079,15058.0,14066.0,-0.0659,576.0,249.0,-0.5677
KHONG GUAN,2223D - CRACKER BISCUIT 200-260G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.04,1.06,0.0192,202.0,91.0,-0.5495,1.11,1.17,0.0541,13251.0,14173.0,0.0696,14709.0,16582.0,0.1273,364.0,234.0,-0.3571
NISSIN,2223D - CRACKER BISCUIT 200-260G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.07,1.06,-0.0093,408.5,169.33,-0.5855,1.15,1.13,-0.0174,13469.0,13439.0,-0.0022,15489.0,15186.0,-0.0196,713.0,448.0,-0.3717
SERENA,2223D - CRACKER BISCUIT 200-260G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.29,,,3.5,,,1.0,,,20857.0,,,20857.0,,,7.0,,
UNIBIS,2223D - CRACKER BISCUIT 200-260G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.14,1.14,0.0,46.0,42.33,-0.0798,1.16,1.14,-0.0172,12262.0,12531.0,0.0219,14224.0,14285.0,0.0043,79.0,111.0,0.4051
KHONG GUAN,2223E - CRACKER BISCUIT 300-400G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.15,1.06,-0.0783,96.5,53.33,-0.4474,1.28,1.22,-0.0469,21462.0,20985.0,-0.0222,27471.0,25602.0,-0.068,151.0,131.0,-0.1325
RITZ,2223E - CRACKER BISCUIT 300-400G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.18,,,8.5,,,1.0,,,22524.0,,,22524.0,,,17.0,,
UBM,2223E - CRACKER BISCUIT 300-400G,2223 - CRACKER BISCUIT,BISC & CONFECTIONARY,1.15,1.24,0.0783,97.0,92.67,-0.0446,1.18,1.17,-0.0085,18911.0,19856.0,0.05,22315.0,23232.0,0.0411,164.0,237.0,0.4451
REGAL,2224A - MARIE BISCUIT 30-85G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,,1.08,,,16.0,,,1.02,,,13733.0,,,14008.0,,,47.0,
ASIA,2224B - MARIE BISCUIT 100-190G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,1.25,1.18,-0.056,260.0,102.33,-0.6064,1.23,1.24,0.0081,11544.0,11177.0,-0.0318,14199.0,13859.0,-0.0239,423.0,247.0,-0.4161
REGAL,2224B - MARIE BISCUIT 100-190G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,1.07,1.08,0.0093,341.0,149.67,-0.5611,1.11,1.1,-0.009,14621.0,14834.0,0.0146,16229.0,16317.0,0.0054,612.0,407.0,-0.335
ROMA,2224B - MARIE BISCUIT 100-190G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,1.17,1.12,-0.0427,355.5,202.33,-0.4309,1.15,1.23,0.0696,12049.0,11854.0,-0.0162,13856.0,14580.0,0.0523,617.0,493.0,-0.201
REGAL,2224C - MARIE BISCUIT 200-250G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,1.15,1.16,0.0087,204.0,80.67,-0.6046,1.15,1.14,-0.0087,30523.0,30943.0,0.0138,35101.0,35275.0,0.005,354.0,212.0,-0.4011
ROMA,2224C - MARIE BISCUIT 200-250G,2224 - MARIE BISCUIT,BISC & CONFECTIONARY,1.14,1.05,-0.0789,40.5,19.33,-0.5227,1.11,1.18,0.0631,27506.0,25553.0,-0.071,30532.0,30153.0,-0.0124,73.0,49.0,-0.3288
KARTIKA TOAST,2225A - PIE BISCUIT 32-110G,2225 - PIE BISCUIT,BISC & CONFECTIONARY,1.02,1.07,0.049,20.5,9.0,-0.561,1.05,1.04,-0.0095,15366.0,16063.0,0.0454,16134.0,16706.0,0.0355,39.0,26.0,-0.3333
MONDE,2225A - PIE BISCUIT 32-110G,2225 - PIE BISCUIT,BISC & CONFECTIONARY,1.07,1.11,0.0374,81.0,27.33,-0.6626,1.11,1.11,0.0,14062.0,15224.0,0.0826,15609.0,16899.0,0.0826,146.0,74.0,-0.4932
MONDE,2225B - PIE BISCUIT 150-200G,2225 - PIE BISCUIT,BISC & CONFECTIONARY,1.04,1.05,0.0096,82.5,26.33,-0.6808,1.08,1.07,-0.0093,12148.0,13032.0,0.0728,13120.0,13944.0,0.0628,153.0,74.0,-0.5163
NYAM-NYAM,2226A - SANDWICH BISCUIT 10-49G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.19,1.08,-0.0924,104.0,68.67,-0.3397,1.13,1.14,0.0088,10238.0,9743.0,-0.0483,11569.0,11107.0,-0.0399,184.0,181.0,-0.0163
BISKIES,2226B - SANDWICH BISCUIT 50-99G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.26,1.14,-0.0952,568.0,213.67,-0.6238,1.16,1.2,0.0345,11081.0,9992.0,-0.0983,12854.0,11990.0,-0.0672,981.0,536.0,-0.4536
DILAN,2226B - SANDWICH BISCUIT 50-99G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.18,1.09,-0.0763,38.5,29.67,-0.2294,1.12,1.05,-0.0625,9539.0,9190.0,-0.0366,10684.0,9650.0,-0.0968,69.0,85.0,0.2319
JGT,2226B - SANDWICH BISCUIT 50-99G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.25,,,2.0,,,1.0,,,19400.0,,,19400.0,,,4.0,,
MILO,2226B - SANDWICH BISCUIT 50-99G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,,1.05,,,50.67,,,1.06,,,12111.0,,,12838.0,,,144.0,
MUNCHY'S,2226B - SANDWICH BISCUIT 50-99G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.2,2.18,0.8167,158.0,50.67,-0.6793,1.14,1.07,-0.0614,11897.0,21642.0,0.8191,13563.0,23157.0,0.7074,278.0,142.0,-0.4892
OREO,2226B - SANDWICH BISCUIT 50-99G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.25,1.23,-0.016,253.5,198.67,-0.2163,1.13,1.2,0.0619,12241.0,12174.0,-0.0055,13832.0,14609.0,0.0562,448.0,498.0,0.1116
BETTER,2226C - SANDWICH BISCUIT 100-150G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.09,1.07,-0.0183,350.5,156.0,-0.5549,1.17,1.16,-0.0085,13148.0,12898.0,-0.019,15383.0,14962.0,-0.0274,599.0,404.0,-0.3255
BISKIES,2226C - SANDWICH BISCUIT 100-150G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.19,1.11,-0.0672,71.0,36.0,-0.493,1.11,1.09,-0.018,11803.0,11069.0,-0.0622,13101.0,12065.0,-0.0791,128.0,99.0,-0.2266
BISKUAT,2226C - SANDWICH BISCUIT 100-150G,2226 - SANDWICH BISCUIT,BISC & CONFECTIONARY,1.22,1.14,-0.0656,128.5,9.67,-0.9247,1.1,1.04,-0.0545,8322.0,7772.0,-0.0661,9154.0,8083.0,-0.117,233.0,28.0,-0.8798
