SUBCATEGORY,CATEGORY,SECTION,AVG_QTY_STRUK_MONTH_BEFORE,AVG_QTY_STRUK_MONTH_AFTER,AVG_QTY_STRUK_MONTH_GROWTH,AVG_STRUK_MONTH_BEFORE,AVG_STRUK_MONTH_AFTER,AVG_STRUK_MONTH_GROWTH,PURCHASE_FREQUENCY_BEFORE,PURCHASE_FREQUENCY_AFTER,PURCHASE_FREQUENCY_GROWTH,SPT_BEFORE,SPT_AFTER,SPT_GROWTH,SPB_BEFORE,SPB_AFTER,SPB_GROWTH,BUYER_COUNT_BEFORE,BUYER_COUNT_AFTER,BUYER_COUNT_GROWTH
1151C - JUICE TETRAPACK 200ML,1151 - RTD JUICE,CHILLER,1.64,1.4,-0.1463,42.5,8.33,-0.804,1.1,1.04,-0.0545,13854.0,11900.0,-0.141,15239.0,12376.0,-0.1879,77.0,24.0,-0.6883
1151D - JUICE TETRAPACK 240-250ML,1151 - RTD JUICE,CHILLER,1.7,1.53,-0.1,306.5,228.0,-0.2561,1.24,1.19,-0.0403,13152.0,12502.0,-0.0494,16308.0,14877.0,-0.0877,495.0,575.0,0.1616
1151E - JUICE TETRAPACK 750-1200ML,1151 - RTD JUICE,CHILLER,1.06,1.05,-0.0094,733.0,25.33,-0.9654,1.59,1.04,-0.3459,16033.0,22830.0,0.4239,25492.0,23743.0,-0.0686,924.0,73.0,-0.921
1151F - JUICE PET 200-450ML,1151 - RTD JUICE,CHILLER,1.15,1.33,0.1565,2875.0,306.0,-0.8936,1.78,1.22,-0.3146,7606.0,13742.0,0.8067,13539.0,16765.0,0.2383,3236.0,752.0,-0.7676
1151H - JUICE CAN 230-350ML,1151 - RTD JUICE,CHILLER,1.49,1.5,0.0067,66.0,66.33,0.005,1.32,1.14,-0.1364,16984.0,17831.0,0.0499,22419.0,20327.0,-0.0933,100.0,174.0,0.74
1154A - RTD TEA TETRAPACK 200-240ML,1154 - RTD TEA,CHILLER,2.85,2.22,-0.2211,191.5,94.0,-0.5091,1.21,1.22,0.0083,15131.0,7559.0,-0.5004,18309.0,9222.0,-0.4963,317.0,232.0,-0.2681
1154B - RTD TEA TETRAPACK 250-500ML,1154 - RTD TEA,CHILLER,2.49,3.73,0.498,361.5,268.0,-0.2586,1.19,1.33,0.1176,9502.0,12949.0,0.3628,11307.0,17222.0,0.5231,610.0,605.0,-0.0082
1154D - RTD TEA PET 250-420ML,1154 - RTD TEA,CHILLER,1.85,2.45,0.3243,2505.5,648.67,-0.7411,1.56,1.44,-0.0769,7022.0,9392.0,0.3375,10954.0,13524.0,0.2346,3206.0,1352.0,-0.5783
1154E - RTD TEA PET 450-500ML,1154 - RTD TEA,CHILLER,1.62,1.45,-0.1049,571.0,310.33,-0.4565,1.18,1.23,0.0424,11348.0,10793.0,-0.0489,13391.0,13275.0,-0.0087,967.0,756.0,-0.2182
1154G - RTD TEA CAN,1154 - RTD TEA,CHILLER,1.8,1.13,-0.3722,10.0,13.0,0.3,1.05,1.05,0.0,16535.0,10033.0,-0.3932,17362.0,10535.0,-0.3932,19.0,37.0,0.9474
1154I - RTD TEA CARTON,1154 - RTD TEA,CHILLER,1.21,,,12.0,,,2.0,,,108812.0,,,217624.0,,,12.0,,
1154J - RTD TEA PET >=1000ML,1154 - RTD TEA,CHILLER,1.17,1.06,-0.094,144.0,68.67,-0.5231,1.19,1.13,-0.0504,17823.0,14789.0,-0.1702,21209.0,16712.0,-0.212,242.0,183.0,-0.2438
1154K - RTD MILK TEA PET,1154 - RTD TEA,CHILLER,1.79,2.06,0.1508,297.0,131.33,-0.5578,1.26,1.22,-0.0317,15563.0,18542.0,0.1914,19609.0,22621.0,0.1536,470.0,322.0,-0.3149
1154L - RTD TEA LESS SUGAR,1154 - RTD TEA,CHILLER,2.0,1.41,-0.295,272.0,106.33,-0.6091,1.3,1.17,-0.1,8244.0,6786.0,-0.1769,10717.0,7940.0,-0.2591,418.0,272.0,-0.3493
1156A - RTD COFFEE TETRAPACK,1156 - RTD COFFEE,CHILLER,1.35,1.53,0.1333,178.0,64.67,-0.6367,1.26,1.35,0.0714,10053.0,11051.0,0.0993,12667.0,14919.0,0.1778,282.0,144.0,-0.4894
"1156B - RTD COFFEE CAN, BOTTLE, PET",1156 - RTD COFFEE,CHILLER,1.57,1.68,0.0701,1657.0,1262.67,-0.238,1.43,1.52,0.0629,11086.0,12031.0,0.0852,15853.0,18287.0,0.1535,2313.0,2493.0,0.0778
1231C - TRADITIONAL DRINK TETRAPACK,1231 - TRADITIONAL DRINK,CHILLER,1.57,1.42,-0.0955,3.5,4.0,0.1429,1.0,1.0,0.0,15286.0,14942.0,-0.0225,15286.0,14942.0,-0.0225,7.0,12.0,0.7143
2022A - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,CHILLER,2.44,1.87,-0.2336,93.0,82.33,-0.1147,1.19,1.25,0.0504,23517.0,20232.0,-0.1397,27985.0,25290.0,-0.0963,156.0,198.0,0.2692
2023A - TETRAPAK LIQUID MILK 100-130ML,2023 - TETRAPACK LIQUID MILK,CHILLER,2.89,2.63,-0.09,1806.0,1026.0,-0.4319,1.62,1.63,0.0062,12069.0,10163.0,-0.1579,19552.0,16566.0,-0.1527,2229.0,1887.0,-0.1534
2023B - TETRAPAK LIQUID MILK 160-200ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.73,1.55,-0.104,1282.5,761.67,-0.4061,1.35,1.36,0.0074,11511.0,9978.0,-0.1332,15540.0,13570.0,-0.1268,1901.0,1681.0,-0.1157
2023C - TETRAPAK LIQUID MILK 220-250ML,2023 - TETRAPACK LIQUID MILK,CHILLER,1.77,1.46,-0.1751,2244.0,1179.67,-0.4743,1.39,1.42,0.0216,13240.0,11063.0,-0.1644,18404.0,15709.0,-0.1464,3240.0,2490.0,-0.2315
2023F - TETRAPAK LIQUID MILK CARTON,2023 - TETRAPACK LIQUID MILK,CHILLER,1.2,,,363.5,,,1.5,,,149775.0,,,224662.0,,,485.0,,
2024A - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,2.6,2.32,-0.1077,1300.0,702.0,-0.46,1.36,1.41,0.0368,29157.0,25240.0,-0.1343,39654.0,35588.0,-0.1025,1908.0,1497.0,-0.2154
2024C - BOTTLE LIQUID MILK 160-310ML,2024 - BOTTLE - CAN LIQUID MILK,CHILLER,1.54,2.11,0.3701,557.5,553.33,-0.0075,1.27,1.31,0.0315,10308.0,12665.0,0.2287,13091.0,16591.0,0.2674,875.0,1271.0,0.4526
2025A - PLANT BASED MILK 190-350ML,2025 - PLANT BASED LIQUID MILK,CHILLER,1.67,1.46,-0.1257,667.0,314.33,-0.5287,1.34,1.38,0.0299,15185.0,13162.0,-0.1332,20348.0,18164.0,-0.1073,996.0,683.0,-0.3143
2025B - PLANT BASED MILK 1L,2025 - PLANT BASED LIQUID MILK,CHILLER,1.17,1.08,-0.0769,11.5,19.67,0.7104,1.15,1.34,0.1652,43522.0,33912.0,-0.2208,50050.0,45442.0,-0.0921,20.0,44.0,1.2
6211B - FRESH MILK TETRAPACK 125-200ML,6211 - FRESH MILK,CHILLER,1.36,1.37,0.0074,22.5,17.33,-0.2298,1.07,1.13,0.0561,16944.0,17067.0,0.0073,18130.0,19286.0,0.0638,42.0,46.0,0.0952
6211C - FRESH MILK TETRAPACK 1L,6211 - FRESH MILK,CHILLER,1.15,1.05,-0.087,20.0,6.67,-0.6665,1.38,1.43,0.0362,39200.0,36750.0,-0.0625,54096.0,52552.0,-0.0285,29.0,14.0,-0.5172
6212A - YOGHURT PACK,6212 - YOGHURT,CHILLER,1.33,1.28,-0.0376,877.0,268.33,-0.694,1.4,1.3,-0.0714,14340.0,14569.0,0.016,20076.0,18940.0,-0.0566,1252.0,618.0,-0.5064
6212B - YOGHURT LIQUID 70-80G,6212 - YOGHURT,CHILLER,3.43,2.54,-0.2595,731.5,379.67,-0.481,1.41,1.38,-0.0213,11707.0,8240.0,-0.2961,16507.0,11371.0,-0.3111,1036.0,828.0,-0.2008
6212C - YOGHURT LIQUID 100-330ML,6212 - YOGHURT,CHILLER,1.56,1.42,-0.0897,1123.0,695.67,-0.3805,1.29,1.38,0.0698,14715.0,13298.0,-0.0963,18982.0,18351.0,-0.0332,1741.0,1513.0,-0.131
6218A - PUDDING CUP 85-150ML,6218 - PUDDING,CHILLER,1.56,1.44,-0.0769,29.5,18.0,-0.3898,1.16,1.17,0.0086,10495.0,8624.0,-0.1783,12174.0,10090.0,-0.1712,51.0,46.0,-0.098
6218C - SOFT PUDDING,6218 - PUDDING,CHILLER,1.56,1.38,-0.1154,117.5,141.0,0.2,1.19,1.25,0.0504,11871.0,10337.0,-0.1292,14126.0,12921.0,-0.0853,198.0,339.0,0.7121
6226A - CHILLED MEAT BALLS,6226 - CHILLED MEAT BALLS,CHILLER,1.55,1.35,-0.129,523.0,315.0,-0.3977,1.27,1.26,-0.0079,13742.0,12302.0,-0.1048,17452.0,15501.0,-0.1118,821.0,749.0,-0.0877
6227A - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,CHILLER,1.8,1.75,-0.0278,2148.5,1347.67,-0.3727,1.37,1.46,0.0657,16239.0,15650.0,-0.0363,22247.0,22849.0,0.0271,3147.0,2768.0,-0.1204
6234A - FROZEN SEAFOOD,6234 - FROZEN SEAFOOD,CHILLER,1.09,1.11,0.0183,17.5,9.0,-0.4857,1.03,1.04,0.0097,29777.0,30411.0,0.0213,30670.0,31627.0,0.0312,34.0,26.0,-0.2353
6521G - LOKAL FRUIT BANANA,6521 - LOCAL FRUIT,CHILLER,1.53,2.2,0.4379,8.5,3.33,-0.6082,1.13,1.11,-0.0177,9176.0,13200.0,0.4385,10369.0,14652.0,0.4131,15.0,9.0,-0.4
6524A - SEASONAL FRUIT,6524 - SEASONAL FRUIT,CHILLER,1.19,1.0,-0.1597,8.0,10.67,0.3338,1.07,1.07,0.0,32444.0,31619.0,-0.0254,34715.0,33832.0,-0.0254,15.0,30.0,1.0
6223A - READY TO COOK,6223 - READY TO COOK,FREEZER NUGGET,1.0,1.11,0.11,7.0,3.0,-0.5714,1.08,1.0,-0.0741,39700.0,44111.0,0.1111,42876.0,44111.0,0.0288,13.0,9.0,-0.3077
6231A - READY TO COOK BAG 130-300G,6231 - CHICKEN NUGGET,FREEZER NUGGET,1.06,1.09,0.0283,187.5,54.67,-0.7084,1.13,1.09,-0.0354,28495.0,29082.0,0.0206,32199.0,31699.0,-0.0155,331.0,151.0,-0.5438
6231B - READY TO COOK BAG 400-500G,6231 - CHICKEN NUGGET,FREEZER NUGGET,1.11,1.18,0.0631,827.5,289.67,-0.6499,1.24,1.22,-0.0161,58485.0,65292.0,0.1164,72521.0,79656.0,0.0984,1336.0,711.0,-0.4678
6232A - VEGETABLE,6232 - VEGETABLE,FREEZER NUGGET,1.05,1.02,-0.0286,133.0,42.67,-0.6792,1.11,1.17,0.0541,34545.0,31972.0,-0.0745,38345.0,37407.0,-0.0245,239.0,109.0,-0.5439
6711A - BEEF MEAT,6711 - BEEF MEAT,FREEZER NUGGET,1.0,,,0.5,,,1.0,,,37500.0,,,37500.0,,,1.0,,
6721A - BROILER,6721 - BROILER,FREEZER NUGGET,1.0,1.0,0.0,3.5,0.67,-0.8086,1.0,1.0,0.0,61929.0,61500.0,-0.0069,61929.0,61500.0,-0.0069,7.0,2.0,-0.7143
6241A - TAKE HOME 300-410ML,6241 - TAKE HOME ICE CREAM,ICE CREAM,1.11,1.11,0.0,664.0,262.0,-0.6054,1.14,1.15,0.0088,35207.0,35396.0,0.0054,40136.0,40705.0,0.0142,1165.0,686.0,-0.4112
6242A - IMPULSE CONE,6242 - IMPULSE ICE CREAM,ICE CREAM,2.24,1.68,-0.25,1656.5,641.33,-0.6128,1.22,1.18,-0.0328,18853.0,17527.0,-0.0703,23001.0,20682.0,-0.1008,2723.0,1633.0,-0.4003
6242B - IMPULSE STICK,6242 - IMPULSE ICE CREAM,ICE CREAM,2.42,1.93,-0.2025,6400.5,2851.33,-0.5545,1.47,1.43,-0.0272,18136.0,14540.0,-0.1983,26660.0,20792.0,-0.2201,8694.0,5975.0,-0.3127
6242C - IMPULSE CUP,6242 - IMPULSE ICE CREAM,ICE CREAM,2.0,1.65,-0.175,2900.0,1546.0,-0.4669,1.31,1.34,0.0229,12176.0,11338.0,-0.0688,15951.0,15193.0,-0.0475,4434.0,3467.0,-0.2181
3111A - ANALGESIC BOTTLE,3111 - ANALGESIC,MEDICINE & BABY CARE,1.0,1.08,0.08,23.0,20.33,-0.1161,1.1,1.07,-0.0273,26096.0,29767.0,0.1407,28706.0,31851.0,0.1096,42.0,57.0,0.3571
3111B - ANALGESIC STRIP,3111 - ANALGESIC,MEDICINE & BABY CARE,1.72,1.42,-0.1744,147.5,215.0,0.4576,1.27,1.25,-0.0157,10869.0,8220.0,-0.2437,13804.0,10275.0,-0.2557,233.0,516.0,1.2146
3112B - ANALGESIC & COLD REMEDIES STRIP,3112 - ANALGESIC & COLD REMEDIES,MEDICINE & BABY CARE,1.46,1.24,-0.1507,98.5,148.67,0.5093,1.19,1.13,-0.0504,7760.0,7372.0,-0.05,9234.0,8330.0,-0.0979,165.0,393.0,1.3818
3113A - ANTACIDS BOTTLE,3113 - ANTACIDS,MEDICINE & BABY CARE,1.71,1.54,-0.0994,17.0,18.67,0.0982,1.21,1.14,-0.0579,15694.0,15168.0,-0.0335,18990.0,17292.0,-0.0894,28.0,49.0,0.75
3113B - ANTACIDS STRIP,3113 - ANTACIDS,MEDICINE & BABY CARE,1.72,1.5,-0.1279,166.5,80.67,-0.5155,1.16,1.14,-0.0172,9156.0,10209.0,0.115,10621.0,11638.0,0.0958,287.0,213.0,-0.2578
3114B - KIDS COUGH BTL,3114 - KIDS COUGH MEDICINE,MEDICINE & BABY CARE,1.0,1.02,0.02,16.5,16.67,0.0103,1.0,1.19,0.19,21015.0,21632.0,0.0294,21015.0,25742.0,0.2249,33.0,42.0,0.2727
3115A - ADULT COUGH SYRUP 50-90ML,3115 - ADULT COUGH MEDICINE,MEDICINE & BABY CARE,1.12,1.1,-0.0179,200.0,115.0,-0.425,1.12,1.12,0.0,26241.0,27488.0,0.0475,29390.0,30787.0,0.0475,357.0,308.0,-0.1373
3115B - ADULT COUGH SYRUP 100-150ML,3115 - ADULT COUGH MEDICINE,MEDICINE & BABY CARE,1.01,1.06,0.0495,36.5,27.33,-0.2512,1.16,1.08,-0.069,30075.0,31079.0,0.0334,34887.0,33565.0,-0.0379,63.0,76.0,0.2063
3115C - ADULT COUGH STRIP,3115 - ADULT COUGH MEDICINE,MEDICINE & BABY CARE,1.29,1.27,-0.0155,12.0,16.0,0.3333,1.04,1.14,0.0962,4962.0,3858.0,-0.2225,5160.0,4398.0,-0.1477,23.0,42.0,0.8261
3115D - ADULT COUGH SAC,3115 - ADULT COUGH MEDICINE,MEDICINE & BABY CARE,2.39,1.58,-0.3389,71.0,40.67,-0.4272,1.08,1.1,0.0185,8330.0,6362.0,-0.2363,8996.0,6998.0,-0.2221,131.0,111.0,-0.1527
3116A - DIARRHEA,3116 - DIARRHEA & CONSTIPATION,MEDICINE & BABY CARE,1.07,1.02,-0.0467,66.0,20.33,-0.692,1.02,1.05,0.0294,14216.0,13451.0,-0.0538,14500.0,14124.0,-0.0259,130.0,58.0,-0.5538
3116B - CONSTIPATION,3116 - DIARRHEA & CONSTIPATION,MEDICINE & BABY CARE,1.86,1.44,-0.2258,80.5,33.0,-0.5901,1.24,1.16,-0.0645,22183.0,15924.0,-0.2822,27507.0,18472.0,-0.3285,130.0,85.0,-0.3462
3118A - ADULT SUPLEMENT STRONG,3118 - ADULT VITAMINS/SUPLEMENT,MEDICINE & BABY CARE,1.16,1.64,0.4138,15.5,4.67,-0.6987,1.29,1.75,0.3566,10913.0,15236.0,0.3961,14078.0,26663.0,0.8939,24.0,8.0,-0.6667
3118B - ADULT VITAMINS CALCIUM,3118 - ADULT VITAMINS/SUPLEMENT,MEDICINE & BABY CARE,1.15,1.1,-0.0435,77.0,24.0,-0.6883,1.13,1.2,0.0619,45688.0,35960.0,-0.2129,51627.0,43152.0,-0.1642,136.0,60.0,-0.5588
3118C - ADULT VITAMINS SKIN,3118 - ADULT VITAMINS/SUPLEMENT,MEDICINE & BABY CARE,1.04,1.09,0.0481,12.5,3.67,-0.7064,1.19,1.38,0.1597,34948.0,28009.0,-0.1986,41588.0,38652.0,-0.0706,21.0,8.0,-0.619
3118D - ADULT VITAMINS VIT-C,3118 - ADULT VITAMINS/SUPLEMENT,MEDICINE & BABY CARE,1.62,1.6,-0.0123,454.0,183.67,-0.5954,1.19,1.2,0.0084,18598.0,15625.0,-0.1599,22132.0,18750.0,-0.1528,763.0,460.0,-0.3971
3118E - ADULT SUPLEMENT ENERGY,3118 - ADULT VITAMINS/SUPLEMENT,MEDICINE & BABY CARE,1.21,1.15,-0.0496,84.5,53.33,-0.3689,1.18,1.13,-0.0424,20108.0,17629.0,-0.1233,23727.0,19921.0,-0.1604,143.0,141.0,-0.014
3118F - ADULT HEALTHY SUPLEMENT,3118 - ADULT VITAMINS/SUPLEMENT,MEDICINE & BABY CARE,1.07,1.08,0.0093,79.0,53.0,-0.3291,1.08,1.1,0.0185,25039.0,23418.0,-0.0647,27042.0,25760.0,-0.0474,146.0,144.0,-0.0137
3119A - ATHELMINTICS,3119 - ATHELMINTICS,MEDICINE & BABY CARE,1.07,1.15,0.0748,7.5,4.33,-0.4227,1.0,1.0,0.0,24747.0,27200.0,0.0991,24747.0,27200.0,0.0991,15.0,13.0,-0.1333
3121A - MEDICATED PLASTER,3121 - PLESTER,MEDICINE & BABY CARE,1.22,1.1,-0.0984,108.5,54.0,-0.5023,1.08,1.03,-0.0463,15975.0,13410.0,-0.1606,17253.0,13812.0,-0.1994,200.0,157.0,-0.215
3121B - FEVER PLESTER,3121 - PLESTER,MEDICINE & BABY CARE,2.28,2.08,-0.0877,248.0,84.67,-0.6586,1.12,1.08,-0.0357,25481.0,23987.0,-0.0586,28539.0,25906.0,-0.0923,442.0,236.0,-0.4661
3121C - KOYO PLESTER,3121 - PLESTER,MEDICINE & BABY CARE,1.2,1.2,0.0,351.5,151.0,-0.5704,1.08,1.11,0.0278,15167.0,15189.0,0.0015,16380.0,16860.0,0.0293,648.0,408.0,-0.3704
3123A - FIRST AID KIT ANTISEPTIC,3123 - ANTISEPTIC,MEDICINE & BABY CARE,1.35,1.0,-0.2593,24.5,11.33,-0.5376,1.02,1.1,0.0784,37680.0,31179.0,-0.1725,38434.0,34297.0,-0.1076,48.0,31.0,-0.3542
3123C - LOTION ANTISEPTIC,3123 - ANTISEPTIC,MEDICINE & BABY CARE,1.0,1.04,0.04,17.0,8.0,-0.5294,1.13,1.0,-0.115,21659.0,23312.0,0.0763,24475.0,23312.0,-0.0475,30.0,24.0,-0.2
3124A - EYE DROPS,3124 - EYE DROPS,MEDICINE & BABY CARE,1.0,1.0,0.0,14.5,29.67,1.0462,1.07,1.03,-0.0374,18686.0,19711.0,0.0549,19994.0,20302.0,0.0154,27.0,86.0,2.1852
"3125A - SALVE,BALM & CREAM","3125 - SALVE, BALM, CREAM & LIQ MEDICINE",MEDICINE & BABY CARE,1.09,1.08,-0.0092,216.5,110.67,-0.4888,1.06,1.08,0.0189,28301.0,24575.0,-0.1317,29999.0,26541.0,-0.1153,407.0,308.0,-0.2432
3127A - FUNGICIDES,3127 - FUNGICIDES,MEDICINE & BABY CARE,1.05,1.08,0.0286,20.5,16.0,-0.2195,1.0,1.17,0.17,17412.0,19254.0,0.1058,17412.0,22527.0,0.2938,41.0,41.0,0.0
3131A - TRADITIONAL & CHINESE 10-40ML,3131 - TRADITIONAL & CHINESE,MEDICINE & BABY CARE,1.82,1.72,-0.0549,637.0,348.33,-0.4532,1.19,1.21,0.0168,19875.0,17706.0,-0.1091,23651.0,21424.0,-0.0942,1067.0,865.0,-0.1893
3131B - TRADITIONAL & CHINESE 50-120ML,3131 - TRADITIONAL & CHINESE,MEDICINE & BABY CARE,1.1,1.18,0.0727,34.0,9.33,-0.7256,1.08,1.08,0.0,28157.0,31093.0,0.1043,30410.0,33580.0,0.1042,63.0,26.0,-0.5873
3131C - TRADITIONAL & CHINESE KAPLET,3131 - TRADITIONAL & CHINESE,MEDICINE & BABY CARE,2.16,1.5,-0.3056,21.5,9.33,-0.566,1.1,1.12,0.0182,11674.0,7696.0,-0.3408,12841.0,8620.0,-0.3287,39.0,25.0,-0.359
3131D - TRADITIONAL & CHINESE MASSAGE,3131 - TRADITIONAL & CHINESE,MEDICINE & BABY CARE,1.03,1.02,-0.0097,29.0,20.0,-0.3103,1.02,1.15,0.1275,22234.0,21328.0,-0.0407,22679.0,24527.0,0.0815,57.0,52.0,-0.0877
3131E - TRADITIONAL & CHINESE MINYAK ANGIN,3131 - TRADITIONAL & CHINESE,MEDICINE & BABY CARE,1.11,1.11,0.0,435.5,202.67,-0.5346,1.11,1.08,-0.027,20236.0,20199.0,-0.0018,22462.0,21815.0,-0.0288,784.0,565.0,-0.2793
3132A - TELON OIL 30-90ML,3132 - TELON OIL,MEDICINE & BABY CARE,1.1,1.02,-0.0727,449.0,221.67,-0.5063,1.14,1.13,-0.0088,23347.0,22663.0,-0.0293,26616.0,25609.0,-0.0378,790.0,591.0,-0.2519
3132B - TELON OIL 100-150ML,3132 - TELON OIL,MEDICINE & BABY CARE,1.08,1.05,-0.0278,274.0,89.0,-0.6752,1.14,1.12,-0.0175,42733.0,42145.0,-0.0138,48716.0,47202.0,-0.0311,479.0,238.0,-0.5031
3133B - CAJUPUTI OIL 10-60ML,3133 - CAJUPUTI OIL,MEDICINE & BABY CARE,1.11,1.26,0.1351,431.5,161.33,-0.6261,1.16,1.12,-0.0345,21762.0,26473.0,0.2165,25244.0,29650.0,0.1745,743.0,434.0,-0.4159
3133C - CAJUPUTI OIL 100-150ML,3133 - CAJUPUTI OIL,MEDICINE & BABY CARE,1.2,1.13,-0.0583,51.0,18.0,-0.6471,1.13,1.02,-0.0973,69043.0,63733.0,-0.0769,78019.0,65008.0,-0.1668,90.0,53.0,-0.4111
3141A - HONEY BOTTLE 100-400ML,3141 - HONEY,MEDICINE & BABY CARE,1.04,1.04,0.0,124.5,55.33,-0.5556,1.06,1.09,0.0283,31320.0,36367.0,0.1611,33199.0,39640.0,0.194,236.0,152.0,-0.3559
3141B - HONEY BOTTLE 650ML,3141 - HONEY,MEDICINE & BABY CARE,1.0,1.0,0.0,5.0,2.33,-0.534,1.0,1.0,0.0,82800.0,77900.0,-0.0592,82800.0,77900.0,-0.0592,10.0,7.0,-0.3
3141C - HONEY BOX,3141 - HONEY,MEDICINE & BABY CARE,1.04,1.03,-0.0096,25.0,10.67,-0.5732,1.19,1.07,-0.1008,13390.0,13484.0,0.007,15934.0,14428.0,-0.0945,42.0,30.0,-0.2857
3258B - TALCUM POWDER 60-100G,3258 - TALCUM POWDER,MEDICINE & BABY CARE,1.04,1.04,0.0,25.5,8.33,-0.6733,1.04,1.04,0.0,22641.0,23544.0,0.0399,23547.0,24486.0,0.0399,49.0,24.0,-0.5102
3313A - WET TISSUE,3313 - WET TISSUE,MEDICINE & BABY CARE,1.26,1.19,-0.0556,1571.5,590.67,-0.6241,1.35,1.26,-0.0667,18972.0,16978.0,-0.1051,25612.0,21392.0,-0.1648,2322.0,1402.0,-0.3962
3333A - BABY COTTON REF,3333 - BABY COTTON,MEDICINE & BABY CARE,1.17,1.15,-0.0171,340.5,177.67,-0.4782,1.06,1.09,0.0283,7555.0,7260.0,-0.039,8008.0,7913.0,-0.0119,645.0,488.0,-0.2434
3333B - BABY COTTON BUD POT,3333 - BABY COTTON,MEDICINE & BABY CARE,1.0,1.04,0.04,54.5,27.67,-0.4923,1.0,1.01,0.01,10232.0,10480.0,0.0242,10232.0,10585.0,0.0345,109.0,82.0,-0.2477
3334A - REGULER COTTON BUD REF,3334 - REGULER COTTON BUD,MEDICINE & BABY CARE,1.12,1.15,0.0268,307.0,174.33,-0.4321,1.06,1.07,0.0094,7242.0,7375.0,0.0184,7677.0,7891.0,0.0279,581.0,487.0,-0.1618
3334B - REGULER COTTON BUD POT,3334 - REGULER COTTON BUD,MEDICINE & BABY CARE,1.02,1.04,0.0196,66.5,46.0,-0.3083,1.0,1.02,0.02,13950.0,14243.0,0.021,13950.0,14528.0,0.0414,133.0,135.0,0.015
3411A - BABY SHAMPOO 50-100ML,3411 - BABY SHAMPOO,MEDICINE & BABY CARE,1.07,1.07,0.0,65.0,41.33,-0.3642,1.1,1.13,0.0273,16925.0,17304.0,0.0224,18618.0,19554.0,0.0503,118.0,110.0,-0.0678
3411B - BABY SHAMPOO 125-200ML,3411 - BABY SHAMPOO,MEDICINE & BABY CARE,1.0,,,0.5,,,1.0,,,22900.0,,,22900.0,,,1.0,,
3411C - BABY SHAMPOO 250-750ML,3411 - BABY SHAMPOO,MEDICINE & BABY CARE,1.67,,,1.5,,,1.0,,,49133.0,,,49133.0,,,3.0,,
3412A - BABY BAR SOAP,3412 - BABY BAR SOAP,MEDICINE & BABY CARE,1.39,1.55,0.1151,113.0,57.67,-0.4896,1.14,1.14,0.0,7549.0,7987.0,0.058,8606.0,9105.0,0.058,198.0,152.0,-0.2323
3413A - BABY COLOGNE 100-150ML,3413 - BABY COLOGNE,MEDICINE & BABY CARE,1.15,1.03,-0.1043,91.0,38.33,-0.5788,1.12,1.12,0.0,32031.0,29391.0,-0.0824,35875.0,32918.0,-0.0824,163.0,103.0,-0.3681
3414A - BABY TALCUM POWDER 75-200G,3414 - BABY TALCUM POWDER,MEDICINE & BABY CARE,1.1,1.04,-0.0545,145.5,79.0,-0.457,1.1,1.08,-0.0182,11979.0,10903.0,-0.0898,13177.0,11775.0,-0.1064,264.0,220.0,-0.1667
3414B - BABY TALCUM POWDER 300-350G,3414 - BABY TALCUM POWDER,MEDICINE & BABY CARE,1.24,1.02,-0.1774,50.5,19.0,-0.6238,1.05,1.04,-0.0095,21718.0,18568.0,-0.145,22804.0,19311.0,-0.1532,96.0,55.0,-0.4271
3415A - BABY LOTION,"3415 - BABY LOTION, OIL & CREAM",MEDICINE & BABY CARE,1.15,1.0,-0.1304,36.0,13.33,-0.6297,1.03,1.03,0.0,37039.0,21460.0,-0.4206,38150.0,22104.0,-0.4206,70.0,39.0,-0.4429
3415B - BABY OIL,"3415 - BABY LOTION, OIL & CREAM",MEDICINE & BABY CARE,1.05,1.0,-0.0476,61.5,38.67,-0.3712,1.02,1.03,0.0098,16643.0,17716.0,0.0645,16976.0,18247.0,0.0749,121.0,113.0,-0.0661
3415C - BABY CREAM,"3415 - BABY LOTION, OIL & CREAM",MEDICINE & BABY CARE,1.17,1.04,-0.1111,142.0,62.67,-0.5587,1.11,1.07,-0.036,27883.0,20190.0,-0.2759,30950.0,21603.0,-0.302,255.0,176.0,-0.3098
3415D - BABY HAIR LOTION,"3415 - BABY LOTION, OIL & CREAM",MEDICINE & BABY CARE,1.06,1.03,-0.0283,127.5,58.33,-0.5425,1.1,1.11,0.0091,28257.0,27222.0,-0.0366,31083.0,30216.0,-0.0279,232.0,158.0,-0.319
3416A - BABY LIQUID SOAP 100-300ML,3416 - BABY LIQUID SOAP,MEDICINE & BABY CARE,1.14,1.04,-0.0877,245.0,103.33,-0.5782,1.11,1.09,-0.018,33791.0,30815.0,-0.0881,37508.0,33588.0,-0.1045,440.0,284.0,-0.3545
3416B - BABY LIQUID SOAP 400-600ML,3416 - BABY LIQUID SOAP,MEDICINE & BABY CARE,1.16,1.08,-0.069,416.0,176.33,-0.5761,1.2,1.21,0.0083,35906.0,33695.0,-0.0616,43087.0,40771.0,-0.0538,692.0,439.0,-0.3656
