kd_store,section,kd_section,kd_variant,plano_group_final,category,brand,subcategory_a,subcategory_b,period_flag,trans_a,trans_a_pm,qty_a,trans_b,trans_b_pm,qty_b,trans_ab,trans_ab_pm,qty_ab
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,POCKY,2228C - STICK BISCUIT 36-50G,2228B - STICK BISCUIT 18-35G,BEFORE,104,52.00,132,21,10.50,22,3,1.50,4
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,BENG-BENG,2331B - ENROBED CHOCOLATE 20-45G,2331C - ENROBED CHOCOLATE >50G,BEFORE,18,9.00,28,19,9.50,20,2,1.00,5
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,BENG-BENG,2331C - ENROBED CHOCOLATE >50G,2331B - ENROBED CHOCOLATE 20-45G,BEFORE,19,9.50,20,18,9.00,28,2,1.00,2
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,CHA CHA,2333A - DRAGEES CHOCOLATE 10-29G,2333B - DRAGEES CHOCOLATE 30-49G,BEFORE,48,24.00,54,88,44.00,103,5,2.50,6
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,CHA CHA,2333B - DRAGEES CHOCOLATE 30-49G,2333A - DRAGEES CHOCOLATE 10-29G,BEFORE,88,44.00,103,48,24.00,54,5,2.50,6
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,MEG,1314A - CHEESE SLICE,1314B - CHEESE BLOCK,AFTER,6,2.00,6,3,1.00,3,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,MEG,1314B - CHEESE BLOCK,1314A - CHEESE SLICE,AFTER,3,1.00,3,6,2.00,6,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611B - SWEET BREAD,AFTER,167,55.67,175,31,10.33,41,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611C - SANDWICH BREAD,AFTER,167,55.67,175,49,16.33,78,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611C - SANDWICH BREAD,BEFORE,174,87.00,177,33,16.50,49,1,0.50,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,AFTER,167,55.67,175,117,39.00,140,2,0.67,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611A - WHITE BREAD,AFTER,31,10.33,41,167,55.67,175,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611C - SANDWICH BREAD,AFTER,31,10.33,41,49,16.33,78,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611C - SANDWICH BREAD,BEFORE,29,14.50,34,33,16.50,49,1,0.50,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,AFTER,31,10.33,41,117,39.00,140,1,0.33,3
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,BEFORE,29,14.50,34,84,42.00,100,4,2.00,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611A - WHITE BREAD,AFTER,49,16.33,78,167,55.67,175,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611A - WHITE BREAD,BEFORE,33,16.50,49,174,87.00,177,1,0.50,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611B - SWEET BREAD,AFTER,49,16.33,78,31,10.33,41,1,0.33,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611B - SWEET BREAD,BEFORE,33,16.50,49,29,14.50,34,1,0.50,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611D - PULL APART BREAD,AFTER,49,16.33,78,117,39.00,140,1,0.33,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611D - PULL APART BREAD,BEFORE,33,16.50,49,84,42.00,100,2,1.00,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611D - PULL APART BREAD,6611A - WHITE BREAD,AFTER,117,39.00,140,167,55.67,175,2,0.67,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611D - PULL APART BREAD,6611B - SWEET BREAD,AFTER,117,39.00,140,31,10.33,41,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611D - PULL APART BREAD,6611B - SWEET BREAD,BEFORE,84,42.00,100,29,14.50,34,4,2.00,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611D - PULL APART BREAD,6611C - SANDWICH BREAD,AFTER,117,39.00,140,49,16.33,78,1,0.33,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611D - PULL APART BREAD,6611C - SANDWICH BREAD,BEFORE,84,42.00,100,33,16.50,49,2,1.00,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,PAROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,AFTER,218,72.67,277,95,31.67,115,12,4.00,13
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,PAROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,BEFORE,204,102.00,245,91,45.50,112,13,6.50,17
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,PAROTI,6611D - PULL APART BREAD,6611B - SWEET BREAD,AFTER,95,31.67,115,218,72.67,277,12,4.00,15
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,PAROTI,6611D - PULL APART BREAD,6611B - SWEET BREAD,BEFORE,91,45.50,112,204,102.00,245,13,6.50,14
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611B - SWEET BREAD,AFTER,152,50.67,155,23,7.67,27,2,0.67,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611B - SWEET BREAD,BEFORE,178,89.00,179,43,21.50,47,1,0.50,1
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611C - SANDWICH BREAD,AFTER,152,50.67,155,194,64.67,258,4,1.33,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611C - SANDWICH BREAD,BEFORE,178,89.00,179,192,96.00,263,5,2.50,5
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,AFTER,152,50.67,155,218,72.67,248,6,2.00,7
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,BEFORE,178,89.00,179,232,116.00,253,9,4.50,9
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611A - WHITE BREAD,AFTER,23,7.67,27,152,50.67,155,2,0.67,3
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611A - WHITE BREAD,BEFORE,43,21.50,47,178,89.00,179,1,0.50,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611C - SANDWICH BREAD,AFTER,23,7.67,27,194,64.67,258,4,1.33,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611C - SANDWICH BREAD,BEFORE,43,21.50,47,192,96.00,263,4,2.00,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,AFTER,23,7.67,27,218,72.67,248,2,0.67,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,BEFORE,43,21.50,47,232,116.00,253,4,2.00,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611A - WHITE BREAD,AFTER,194,64.67,258,152,50.67,155,4,1.33,5
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611A - WHITE BREAD,BEFORE,192,96.00,263,178,89.00,179,5,2.50,5
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611B - SWEET BREAD,AFTER,194,64.67,258,23,7.67,27,4,1.33,5
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611B - SWEET BREAD,BEFORE,192,96.00,263,43,21.50,47,4,2.00,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611D - PULL APART BREAD,AFTER,194,64.67,258,218,72.67,248,6,2.00,6
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611C - SANDWICH BREAD,6611D - PULL APART BREAD,BEFORE,192,96.00,263,232,116.00,253,12,6.00,16
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611A - WHITE BREAD,AFTER,218,72.67,248,152,50.67,155,6,2.00,6
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611A - WHITE BREAD,BEFORE,232,116.00,253,178,89.00,179,9,4.50,9
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611B - SWEET BREAD,AFTER,218,72.67,248,23,7.67,27,2,0.67,2
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611B - SWEET BREAD,BEFORE,232,116.00,253,43,21.50,47,4,2.00,4
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611C - SANDWICH BREAD,AFTER,218,72.67,248,194,64.67,258,6,2.00,6
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611C - SANDWICH BREAD,BEFORE,232,116.00,253,192,96.00,263,12,6.00,13
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,MY ROTI,6612A - CAKE,6612B - STEAM CAKE,AFTER,13,4.33,13,20,6.67,25,3,1.00,3
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,MY ROTI,6612B - STEAM CAKE,6612A - CAKE,AFTER,20,6.67,25,13,4.33,13,3,1.00,3
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,GOOD DAY,1221C - 3 IN 1 INSTANT COFFEE MIX 5-8S,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,AFTER,15,5.00,17,18,6.00,18,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,GOOD DAY,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221C - 3 IN 1 INSTANT COFFEE MIX 5-8S,AFTER,18,6.00,18,15,5.00,17,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,TOP,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221F - 3 IN 1 INSTANT COFFEE MIX BAG,AFTER,9,3.00,9,8,2.67,8,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,TOP,1221F - 3 IN 1 INSTANT COFFEE MIX BAG,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,AFTER,8,2.67,8,9,3.00,9,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,SIMBA,1321B - CEREAL BAG,1321D - CEREAL BOX,AFTER,38,12.67,50,11,3.67,11,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,SIMBA,1321D - CEREAL BOX,1321B - CEREAL BAG,AFTER,11,3.67,11,38,12.67,50,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021A - SWEETENED CONDENSED MILK PACK,2021B - SWEETENED CONDENSED MILK POUCH,AFTER,8,2.67,9,338,112.67,745,1,0.33,2
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,FRISIAN FLAG,2021B - SWEETENED CONDENSED MILK POUCH,2021A - SWEETENED CONDENSED MILK PACK,AFTER,338,112.67,745,8,2.67,9,1,0.33,5
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021B - SWEETENED CONDENSED MILK POUCH,2021D - SWEETENED CONDENSED CREAMER CAN,AFTER,203,67.67,554,8,2.67,16,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021B - SWEETENED CONDENSED MILK POUCH,2021E - SWEETENED CONDENSED CREAMER PACK,AFTER,203,67.67,554,41,13.67,47,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021D - SWEETENED CONDENSED CREAMER CAN,2021B - SWEETENED CONDENSED MILK POUCH,AFTER,8,2.67,16,203,67.67,554,1,0.33,1
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,INDOMILK,2021E - SWEETENED CONDENSED CREAMER PACK,2021B - SWEETENED CONDENSED MILK POUCH,AFTER,41,13.67,47,203,67.67,554,1,0.33,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,1221 - INSTANT COFFEE MIX,GOOD DAY,1221C - 3 IN 1 INSTANT COFFEE MIX 5-8S,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,BEFORE,18,9.00,22,12,6.00,16,2,1.00,2
O320,BREAKFAST,BA,BAF,BEFORE_V1,1221 - INSTANT COFFEE MIX,GOOD DAY,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221C - 3 IN 1 INSTANT COFFEE MIX 5-8S,BEFORE,12,6.00,16,18,9.00,22,2,1.00,2
O320,BREAKFAST,BA,BAF,BEFORE_V1,1221 - INSTANT COFFEE MIX,TOP,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221F - 3 IN 1 INSTANT COFFEE MIX BAG,BEFORE,9,4.50,9,4,2.00,4,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,1221 - INSTANT COFFEE MIX,TOP,1221F - 3 IN 1 INSTANT COFFEE MIX BAG,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,BEFORE,4,2.00,4,9,4.50,9,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,1321 - CEREAL,QUAKER,1321B - CEREAL BAG,1321C - CEREAL SACHET,BEFORE,12,6.00,12,7,3.50,7,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,1321 - CEREAL,QUAKER,1321C - CEREAL SACHET,1321B - CEREAL BAG,BEFORE,7,3.50,7,12,6.00,12,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,1321 - CEREAL,SIMBA,1321B - CEREAL BAG,1321D - CEREAL BOX,BEFORE,39,19.50,55,11,5.50,11,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,1321 - CEREAL,SIMBA,1321D - CEREAL BOX,1321B - CEREAL BAG,BEFORE,11,5.50,11,39,19.50,55,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,2021 - SWEETENED CONDENSED MILK,CARNATION,2021A - SWEETENED CONDENSED MILK PACK,2021C - SWEETENED CONDENSED MILK CAN,BEFORE,29,14.50,38,3,1.50,3,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,2021 - SWEETENED CONDENSED MILK,CARNATION,2021C - SWEETENED CONDENSED MILK CAN,2021A - SWEETENED CONDENSED MILK PACK,BEFORE,3,1.50,3,29,14.50,38,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,2021 - SWEETENED CONDENSED MILK,CARNATION,2021C - SWEETENED CONDENSED MILK CAN,2021D - SWEETENED CONDENSED CREAMER CAN,BEFORE,3,1.50,3,2,1.00,2,1,0.50,1
O320,BREAKFAST,BA,BAF,BEFORE_V1,2021 - SWEETENED CONDENSED MILK,CARNATION,2021D - SWEETENED CONDENSED CREAMER CAN,2021C - SWEETENED CONDENSED MILK CAN,BEFORE,2,1.00,2,3,1.50,3,1,0.50,1
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,ALFAMART,1113C - MINERAL WATER PET 500-750ML,1113D - MINERAL WATER PET 1-1.5L,AFTER,156,52.00,210,121,40.33,143,2,0.67,2
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,ALFAMART,1113D - MINERAL WATER PET 1-1.5L,1113C - MINERAL WATER PET 500-750ML,AFTER,121,40.33,143,156,52.00,210,2,0.67,2
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,AQUA,1113C - MINERAL WATER PET 500-750ML,1113D - MINERAL WATER PET 1-1.5L,AFTER,173,57.67,326,59,19.67,94,2,0.67,7
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,AQUA,1113D - MINERAL WATER PET 1-1.5L,1113C - MINERAL WATER PET 500-750ML,AFTER,59,19.67,94,173,57.67,326,2,0.67,3
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,CRYSTALIN,1113C - MINERAL WATER PET 500-750ML,1113D - MINERAL WATER PET 1-1.5L,AFTER,101,33.67,136,17,5.67,24,1,0.33,2
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,CRYSTALIN,1113D - MINERAL WATER PET 1-1.5L,1113C - MINERAL WATER PET 500-750ML,AFTER,17,5.67,24,101,33.67,136,1,0.33,2
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,LE MINERALE,1113C - MINERAL WATER PET 500-750ML,1113D - MINERAL WATER PET 1-1.5L,AFTER,229,76.33,415,103,34.33,163,4,1.33,6
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,LE MINERALE,1113D - MINERAL WATER PET 1-1.5L,1113C - MINERAL WATER PET 500-750ML,AFTER,103,34.33,163,229,76.33,415,4,1.33,5
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,NESTLE,1113C - MINERAL WATER PET 500-750ML,1113D - MINERAL WATER PET 1-1.5L,AFTER,151,50.33,234,48,16.00,60,1,0.33,3
O320,CHILLER,AC,ACK,AFTER_V2,1113 - MINERAL WATER,NESTLE,1113D - MINERAL WATER PET 1-1.5L,1113C - MINERAL WATER PET 500-750ML,AFTER,48,16.00,60,151,50.33,234,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1114 - ISOTONIC DRINK,HYDRO COCO,1114A - ISOTONIC DRINK PET 100-250ML,1114C - ISOTONIC DRINK PET 450-500ML,AFTER,36,12.00,49,31,10.33,34,2,0.67,5
O320,CHILLER,AC,ACK,AFTER_V2,1114 - ISOTONIC DRINK,HYDRO COCO,1114C - ISOTONIC DRINK PET 450-500ML,1114A - ISOTONIC DRINK PET 100-250ML,AFTER,31,10.33,34,36,12.00,49,2,0.67,3
O320,CHILLER,AC,ACK,AFTER_V2,1114 - ISOTONIC DRINK,POCARI SWEAT,1114B - ISOTONIC DRINK PET 300-380ML,1114C - ISOTONIC DRINK PET 450-500ML,AFTER,40,13.33,44,96,32.00,111,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1114 - ISOTONIC DRINK,POCARI SWEAT,1114C - ISOTONIC DRINK PET 450-500ML,1114B - ISOTONIC DRINK PET 300-380ML,AFTER,96,32.00,111,40,13.33,44,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1114 - ISOTONIC DRINK,POCARI SWEAT,1114E - ISOTONIC DRINK PET 900ML-1.5L,1114F - ISOTONIC DRINK PET 2L,AFTER,21,7.00,21,12,4.00,14,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1114 - ISOTONIC DRINK,POCARI SWEAT,1114F - ISOTONIC DRINK PET 2L,1114E - ISOTONIC DRINK PET 900ML-1.5L,AFTER,12,4.00,14,21,7.00,21,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1115 - REMEDIES DRINK,ADEM SARI,1115A - REMEDIES DRINK CAN,1115C - REMEDIES DRINK PET 150-350ML,AFTER,37,12.33,50,32,10.67,36,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1115 - REMEDIES DRINK,ADEM SARI,1115C - REMEDIES DRINK PET 150-350ML,1115A - REMEDIES DRINK CAN,AFTER,32,10.67,36,37,12.33,50,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1115 - REMEDIES DRINK,BADAK,1115C - REMEDIES DRINK PET 150-350ML,1115D - REMEDIES DRINK PET 500-600ML,AFTER,21,7.00,42,28,9.33,33,3,1.00,3
O320,CHILLER,AC,ACK,AFTER_V2,1115 - REMEDIES DRINK,BADAK,1115D - REMEDIES DRINK PET 500-600ML,1115C - REMEDIES DRINK PET 150-350ML,AFTER,28,9.33,33,21,7.00,42,3,1.00,3
O320,CHILLER,AC,ACK,AFTER_V2,1115 - REMEDIES DRINK,KAKI TIGA,1115A - REMEDIES DRINK CAN,1115D - REMEDIES DRINK PET 500-600ML,AFTER,52,17.33,63,15,5.00,18,1,0.33,2
O320,CHILLER,AC,ACK,AFTER_V2,1115 - REMEDIES DRINK,KAKI TIGA,1115D - REMEDIES DRINK PET 500-600ML,1115A - REMEDIES DRINK CAN,AFTER,15,5.00,18,52,17.33,63,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,FRUIT TEA,1154D - RTD TEA PET 250-420ML,1154E - RTD TEA PET 450-500ML,AFTER,31,10.33,40,22,7.33,28,1,0.33,2
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,FRUIT TEA,1154E - RTD TEA PET 450-500ML,1154D - RTD TEA PET 250-420ML,AFTER,22,7.33,28,31,10.33,40,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,ICHITAN,1154D - RTD TEA PET 250-420ML,1154K - RTD MILK TEA PET,AFTER,11,3.67,11,41,13.67,54,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,ICHITAN,1154K - RTD MILK TEA PET,1154D - RTD TEA PET 250-420ML,AFTER,41,13.67,54,11,3.67,11,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,PUCUK HARUM,1154D - RTD TEA PET 250-420ML,1154L - RTD TEA LESS SUGAR,AFTER,82,27.33,171,21,7.00,25,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,PUCUK HARUM,1154L - RTD TEA LESS SUGAR,1154D - RTD TEA PET 250-420ML,AFTER,21,7.00,25,82,27.33,171,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,SOSRO,1154B - RTD TEA TETRAPACK 250-500ML,1154L - RTD TEA LESS SUGAR,AFTER,43,14.33,228,17,5.67,20,1,0.33,3
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,SOSRO,1154D - RTD TEA PET 250-420ML,1154L - RTD TEA LESS SUGAR,AFTER,8,2.67,12,17,5.67,20,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,SOSRO,1154L - RTD TEA LESS SUGAR,1154B - RTD TEA TETRAPACK 250-500ML,AFTER,17,5.67,20,43,14.33,228,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,SOSRO,1154L - RTD TEA LESS SUGAR,1154D - RTD TEA PET 250-420ML,AFTER,17,5.67,20,8,2.67,12,1,0.33,2
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,ULTRA,1154A - RTD TEA TETRAPACK 200-240ML,1154B - RTD TEA TETRAPACK 250-500ML,AFTER,20,6.67,24,9,3.00,10,1,0.33,1
O320,CHILLER,AC,ACK,AFTER_V2,1154 - RTD TEA,ULTRA,1154A - RTD TEA TETRAPACK 200-240ML,1154L - RTD TEA LESS SUGAR,AFTER,20,6.67,24,3,1.00,3,1,0.33,1
