kd_store,section,kd_section,kd_variant,plano_group_final,category,brand,subcategory_a,subcategory_b,period_flag,trans_a,trans_a_pm,qty_a,trans_b,trans_b_pm,qty_b,trans_ab,trans_ab_pm,qty_ab
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2411 - SKT (SIGARET KRETEK TANGAN),DJI SAM SOE,2411A - SKT (SIGARET KRETEK TANGAN) 10-12,2411B - SKT (SIGARET KRETEK TANGAN) 16-20,AFTER,64,21.33,73,7,2.33,7,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2411 - SKT (SIGARET KRETEK TANGAN),DJI SAM SOE,2411B - SKT (SIGARET KRETEK TANGAN) 16-20,2411A - SKT (SIGARET KRETEK TANGAN) 10-12,AFTER,7,2.33,7,64,21.33,73,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,ESSE,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,AFTER,1,0.33,3,11,3.67,22,1,0.33,3
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,ESSE,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,AFTER,11,3.67,22,1,0.33,3,1,0.33,2
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,ESSE,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,AFTER,11,3.67,22,27,9.00,32,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,ESSE,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,BEFORE,15,7.50,16,30,15.00,30,1,0.50,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,ESSE,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,AFTER,27,9.00,32,11,3.67,22,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,ESSE,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,BEFORE,30,15.00,30,15,7.50,16,1,0.50,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,EVO,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,AFTER,9,3.00,10,25,8.33,28,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,EVO,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,AFTER,25,8.33,28,9,3.00,10,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,SAMPOERNA,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,BEFORE,10,5.00,13,121,60.50,278,1,0.50,4
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,SAMPOERNA,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412A - SKM (SIGARET KRETEK MESIN) LTLN 12,BEFORE,121,60.50,278,10,5.00,13,1,0.50,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,SAMPOERNA,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,AFTER,106,35.33,136,4,1.33,5,2,0.67,2
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,SAMPOERNA,2412C - SKM (SIGARET KRETEK MESIN) LTLN 20,2412B - SKM (SIGARET KRETEK MESIN) LTLN 16,AFTER,4,1.33,5,106,35.33,136,2,0.67,2
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,GUDANG GARAM,2413A - SKM (SIGARET KRETEK MESIN) FF 12,2413B - SKM (SIGARET KRETEK MESIN) FF 16,AFTER,27,9.00,30,20,6.67,21,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2413 - SKM (SIGARET KRETEK MESIN) FF,GUDANG GARAM,2413B - SKM (SIGARET KRETEK MESIN) FF 16,2413A - SKM (SIGARET KRETEK MESIN) FF 12,AFTER,20,6.67,21,27,9.00,30,1,0.33,1
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,DJOY,2415A - DEVICE,2415C - LIQUID,BEFORE,2,1.00,2,20,10.00,24,2,1.00,2
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,DJOY,2415B - DISPOSABLE DEVICE,2415C - LIQUID,AFTER,7,2.33,9,17,5.67,31,3,1.00,5
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,DJOY,2415C - LIQUID,2415A - DEVICE,BEFORE,20,10.00,24,2,1.00,2,2,1.00,2
1ML5,BACKWALL,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2415 - SIGARET ELEKTRIK,DJOY,2415C - LIQUID,2415B - DISPOSABLE DEVICE,AFTER,17,5.67,31,7,2.33,9,3,1.00,8
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,AQUA,1119A - MINERAL WATER GALON 15-19L,1119C - GALON,BEFORE,780,390.00,1143,32,16.00,42,28,14.00,34
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,AQUA,1119C - GALON,1119A - MINERAL WATER GALON 15-19L,BEFORE,32,16.00,42,780,390.00,1143,28,14.00,29
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,LE MINERALE,1119A - MINERAL WATER GALON 15-19L,1119B - MINERAL WATER GALON 5-6L,BEFORE,209,104.50,284,78,39.00,86,6,3.00,6
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,LE MINERALE,1119B - MINERAL WATER GALON 5-6L,1119A - MINERAL WATER GALON 15-19L,BEFORE,78,39.00,86,209,104.50,284,6,3.00,6
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,VIT,1119A - MINERAL WATER GALON 15-19L,1119C - GALON,BEFORE,98,49.00,131,3,1.50,3,1,0.50,1
1ML5,BCTB (FLOOR),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1119 - MINERAL WATER GALON,VIT,1119C - GALON,1119A - MINERAL WATER GALON 15-19L,BEFORE,3,1.50,3,98,49.00,131,1,0.50,1
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023E - TETRAPAK LIQUID MILK PACKED,BEFORE,143,71.50,240,89,44.50,174,3,1.50,6
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023E - TETRAPAK LIQUID MILK PACKED,2023D - TETRAPAK LIQUID MILK 900-1000ML,BEFORE,89,44.50,174,143,71.50,240,3,1.50,3
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,INDOMILK,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023E - TETRAPAK LIQUID MILK PACKED,AFTER,27,9.00,32,19,6.33,19,1,0.33,2
1ML5,BEVERAGES,NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,2023 - TETRAPACK LIQUID MILK,INDOMILK,2023E - TETRAPAK LIQUID MILK PACKED,2023D - TETRAPAK LIQUID MILK 900-1000ML,AFTER,19,6.33,19,27,9.00,32,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,ROMA,2223B - CRACKER BISCUIT 35-99G,2223C - CRACKER BISCUIT 100-180G,AFTER,19,6.33,19,18,6.00,22,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2223 - CRACKER BISCUIT,ROMA,2223C - CRACKER BISCUIT 100-180G,2223B - CRACKER BISCUIT 35-99G,AFTER,18,6.00,22,19,6.33,19,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2224 - MARIE BISCUIT,REGAL,2224A - MARIE BISCUIT 30-85G,2224B - MARIE BISCUIT 100-190G,AFTER,4,1.33,4,15,5.00,15,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2224 - MARIE BISCUIT,REGAL,2224B - MARIE BISCUIT 100-190G,2224A - MARIE BISCUIT 30-85G,AFTER,15,5.00,15,4,1.33,4,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2225 - PIE BISCUIT,MONDE,2225A - PIE BISCUIT 32-110G,2225B - PIE BISCUIT 150-200G,AFTER,3,1.00,3,3,1.00,3,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2225 - PIE BISCUIT,MONDE,2225B - PIE BISCUIT 150-200G,2225A - PIE BISCUIT 32-110G,AFTER,3,1.00,3,3,1.00,3,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,ROMA,2226C - SANDWICH BISCUIT 100-150G,2226D - SANDWICH BISCUIT 160-229G,AFTER,29,9.67,33,22,7.33,25,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2226 - SANDWICH BISCUIT,ROMA,2226D - SANDWICH BISCUIT 160-229G,2226C - SANDWICH BISCUIT 100-150G,AFTER,22,7.33,25,29,9.67,33,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2227 - WAFER BISCUIT,RICHEESE,2227C - WAFER BISCUIT 45-95G,2227D - WAFER BISCUIT 100-145G,AFTER,7,2.33,8,57,19.00,81,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2227 - WAFER BISCUIT,RICHEESE,2227D - WAFER BISCUIT 100-145G,2227C - WAFER BISCUIT 45-95G,AFTER,57,19.00,81,7,2.33,8,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,ASTOR,2228C - STICK BISCUIT 36-50G,2228E - STICK BISCUIT 110-350G,AFTER,6,2.00,7,8,2.67,8,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,ASTOR,2228E - STICK BISCUIT 110-350G,2228C - STICK BISCUIT 36-50G,AFTER,8,2.67,8,6,2.00,7,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,NYAM-NYAM,2228B - STICK BISCUIT 18-35G,2228I - STICK BISCUIT CUP,AFTER,21,7.00,23,32,10.67,39,3,1.00,3
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,NYAM-NYAM,2228I - STICK BISCUIT CUP,2228B - STICK BISCUIT 18-35G,AFTER,32,10.67,39,21,7.00,23,3,1.00,3
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,POCKY,2228B - STICK BISCUIT 18-35G,2228C - STICK BISCUIT 36-50G,AFTER,30,10.00,34,122,40.67,141,7,2.33,8
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,POCKY,2228C - STICK BISCUIT 36-50G,2228B - STICK BISCUIT 18-35G,AFTER,122,40.67,141,30,10.00,34,7,2.33,8
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,POCKY,2228C - STICK BISCUIT 36-50G,2228E - STICK BISCUIT 110-350G,AFTER,122,40.67,141,5,1.67,6,1,0.33,2
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2228 - STICK BISCUIT,POCKY,2228E - STICK BISCUIT 110-350G,2228C - STICK BISCUIT 36-50G,AFTER,5,1.67,6,122,40.67,141,1,0.33,1
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2333 - DRAGEES CHOCOLATE,CHA CHA,2333A - DRAGEES CHOCOLATE 10-29G,2333B - DRAGEES CHOCOLATE 30-49G,AFTER,29,9.67,32,88,29.33,103,2,0.67,2
1ML5,BISC & CONFECTIONARY,DA,DAM,AFTER_V1,2333 - DRAGEES CHOCOLATE,CHA CHA,2333B - DRAGEES CHOCOLATE 30-49G,2333A - DRAGEES CHOCOLATE 10-29G,AFTER,88,29.33,103,29,9.67,32,2,0.67,2
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,NISSIN,2222C - COOKIES BISCUIT 61-100G,2222E - COOKIES BISCUIT 250-300G,BEFORE,73,36.50,87,8,4.00,8,1,0.50,2
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2222 - COOKIES BISCUIT,NISSIN,2222E - COOKIES BISCUIT 250-300G,2222C - COOKIES BISCUIT 61-100G,BEFORE,8,4.00,8,73,36.50,87,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,ROMA,2223B - CRACKER BISCUIT 35-99G,2223C - CRACKER BISCUIT 100-180G,BEFORE,49,24.50,62,84,42.00,112,8,4.00,15
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2223 - CRACKER BISCUIT,ROMA,2223C - CRACKER BISCUIT 100-180G,2223B - CRACKER BISCUIT 35-99G,BEFORE,84,42.00,112,49,24.50,62,8,4.00,10
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2225 - PIE BISCUIT,MONDE,2225A - PIE BISCUIT 32-110G,2225B - PIE BISCUIT 150-200G,BEFORE,12,6.00,13,13,6.50,14,1,0.50,2
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2225 - PIE BISCUIT,MONDE,2225B - PIE BISCUIT 150-200G,2225A - PIE BISCUIT 32-110G,BEFORE,13,6.50,14,12,6.00,13,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,BISKIES,2226B - SANDWICH BISCUIT 50-99G,2226C - SANDWICH BISCUIT 100-150G,BEFORE,39,19.50,43,11,5.50,12,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,BISKIES,2226C - SANDWICH BISCUIT 100-150G,2226B - SANDWICH BISCUIT 50-99G,BEFORE,11,5.50,12,39,19.50,43,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,OREO,2226B - SANDWICH BISCUIT 50-99G,2226C - SANDWICH BISCUIT 100-150G,BEFORE,23,11.50,27,139,69.50,184,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,OREO,2226C - SANDWICH BISCUIT 100-150G,2226B - SANDWICH BISCUIT 50-99G,BEFORE,139,69.50,184,23,11.50,27,1,0.50,3
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,ROMA,2226C - SANDWICH BISCUIT 100-150G,2226D - SANDWICH BISCUIT 160-229G,BEFORE,59,29.50,67,44,22.00,56,1,0.50,2
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2226 - SANDWICH BISCUIT,ROMA,2226D - SANDWICH BISCUIT 160-229G,2226C - SANDWICH BISCUIT 100-150G,BEFORE,44,22.00,56,59,29.50,67,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,RICHEESE,2227C - WAFER BISCUIT 45-95G,2227D - WAFER BISCUIT 100-145G,BEFORE,8,4.00,10,79,39.50,87,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,RICHEESE,2227D - WAFER BISCUIT 100-145G,2227C - WAFER BISCUIT 45-95G,BEFORE,79,39.50,87,8,4.00,10,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,TANGO,2227C - WAFER BISCUIT 45-95G,2227D - WAFER BISCUIT 100-145G,BEFORE,12,6.00,28,68,34.00,102,1,0.50,5
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2227 - WAFER BISCUIT,TANGO,2227D - WAFER BISCUIT 100-145G,2227C - WAFER BISCUIT 45-95G,BEFORE,68,34.00,102,12,6.00,28,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,NYAM-NYAM,2228B - STICK BISCUIT 18-35G,2228I - STICK BISCUIT CUP,BEFORE,17,8.50,31,53,26.50,93,5,2.50,10
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,NYAM-NYAM,2228I - STICK BISCUIT CUP,2228B - STICK BISCUIT 18-35G,BEFORE,53,26.50,93,17,8.50,31,5,2.50,30
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,POCKY,2228B - STICK BISCUIT 18-35G,2228C - STICK BISCUIT 36-50G,BEFORE,32,16.00,48,129,64.50,191,12,6.00,12
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2228 - STICK BISCUIT,POCKY,2228C - STICK BISCUIT 36-50G,2228B - STICK BISCUIT 18-35G,BEFORE,129,64.50,191,32,16.00,48,12,6.00,12
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2229 - SOFT CAKE,LOTTE,2229A - SOFT CAKE <90G,2229B - SOFT CAKE >90G,BEFORE,9,4.50,9,28,14.00,36,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2229 - SOFT CAKE,LOTTE,2229B - SOFT CAKE >90G,2229A - SOFT CAKE <90G,BEFORE,28,14.00,36,9,4.50,9,1,0.50,3
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,BENG-BENG,2331B - ENROBED CHOCOLATE 20-45G,2331C - ENROBED CHOCOLATE >50G,BEFORE,22,11.00,41,58,29.00,69,1,0.50,3
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,BENG-BENG,2331C - ENROBED CHOCOLATE >50G,2331B - ENROBED CHOCOLATE 20-45G,BEFORE,58,29.00,69,22,11.00,41,1,0.50,2
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,DELFI,2331B - ENROBED CHOCOLATE 20-45G,2331C - ENROBED CHOCOLATE >50G,BEFORE,17,8.50,30,27,13.50,34,1,0.50,2
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,DELFI,2331C - ENROBED CHOCOLATE >50G,2331B - ENROBED CHOCOLATE 20-45G,BEFORE,27,13.50,34,17,8.50,30,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,KIT KAT,2331A - ENROBED CHOCOLATE 9-19G,2331B - ENROBED CHOCOLATE 20-45G,BEFORE,6,3.00,14,11,5.50,18,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,KIT KAT,2331B - ENROBED CHOCOLATE 20-45G,2331A - ENROBED CHOCOLATE 9-19G,BEFORE,11,5.50,18,6,3.00,14,1,0.50,2
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,CHA CHA,2333A - DRAGEES CHOCOLATE 10-29G,2333B - DRAGEES CHOCOLATE 30-49G,BEFORE,25,12.50,30,56,28.00,71,1,0.50,1
1ML5,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,CHA CHA,2333B - DRAGEES CHOCOLATE 30-49G,2333A - DRAGEES CHOCOLATE 10-29G,BEFORE,56,28.00,71,25,12.50,30,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,EMINA,1314A - CHEESE SLICE,1314B - CHEESE BLOCK,BEFORE,33,16.50,36,24,12.00,31,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,EMINA,1314B - CHEESE BLOCK,1314A - CHEESE SLICE,BEFORE,24,12.00,31,33,16.50,36,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,MEG,1314A - CHEESE SLICE,1314B - CHEESE BLOCK,BEFORE,14,7.00,14,23,11.50,27,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,MEG,1314B - CHEESE BLOCK,1314A - CHEESE SLICE,BEFORE,23,11.50,27,14,7.00,14,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314A - CHEESE SLICE,1314B - CHEESE BLOCK,BEFORE,72,36.00,85,49,24.50,63,5,2.50,9
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314A - CHEESE SLICE,1314C - CHEESE SPREAD,BEFORE,72,36.00,85,60,30.00,95,7,3.50,8
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314B - CHEESE BLOCK,1314A - CHEESE SLICE,BEFORE,49,24.50,63,72,36.00,85,5,2.50,7
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314B - CHEESE BLOCK,1314C - CHEESE SPREAD,AFTER,16,5.33,31,20,6.67,23,1,0.33,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314B - CHEESE BLOCK,1314C - CHEESE SPREAD,BEFORE,49,24.50,63,60,30.00,95,3,1.50,4
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314C - CHEESE SPREAD,1314A - CHEESE SLICE,BEFORE,60,30.00,95,72,36.00,85,7,3.50,8
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314C - CHEESE SPREAD,1314B - CHEESE BLOCK,AFTER,20,6.67,23,16,5.33,31,1,0.33,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,PROCHIZ,1314C - CHEESE SPREAD,1314B - CHEESE BLOCK,BEFORE,60,30.00,95,49,24.50,63,3,1.50,3
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611B - SWEET BREAD,BEFORE,292,146.00,303,58,29.00,78,2,1.00,2
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611C - SANDWICH BREAD,BEFORE,292,146.00,303,29,14.50,33,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,AFTER,102,34.00,107,74,24.67,81,1,0.33,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,BEFORE,292,146.00,303,103,51.50,125,6,3.00,6
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611A - WHITE BREAD,BEFORE,58,29.00,78,292,146.00,303,2,1.00,2
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611C - SANDWICH BREAD,AFTER,28,9.33,36,33,11.00,51,1,0.33,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611C - SANDWICH BREAD,BEFORE,58,29.00,78,29,14.50,33,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,AFTER,28,9.33,36,74,24.67,81,3,1.00,3
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611B - SWEET BREAD,6611D - PULL APART BREAD,BEFORE,58,29.00,78,103,51.50,125,4,2.00,4
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611A - WHITE BREAD,BEFORE,29,14.50,33,292,146.00,303,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611B - SWEET BREAD,AFTER,33,11.00,51,28,9.33,36,1,0.33,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611B - SWEET BREAD,BEFORE,29,14.50,33,58,29.00,78,1,0.50,1
1ML5,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,MY ROTI,6611C - SANDWICH BREAD,6611D - PULL APART BREAD,AFTER,33,11.00,51,74,24.67,81,3,1.00,4
