kd_store,section,kd_section,kd_variant,plano_group_final,category_a,category_b,period_flag,trans_a,trans_a_pm,trans_b,trans_b_pm,trans_ab,support_ratio,total_transactions,avg_qty_a_when_pair,avg_qty_b_when_pair
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2223 - CRACKER BISCUIT,BEFORE,168,84.00,254,127.00,13,0.007259,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2224 - MARIE BISCUIT,BEFORE,168,84.00,70,35.00,1,0.000558,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2225 - PIE BISCUIT,BEFORE,168,84.00,16,8.00,1,0.000558,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2226 - SANDWICH BISCUIT,BEFORE,168,84.00,334,167.00,14,0.007817,1791,1.00,1.20
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2227 - WAFER BISCUIT,BEFORE,168,84.00,179,89.50,8,0.004467,1791,1.00,1.18
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2228 - STICK BISCUIT,BEFORE,168,84.00,267,133.50,7,0.003908,1791,1.00,1.63
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2229 - SOFT CAKE,BEFORE,168,84.00,28,14.00,2,0.001117,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2301 - JELLY & PUDDING,BEFORE,168,84.00,22,11.00,3,0.001675,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2324 - MARSHMALLOW,BEFORE,168,84.00,56,28.00,2,0.001117,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2331 - ENROBED CHOCOLATE,BEFORE,168,84.00,280,140.00,11,0.006142,1791,1.00,1.31
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2323 - BAG CANDY,2333 - DRAGEES CHOCOLATE,BEFORE,168,84.00,138,69.00,5,0.002792,1791,1.00,1.20
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2222 - COOKIES BISCUIT,BEFORE,56,28.00,514,257.00,9,0.005025,1791,1.00,1.17
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2223 - CRACKER BISCUIT,BEFORE,56,28.00,254,127.00,3,0.001675,1791,1.00,1.20
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2226 - SANDWICH BISCUIT,BEFORE,56,28.00,334,167.00,2,0.001117,1791,1.25,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2227 - WAFER BISCUIT,BEFORE,56,28.00,179,89.50,1,0.000558,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2228 - STICK BISCUIT,BEFORE,56,28.00,267,133.50,3,0.001675,1791,1.00,1.20
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2323 - BAG CANDY,BEFORE,56,28.00,168,84.00,2,0.001117,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2331 - ENROBED CHOCOLATE,BEFORE,56,28.00,280,140.00,4,0.002233,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2324 - MARSHMALLOW,2333 - DRAGEES CHOCOLATE,BEFORE,56,28.00,138,69.00,3,0.001675,1791,1.00,2.33
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2222 - COOKIES BISCUIT,BEFORE,280,140.00,514,257.00,33,0.018425,1791,1.19,1.06
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2223 - CRACKER BISCUIT,BEFORE,280,140.00,254,127.00,16,0.008934,1791,1.25,1.25
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2224 - MARIE BISCUIT,BEFORE,280,140.00,70,35.00,5,0.002792,1791,1.20,1.20
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2226 - SANDWICH BISCUIT,BEFORE,280,140.00,334,167.00,12,0.006700,1791,1.38,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2227 - WAFER BISCUIT,BEFORE,280,140.00,179,89.50,11,0.006142,1791,1.29,1.36
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2228 - STICK BISCUIT,BEFORE,280,140.00,267,133.50,22,0.012284,1791,1.32,1.21
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2229 - SOFT CAKE,BEFORE,280,140.00,28,14.00,2,0.001117,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2323 - BAG CANDY,BEFORE,280,140.00,168,84.00,11,0.006142,1791,1.31,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2324 - MARSHMALLOW,BEFORE,280,140.00,56,28.00,4,0.002233,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2331 - ENROBED CHOCOLATE,2333 - DRAGEES CHOCOLATE,BEFORE,280,140.00,138,69.00,26,0.014517,1791,1.08,1.22
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2221 - CAN BISCUIT,BEFORE,138,69.00,12,6.00,1,0.000558,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2222 - COOKIES BISCUIT,BEFORE,138,69.00,514,257.00,17,0.009492,1791,1.25,1.04
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2223 - CRACKER BISCUIT,BEFORE,138,69.00,254,127.00,7,0.003908,1791,1.33,1.11
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2224 - MARIE BISCUIT,BEFORE,138,69.00,70,35.00,2,0.001117,1791,1.50,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2226 - SANDWICH BISCUIT,BEFORE,138,69.00,334,167.00,10,0.005583,1791,1.36,1.07
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2227 - WAFER BISCUIT,BEFORE,138,69.00,179,89.50,6,0.003350,1791,1.00,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2228 - STICK BISCUIT,BEFORE,138,69.00,267,133.50,12,0.006700,1791,1.18,1.18
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2323 - BAG CANDY,BEFORE,138,69.00,168,84.00,5,0.002792,1791,1.20,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2324 - MARSHMALLOW,BEFORE,138,69.00,56,28.00,3,0.001675,1791,2.33,1.00
O320,BISC & CONFECTIONARY,DA,DAM,BEFORE_V1,2333 - DRAGEES CHOCOLATE,2331 - ENROBED CHOCOLATE,BEFORE,138,69.00,280,140.00,26,0.014517,1791,1.22,1.08
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,1312 - CHOCOLATE SPREAD,AFTER,32,10.67,30,10.00,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,1313 - CHOCO RICE,AFTER,32,10.67,25,8.33,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,1314 - CHEESE,AFTER,32,10.67,106,35.33,3,0.002123,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,6611 - BREAD,AFTER,32,10.67,1204,401.33,27,0.019108,1413,1.03,1.15
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,6612 - CAKE,AFTER,32,10.67,196,65.33,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,1311 - JAM,AFTER,30,10.00,32,10.67,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,1313 - CHOCO RICE,AFTER,30,10.00,25,8.33,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,1314 - CHEESE,AFTER,30,10.00,106,35.33,3,0.002123,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,6611 - BREAD,AFTER,30,10.00,1204,401.33,25,0.017693,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,6612 - CAKE,AFTER,30,10.00,196,65.33,4,0.002831,1413,1.00,1.25
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,1311 - JAM,AFTER,25,8.33,32,10.67,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,1312 - CHOCOLATE SPREAD,AFTER,25,8.33,30,10.00,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,1314 - CHEESE,AFTER,25,8.33,106,35.33,4,0.002831,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,6611 - BREAD,AFTER,25,8.33,1204,401.33,16,0.011323,1413,1.00,1.11
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1311 - JAM,AFTER,106,35.33,32,10.67,3,0.002123,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1312 - CHOCOLATE SPREAD,AFTER,106,35.33,30,10.00,3,0.002123,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1313 - CHOCO RICE,AFTER,106,35.33,25,8.33,4,0.002831,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,6611 - BREAD,AFTER,106,35.33,1204,401.33,34,0.024062,1413,1.05,1.10
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,6612 - CAKE,AFTER,106,35.33,196,65.33,4,0.002831,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1311 - JAM,AFTER,1204,401.33,32,10.67,27,0.019108,1413,1.15,1.03
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1312 - CHOCOLATE SPREAD,AFTER,1204,401.33,30,10.00,25,0.017693,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1313 - CHOCO RICE,AFTER,1204,401.33,25,8.33,16,0.011323,1413,1.11,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1314 - CHEESE,AFTER,1204,401.33,106,35.33,34,0.024062,1413,1.10,1.05
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6612 - CAKE,AFTER,1204,401.33,196,65.33,73,0.051663,1413,1.15,1.16
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,1311 - JAM,AFTER,196,65.33,32,10.67,2,0.001415,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,1312 - CHOCOLATE SPREAD,AFTER,196,65.33,30,10.00,4,0.002831,1413,1.25,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,1314 - CHEESE,AFTER,196,65.33,106,35.33,4,0.002831,1413,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,6611 - BREAD,AFTER,196,65.33,1204,401.33,73,0.051663,1413,1.16,1.15
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,1313 - CHOCO RICE,BEFORE,35,17.50,40,20.00,3,0.002247,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,1314 - CHEESE,BEFORE,35,17.50,122,61.00,1,0.000749,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1311 - JAM,6611 - BREAD,BEFORE,35,17.50,1155,577.50,24,0.017978,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,1314 - CHEESE,BEFORE,24,12.00,122,61.00,4,0.002996,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,6611 - BREAD,BEFORE,24,12.00,1155,577.50,20,0.014981,1335,1.00,1.04
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1312 - CHOCOLATE SPREAD,6612 - CAKE,BEFORE,24,12.00,131,65.50,1,0.000749,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,1311 - JAM,BEFORE,40,20.00,35,17.50,3,0.002247,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,1314 - CHEESE,BEFORE,40,20.00,122,61.00,4,0.002996,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,6611 - BREAD,BEFORE,40,20.00,1155,577.50,28,0.020974,1335,1.00,1.04
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1313 - CHOCO RICE,6612 - CAKE,BEFORE,40,20.00,131,65.50,2,0.001498,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1311 - JAM,BEFORE,122,61.00,35,17.50,1,0.000749,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1312 - CHOCOLATE SPREAD,BEFORE,122,61.00,24,12.00,4,0.002996,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,1313 - CHOCO RICE,BEFORE,122,61.00,40,20.00,4,0.002996,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,6611 - BREAD,BEFORE,122,61.00,1155,577.50,36,0.026966,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,1314 - CHEESE,6612 - CAKE,BEFORE,122,61.00,131,65.50,3,0.002247,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1311 - JAM,BEFORE,1155,577.50,35,17.50,24,0.017978,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1312 - CHOCOLATE SPREAD,BEFORE,1155,577.50,24,12.00,20,0.014981,1335,1.04,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1313 - CHOCO RICE,BEFORE,1155,577.50,40,20.00,28,0.020974,1335,1.04,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,1314 - CHEESE,BEFORE,1155,577.50,122,61.00,36,0.026966,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6611 - BREAD,6612 - CAKE,BEFORE,1155,577.50,131,65.50,59,0.044195,1335,1.22,1.13
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,1312 - CHOCOLATE SPREAD,BEFORE,131,65.50,24,12.00,1,0.000749,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,1313 - CHOCO RICE,BEFORE,131,65.50,40,20.00,2,0.001498,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,1314 - CHEESE,BEFORE,131,65.50,122,61.00,3,0.002247,1335,1.00,1.00
O320,BREAD CORNER (BC),NOT_TRIAL,NOT_TRIAL,NOT_TRIAL,6612 - CAKE,6611 - BREAD,BEFORE,131,65.50,1155,577.50,59,0.044195,1335,1.13,1.22
O320,BREAKFAST,BA,BAF,AFTER_V1,1211 - INSTANT TEA,1221 - INSTANT COFFEE MIX,AFTER,10,3.33,128,42.67,2,0.001569,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1211 - INSTANT TEA,1321 - CEREAL,AFTER,10,3.33,179,59.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1211 - INSTANT TEA,2021 - SWEETENED CONDENSED MILK,AFTER,10,3.33,674,224.67,1,0.000784,1275,1.00,2.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1212 - BAG TEA,1213 - LEAF TEA,AFTER,66,22.00,20,6.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1212 - BAG TEA,1221 - INSTANT COFFEE MIX,AFTER,66,22.00,128,42.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1212 - BAG TEA,1222 - COFFEE MIX,AFTER,66,22.00,74,24.67,3,0.002353,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1212 - BAG TEA,1223 - PURE COFFEE,AFTER,66,22.00,170,56.67,5,0.003922,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1212 - BAG TEA,1321 - CEREAL,AFTER,66,22.00,179,59.67,1,0.000784,1275,2.00,6.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1212 - BAG TEA,1411 - DIETATIC BEVERAGE,AFTER,66,22.00,15,5.00,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1212 - BAG TEA,2021 - SWEETENED CONDENSED MILK,AFTER,66,22.00,674,224.67,10,0.007843,1275,1.00,1.27
O320,BREAKFAST,BA,BAF,AFTER_V1,1213 - LEAF TEA,1212 - BAG TEA,AFTER,20,6.67,66,22.00,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1213 - LEAF TEA,1223 - PURE COFFEE,AFTER,20,6.67,170,56.67,1,0.000784,1275,1.33,2.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1213 - LEAF TEA,1321 - CEREAL,AFTER,20,6.67,179,59.67,1,0.000784,1275,1.00,1.50
O320,BREAKFAST,BA,BAF,AFTER_V1,1213 - LEAF TEA,2021 - SWEETENED CONDENSED MILK,AFTER,20,6.67,674,224.67,2,0.001569,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,1211 - INSTANT TEA,AFTER,128,42.67,10,3.33,2,0.001569,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,1212 - BAG TEA,AFTER,128,42.67,66,22.00,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,1222 - COFFEE MIX,AFTER,128,42.67,74,24.67,5,0.003922,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,1223 - PURE COFFEE,AFTER,128,42.67,170,56.67,9,0.007059,1275,1.00,1.10
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,1321 - CEREAL,AFTER,128,42.67,179,59.67,4,0.003137,1275,1.00,2.14
O320,BREAKFAST,BA,BAF,AFTER_V1,1221 - INSTANT COFFEE MIX,2021 - SWEETENED CONDENSED MILK,AFTER,128,42.67,674,224.67,12,0.009412,1275,1.08,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1222 - COFFEE MIX,1212 - BAG TEA,AFTER,74,24.67,66,22.00,3,0.002353,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1222 - COFFEE MIX,1221 - INSTANT COFFEE MIX,AFTER,74,24.67,128,42.67,5,0.003922,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1222 - COFFEE MIX,1224 - POWDER CREAMER & CHOCOLATE DRINK,AFTER,74,24.67,26,8.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1222 - COFFEE MIX,1321 - CEREAL,AFTER,74,24.67,179,59.67,2,0.001569,1275,1.00,1.67
O320,BREAKFAST,BA,BAF,AFTER_V1,1222 - COFFEE MIX,2021 - SWEETENED CONDENSED MILK,AFTER,74,24.67,674,224.67,8,0.006275,1275,1.40,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1223 - PURE COFFEE,1212 - BAG TEA,AFTER,170,56.67,66,22.00,5,0.003922,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1223 - PURE COFFEE,1213 - LEAF TEA,AFTER,170,56.67,20,6.67,1,0.000784,1275,2.00,1.33
O320,BREAKFAST,BA,BAF,AFTER_V1,1223 - PURE COFFEE,1221 - INSTANT COFFEE MIX,AFTER,170,56.67,128,42.67,9,0.007059,1275,1.10,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1223 - PURE COFFEE,1224 - POWDER CREAMER & CHOCOLATE DRINK,AFTER,170,56.67,26,8.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1223 - PURE COFFEE,1321 - CEREAL,AFTER,170,56.67,179,59.67,6,0.004706,1275,1.17,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1223 - PURE COFFEE,1411 - DIETATIC BEVERAGE,AFTER,170,56.67,15,5.00,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1223 - PURE COFFEE,2021 - SWEETENED CONDENSED MILK,AFTER,170,56.67,674,224.67,16,0.012549,1275,1.06,1.06
O320,BREAKFAST,BA,BAF,AFTER_V1,1224 - POWDER CREAMER & CHOCOLATE DRINK,1222 - COFFEE MIX,AFTER,26,8.67,74,24.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1224 - POWDER CREAMER & CHOCOLATE DRINK,1223 - PURE COFFEE,AFTER,26,8.67,170,56.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1224 - POWDER CREAMER & CHOCOLATE DRINK,2021 - SWEETENED CONDENSED MILK,AFTER,26,8.67,674,224.67,3,0.002353,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,1211 - INSTANT TEA,AFTER,179,59.67,10,3.33,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,1212 - BAG TEA,AFTER,179,59.67,66,22.00,1,0.000784,1275,6.00,2.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,1213 - LEAF TEA,AFTER,179,59.67,20,6.67,1,0.000784,1275,1.50,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,1221 - INSTANT COFFEE MIX,AFTER,179,59.67,128,42.67,4,0.003137,1275,2.14,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,1222 - COFFEE MIX,AFTER,179,59.67,74,24.67,2,0.001569,1275,1.67,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,1223 - PURE COFFEE,AFTER,179,59.67,170,56.67,6,0.004706,1275,1.00,1.17
O320,BREAKFAST,BA,BAF,AFTER_V1,1321 - CEREAL,2021 - SWEETENED CONDENSED MILK,AFTER,179,59.67,674,224.67,15,0.011765,1275,1.28,1.28
O320,BREAKFAST,BA,BAF,AFTER_V1,1411 - DIETATIC BEVERAGE,1212 - BAG TEA,AFTER,15,5.00,66,22.00,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1411 - DIETATIC BEVERAGE,1223 - PURE COFFEE,AFTER,15,5.00,170,56.67,1,0.000784,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,1411 - DIETATIC BEVERAGE,2021 - SWEETENED CONDENSED MILK,AFTER,15,5.00,674,224.67,1,0.000784,1275,1.00,2.00
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,1211 - INSTANT TEA,AFTER,674,224.67,10,3.33,1,0.000784,1275,2.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,1212 - BAG TEA,AFTER,674,224.67,66,22.00,10,0.007843,1275,1.27,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,1213 - LEAF TEA,AFTER,674,224.67,20,6.67,2,0.001569,1275,1.00,1.00
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,1221 - INSTANT COFFEE MIX,AFTER,674,224.67,128,42.67,12,0.009412,1275,1.00,1.08
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,1222 - COFFEE MIX,AFTER,674,224.67,74,24.67,8,0.006275,1275,1.00,1.40
O320,BREAKFAST,BA,BAF,AFTER_V1,2021 - SWEETENED CONDENSED MILK,1223 - PURE COFFEE,AFTER,674,224.67,170,56.67,16,0.012549,1275,1.06,1.06
