BUYER_ID,SECTION,BRAND,CATEGORY_BEFORE,CATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990013966383263,HOUSE HOLD,VAPE,3615 - ELECTRIC INSECTICIDES,3615 - ELECTRIC INSECTICIDES,NO_SWITCH,PROMO
MEM_9990013966383263,STAPLE NEED,BANGO,1723 - SOY SAUCE,1723 - SOY SAUCE,NO_SWITCH,PROMO
MEM_9990013966962876,MILK & DIAPERS,LACTOGEN,2112 - INFANT MILK PREMIUM,2112 - INFANT MILK PREMIUM,NO_SWITCH,NON PROMO
MEM_9990013966962876,MILK & DIAPERS,LACTOGEN,2112 - INFANT MILK PREMIUM,2115 - FOLLOW ON MILK PREMIUM,SWITCH,NON PROMO
MEM_9990013966962876,MILK & DIAPERS,MAMY POKO,3431 - REGULAR DIAPERS,3432 - PANTS DIAPERS,SWITCH,PROMO
MEM_9990013967615590,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,PROMO
MEM_9990013967715259,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990013967715259,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990013967715259,CHILLER,VIDORAN,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990013967715259,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990013967715259,NOODLE,SEDAAP,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990013967715259,NOODLE,WONHAE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990013967715259,STAPLE NEED,SUNCO,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013967715259,STAPLE NEED,WOW,1915 - PASTA,1915 - PASTA,NO_SWITCH,PROMO
MEM_9990013967801662,MEJA KASIR,YUPI,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,NON PROMO
MEM_9990013967801662,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990013969230397,STAPLE NEED,GMP,1512 - SUGAR,1512 - SUGAR,NO_SWITCH,NON PROMO
MEM_9990013969230397,STAPLE NEED,ROSE BRAND,1512 - SUGAR,1512 - SUGAR,NO_SWITCH,NON PROMO
MEM_9990013969352358,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990013969353143,CHILLER,CRYSTALIN,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990013969353143,CHILLER,PRISTINE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990013969353143,CHILLER,SUPER O2,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990013969386574,TISSUE,MULTI,3311 - FACIAL TISSUE,3311 - FACIAL TISSUE,NO_SWITCH,PROMO
MEM_9990013969692795,BISC & CONFECTIONARY,CHOCOLITO,2222 - COOKIES BISCUIT,2222 - COOKIES BISCUIT,NO_SWITCH,PROMO
MEM_9990013969692795,MILK & DIAPERS,MAKUKU,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990013970344747,SANITARY ADULT,LAURIER,3321 - SANITARY NAPKINS WINGS,3321 - SANITARY NAPKINS WINGS,NO_SWITCH,PROMO
MEM_9990013970358583,HOUSE HOLD,SOKLIN,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990013970358583,HOUSE HOLD,VAPE,3611 - AEROSOL INSECTICIDES,3611 - AEROSOL INSECTICIDES,NO_SWITCH,PROMO
MEM_9990013970358583,MILK & DIAPERS,MAMY POKO,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990013970358583,MILK & DIAPERS,NUTRIBABY,2113 - INFANT MILK SUPER PREMIUM,2116 - FOLLOW ON MILK SUPER PREMIUM,SWITCH,NON PROMO
MEM_9990013970358583,SANITARY ADULT,SOFTEX,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990013971004078,CHILLER,NUTRIVE,2022 - SPECIALTY LIQUID MILK,2022 - SPECIALTY LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990013971057775,MILK & DIAPERS,VIDORAN,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990013971971592,STAPLE NEED,ROSE BRAND,1512 - SUGAR,1512 - SUGAR,NO_SWITCH,NON PROMO
MEM_9990013972611839,NOODLE,SEDAAP,1912 - INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NO_SWITCH,PROMO
MEM_9990013973321472,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990013973321472,CHILLER,FRISIAN FLAG,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990013973321472,HOUSE HOLD,EKONOMI,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990013973321472,HOUSE HOLD,JAZ1,3711 - POWDER DETERGENT,3711 - POWDER DETERGENT,NO_SWITCH,PROMO
MEM_9990013973321472,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990013973321472,NOODLE,SEDAAP,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990013973321472,STAPLE NEED,BIMOLI,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013973321472,STAPLE NEED,TROPICAL,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013973321472,STAPLE NEED,WOW,1915 - PASTA,1915 - PASTA,NO_SWITCH,PROMO
MEM_9990013973469321,HOUSE HOLD,HIT,3612 - COIL INSECTICIDES,3612 - COIL INSECTICIDES,NO_SWITCH,NON PROMO
MEM_9990013973469321,MEDICINE & BABY CARE,KODOMO,3313 - WET TISSUE,3313 - WET TISSUE,NO_SWITCH,PROMO
MEM_9990013973469321,MILK & DIAPERS,VIDORAN,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990013973552671,BREAD CORNER (BC),KRAFT,1314 - CHEESE,1314 - CHEESE,NO_SWITCH,NON PROMO
MEM_9990013973552671,HOUSE HOLD,DOWNY,3722 - CONCENTRATE FABRIC CONDITIONER,3722 - CONCENTRATE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990013973552671,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990013973552671,MEDICINE & BABY CARE,MY BABY,3416 - BABY LIQUID SOAP,3416 - BABY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990013973552671,MEDICINE & BABY CARE,MY BABY,3416 - BABY LIQUID SOAP,3421 - KIDS SHAMPOO,SWITCH,NON PROMO
MEM_9990013973552671,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990013973552671,NOODLE,SEDAAP,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990013973552671,SANITARY ADULT,SOFTEX,3323 - PANTYLINERS,3323 - PANTYLINERS,NO_SWITCH,PROMO
MEM_9990013973552671,SANITARY ADULT,SOFTEX,3325 - SANITARY NAPKINS NIGHT,3323 - PANTYLINERS,SWITCH,PROMO
MEM_9990013973755632,CHILLER,KIN,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,NON PROMO
MEM_9990013973845389,BREAKFAST,FRISIAN FLAG,2021 - SWEETENED CONDENSED MILK,2021 - SWEETENED CONDENSED MILK,NO_SWITCH,PROMO
MEM_9990013973845389,CHILLER,SOSRO,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,PROMO
MEM_9990013973845389,HOUSE HOLD,EKONOMI,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990013973845389,STAPLE NEED,SUNCO,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013974318119,CHILLER,ALFAMART,1113 - MINERAL WATER,2024 - BOTTLE - CAN LIQUID MILK,SWITCH,PROMO
MEM_9990013974318119,CHILLER,AQUA,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990013974318119,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990013974318119,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,6212 - YOGHURT,SWITCH,PROMO
MEM_9990013974318119,CHILLER,CRYSTALIN,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990013974318119,CHILLER,KIRANTI,1115 - REMEDIES DRINK,1115 - REMEDIES DRINK,NO_SWITCH,PROMO
MEM_9990013974318119,CHILLER,PRISTINE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990013974318119,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990013974318119,SANITARY ADULT,CHARM,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990013974335218,STAPLE NEED,DELMONTE,1721 - CHILLI,1722 - TOMATO,SWITCH,PROMO
MEM_9990013974335218,STAPLE NEED,DELMONTE,1722 - TOMATO,1722 - TOMATO,NO_SWITCH,PROMO
MEM_9990013977805500,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990013977805500,HOUSE HOLD,SOKLIN,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990013977805500,SANITARY ADULT,HERS,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990013977805500,STAPLE NEED,MAMA SUKA,1721 - CHILLI,1721 - CHILLI,NO_SWITCH,NON PROMO
MEM_9990013977877633,CHILLER,ADEM SARI,1115 - REMEDIES DRINK,1115 - REMEDIES DRINK,NO_SWITCH,PROMO
MEM_9990013977877633,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,6212 - YOGHURT,SWITCH,NON PROMO
MEM_9990013977877633,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,6218 - PUDDING,SWITCH,NON PROMO
MEM_9990013977877633,HOUSE HOLD,VAPE,3612 - COIL INSECTICIDES,3612 - COIL INSECTICIDES,NO_SWITCH,NON PROMO
MEM_9990013977877633,HOUSE HOLD,VAPE,3612 - COIL INSECTICIDES,3615 - ELECTRIC INSECTICIDES,SWITCH,PROMO
MEM_9990013977982700,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990013977982700,HOUSE HOLD,ROYALE,3722 - CONCENTRATE FABRIC CONDITIONER,3722 - CONCENTRATE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990013977982700,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990013977982700,NOODLE,POP MIE,1912 - INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NO_SWITCH,PROMO
MEM_9990013977982700,PERSONAL CARE,CBD,3217 - HAIR MASK,3217 - HAIR MASK,NO_SWITCH,PROMO
MEM_9990013977982700,PERSONAL CARE,MARINA,3251 - BODY LOTION,3251 - BODY LOTION,NO_SWITCH,NON PROMO
MEM_9990013977982700,SANITARY ADULT,CHARM,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990013977982700,SNACK,MAMA SUKA,2216 - SEAWEED,2216 - SEAWEED,NO_SWITCH,PROMO
MEM_9990013977982700,TISSUE,ALFAMART,3311 - FACIAL TISSUE,3311 - FACIAL TISSUE,NO_SWITCH,PROMO
MEM_9990013978356181,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990013978356181,BREAKFAST,GOOD DAY,1221 - INSTANT COFFEE MIX,1221 - INSTANT COFFEE MIX,NO_SWITCH,PROMO
MEM_9990013978356181,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990013978356181,HOUSE HOLD,SOSOFT,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990013978356181,MEDICINE & BABY CARE,ALFAMART,3333 - BABY COTTON,3333 - BABY COTTON,NO_SWITCH,NON PROMO
MEM_9990013978356181,MEDICINE & BABY CARE,KODOMO,3425 - TOOTH BRUSH KIDS,3425 - TOOTH BRUSH KIDS,NO_SWITCH,NON PROMO
MEM_9990013978356181,MEDICINE & BABY CARE,MY BABY,3422 - KIDS COLOGNE,3414 - BABY TALCUM POWDER,SWITCH,PROMO
MEM_9990013978356181,MEDICINE & BABY CARE,MY BABY,3422 - KIDS COLOGNE,3422 - KIDS COLOGNE,NO_SWITCH,PROMO
MEM_9990013978356181,PERSONAL CARE,GIV,3222 - BEAUTY LIQUID SOAP,3222 - BEAUTY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990013978356181,SANITARY ADULT,CHARM,3325 - SANITARY NAPKINS NIGHT,3321 - SANITARY NAPKINS WINGS,SWITCH,PROMO
MEM_9990013978356181,SANITARY ADULT,CHARM,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990013978356181,SANITARY ADULT,LAURIER,3322 - SANITARY NAPKINS NON WINGS,3322 - SANITARY NAPKINS NON WINGS,NO_SWITCH,PROMO
MEM_9990013978356181,TOOTH CARE,PEPSODENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990013978772900,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,6212 - YOGHURT,SWITCH,NON PROMO
MEM_9990013978772900,CHILLER,CIMORY,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,NON PROMO
MEM_9990013978772900,MEDICINE & BABY CARE,KOOLFEVER,3121 - PLESTER,3121 - PLESTER,NO_SWITCH,NON PROMO
MEM_9990013979195100,SNACK,CHITATO LITE,2212 - POTATOES,2212 - POTATOES,NO_SWITCH,NON PROMO
MEM_9990013979195100,SNACK,FRENCH FRIES 2000,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,NON PROMO
MEM_9990013979201511,STAPLE NEED,SUNCO,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013979300153,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990013979300153,TISSUE,ALFAMART,3311 - FACIAL TISSUE,3311 - FACIAL TISSUE,NO_SWITCH,NON PROMO
MEM_9990013979349688,BREAKFAST,NESCAFE,1223 - PURE COFFEE,1223 - PURE COFFEE,NO_SWITCH,PROMO
MEM_9990013979349688,HOUSE HOLD,SUNLIGHT,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990013979349688,MEDICINE & BABY CARE,CAP LANG,3133 - CAJUPUTI OIL,3133 - CAJUPUTI OIL,NO_SWITCH,PROMO
MEM_9990013979349688,MISC & STATIONARY,ALFAMART,4753 - MASK,4753 - MASK,NO_SWITCH,NON PROMO
MEM_9990013979349688,PERSONAL CARE,CASABLANCA,3235 - MEN DEO ROLL ON,3235 - MEN DEO ROLL ON,NO_SWITCH,PROMO
MEM_9990013979349688,PERSONAL CARE,PIGEON,3241 - FACIAL WASH SOAP,3241 - FACIAL WASH SOAP,NO_SWITCH,PROMO
MEM_9990013979349688,PERSONAL CARE,SUNSILK,3211 - SHAMPOO,3211 - SHAMPOO,NO_SWITCH,PROMO
MEM_9990013979349688,STAPLE NEED,SUNCO,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013979349688,TOOTH CARE,PEPSODENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990013979462162,HOUSE HOLD,BAYCLIN,3721 - BLEACH,3721 - BLEACH,NO_SWITCH,PROMO
MEM_9990013979462162,HOUSE HOLD,SWALLOW,3622 - CABINET NAPHTHALENE,3621 - TOILET NAPHTHALENE,SWITCH,PROMO
MEM_9990013979603937,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,NON PROMO
MEM_9990013979994649,ICE CREAM,CAMPINA,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990013979994649,ICE CREAM,WALL'S,6241 - TAKE HOME ICE CREAM,6242 - IMPULSE ICE CREAM,SWITCH,NON PROMO
MEM_9990013979994649,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990013980135500,SANITARY ADULT,SOFTEX,3325 - SANITARY NAPKINS NIGHT,3323 - PANTYLINERS,SWITCH,PROMO
MEM_9990013980135500,SANITARY ADULT,SOFTEX,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990013980791251,STAPLE NEED,ALFAMART,1821 - DRIED MEAT,1821 - DRIED MEAT,NO_SWITCH,PROMO
MEM_9990013981791375,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990013981791375,CHILLER,YOU C1000,1116 - VITAMIN DRINK,1116 - VITAMIN DRINK,NO_SWITCH,PROMO
MEM_9990013982238235,BREAD CORNER (BC),PAROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990013982238235,CHILLER,ISOPLUS,1114 - ISOTONIC DRINK,1114 - ISOTONIC DRINK,NO_SWITCH,NON PROMO
MEM_9990013982238235,HOUSE HOLD,GLADE,3624 - GEL AIR FRESHENER,3624 - GEL AIR FRESHENER,NO_SWITCH,NON PROMO
MEM_9990013982238235,MILK & DIAPERS,SWEETY,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990013982238235,PERSONAL CARE,GILLETTE,3282 - DISPOSABLE RAZOR,3282 - DISPOSABLE RAZOR,NO_SWITCH,PROMO
MEM_9990013982732910,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990013982732910,HOUSE HOLD,SOKLIN,3723 - DILUTE FABRIC CONDITIONER,3711 - POWDER DETERGENT,SWITCH,PROMO
MEM_9990013982732910,HOUSE HOLD,SUNLIGHT,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990013982732910,MEDICINE & BABY CARE,MY BABY,3132 - TELON OIL,3132 - TELON OIL,NO_SWITCH,NON PROMO
MEM_9990013982732910,MEDICINE & BABY CARE,MY BABY,3132 - TELON OIL,3416 - BABY LIQUID SOAP,SWITCH,PROMO
MEM_9990013982732910,MILK & DIAPERS,MAMY POKO,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990013982732910,STAPLE NEED,TROPICAL,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013983279078,MILK & DIAPERS,MAMY POKO,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,PROMO
MEM_9990013983284951,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990013983587225,STAPLE NEED,SANIA,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013983587225,STAPLE NEED,SOVIA,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990013983587225,STAPLE NEED,TOTOLE,1714 - STOCK SOUP,1714 - STOCK SOUP,NO_SWITCH,NON PROMO
MEM_9990013984004017,SANITARY ADULT,SOFTEX,3321 - SANITARY NAPKINS WINGS,3321 - SANITARY NAPKINS WINGS,NO_SWITCH,PROMO
MEM_9990013984574412,MEDICINE & BABY CARE,YUNIKON,3313 - WET TISSUE,3313 - WET TISSUE,NO_SWITCH,PROMO
MEM_9990013984574412,MEDICINE & BABY CARE,YUNIKON,3416 - BABY LIQUID SOAP,3313 - WET TISSUE,SWITCH,PROMO
MEM_9990013984574412,MEJA KASIR,SILVER QUEEN,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,PROMO
MEM_9990013986087428,BISC & CONFECTIONARY,NYAM-NYAM,2228 - STICK BISCUIT,2228 - STICK BISCUIT,NO_SWITCH,NON PROMO
MEM_9990013986087428,MILK & DIAPERS,SGM,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990013986087428,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990013986164832,CHILLER,CIMORY,6212 - YOGHURT,2023 - TETRAPACK LIQUID MILK,SWITCH,NON PROMO
MEM_9990013986164832,CHILLER,CIMORY,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,PROMO
MEM_9990013986164832,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,NON PROMO
MEM_9990013986164832,SNACK,LEMONILO,2215 - CASSAVA,2215 - CASSAVA,NO_SWITCH,NON PROMO
MEM_9990013986164832,SNACK,WONHAE,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,NON PROMO
MEM_9990013986450217,CHILLER,YAKULT,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,NON PROMO
MEM_9990013986596368,BACKWALL,DJOY,2415 - SIGARET ELEKTRIK,2415 - SIGARET ELEKTRIK,NO_SWITCH,NON PROMO
MEM_9990013987109600,HOUSE HOLD,SOKLIN,3511 - FLOOR CLEANER,3711 - POWDER DETERGENT,SWITCH,PROMO
MEM_9990013987109600,HOUSE HOLD,SOKLIN,3711 - POWDER DETERGENT,3711 - POWDER DETERGENT,NO_SWITCH,PROMO
MEM_9990013987109600,HOUSE HOLD,SUNLIGHT,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990013987109600,MEDICINE & BABY CARE,MY BABY,3132 - TELON OIL,3132 - TELON OIL,NO_SWITCH,PROMO
MEM_9990013987109600,MEDICINE & BABY CARE,ZWITSAL,3416 - BABY LIQUID SOAP,3416 - BABY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990013987109600,SANITARY ADULT,CHARM,3321 - SANITARY NAPKINS WINGS,3321 - SANITARY NAPKINS WINGS,NO_SWITCH,PROMO
MEM_9990013987109600,SANITARY ADULT,CHARM,3321 - SANITARY NAPKINS WINGS,3325 - SANITARY NAPKINS NIGHT,SWITCH,PROMO
MEM_9990013987109600,SANITARY ADULT,CHARM,3325 - SANITARY NAPKINS NIGHT,3321 - SANITARY NAPKINS WINGS,SWITCH,PROMO
MEM_9990013987109600,SANITARY ADULT,CHARM,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990013987629814,BISC & CONFECTIONARY,CHA CHA,2333 - DRAGEES CHOCOLATE,2333 - DRAGEES CHOCOLATE,NO_SWITCH,NON PROMO
MEM_9990013987629814,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990013987629814,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,6212 - YOGHURT,SWITCH,PROMO
MEM_9990013987629814,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,6218 - PUDDING,SWITCH,PROMO
MEM_9990013987629814,CHILLER,KANZLER,6226 - CHILLED MEAT BALLS,6226 - CHILLED MEAT BALLS,NO_SWITCH,NON PROMO
MEM_9990013987629814,CHILLER,KANZLER,6226 - CHILLED MEAT BALLS,6227 - CHILLED SAUSAGES,SWITCH,PROMO
MEM_9990013987629814,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6226 - CHILLED MEAT BALLS,SWITCH,NON PROMO
MEM_9990013987629814,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990013987629814,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990013987629814,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990013987629814,HOUSE HOLD,HIT,3615 - ELECTRIC INSECTICIDES,3611 - AEROSOL INSECTICIDES,SWITCH,PROMO
MEM_9990013987629814,HOUSE HOLD,HIT,3615 - ELECTRIC INSECTICIDES,3615 - ELECTRIC INSECTICIDES,NO_SWITCH,PROMO
MEM_9990013987629814,ICE CREAM,CAMPINA,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990013987629814,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990013987629814,MEJA KASIR,ALFAMART,4633 - LEISURE BAG,4633 - LEISURE BAG,NO_SWITCH,NON PROMO
MEM_9990013987629814,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990013987629814,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990013987629814,PERSONAL CARE,MARINA,3251 - BODY LOTION,3251 - BODY LOTION,NO_SWITCH,PROMO
MEM_9990013987629814,PERSONAL CARE,NUVO,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990013987629814,SNACK,GEMEZ,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,NON PROMO
