BUYER_ID,SECTION,BRAND,CATEGORY_BEFORE,CATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990011586367263,HOUSE HOLD,BUKRIM,3711 - POWDER DETERGENT,3711 - POWDER DETERGENT,NO_SWITCH,PROMO
MEM_9990011586367263,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990011586535793,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011586535793,MEJA KASIR,SILVER QUEEN,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,PROMO
MEM_9990011586535793,MEJA KASIR,YUPI,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,PROMO
MEM_9990011586535793,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990011586535793,PERSONAL CARE,MARINA,3251 - BODY LOTION,3251 - BODY LOTION,NO_SWITCH,PROMO
MEM_9990011588906848,BREAD CORNER (BC),MY ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011588906848,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011588925517,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011588925859,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990011588925859,MEJA KASIR,MILKITA,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,PROMO
MEM_9990011588926060,BACKWALL,DJI SAM SOE,2411 - SKT (SIGARET KRETEK TANGAN),2411 - SKT (SIGARET KRETEK TANGAN),NO_SWITCH,NON PROMO
MEM_9990011588926060,HOUSE HOLD,SCOTCH BRITE,4251 - CLEANING EQUIPMENT,4251 - CLEANING EQUIPMENT,NO_SWITCH,PROMO
MEM_9990011588926060,SANITARY ADULT,LAURIER,3321 - SANITARY NAPKINS WINGS,3325 - SANITARY NAPKINS NIGHT,SWITCH,PROMO
MEM_9990011588926060,SANITARY ADULT,LAURIER,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990011588926288,BCTB (FLOOR),ALFAMART,6121 - PACK EGG (KAMPUNG),6121 - PACK EGG (KAMPUNG),NO_SWITCH,PROMO
MEM_9990011588926288,BCTB (FLOOR),TELUR,6112 - BULKY EGG,6112 - BULKY EGG,NO_SWITCH,PROMO
MEM_9990011588926288,BEVERAGES,SIDOMUNCUL,1231 - TRADITIONAL DRINK,1231 - TRADITIONAL DRINK,NO_SWITCH,NON PROMO
MEM_9990011588926288,BREAKFAST,TONGTJI,1212 - BAG TEA,1212 - BAG TEA,NO_SWITCH,NON PROMO
MEM_9990011588926288,MEDICINE & BABY CARE,OB HERBAL,3115 - ADULT COUGH MEDICINE,3115 - ADULT COUGH MEDICINE,NO_SWITCH,NON PROMO
MEM_9990011588926288,MEJA KASIR,HEXOS,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,NON PROMO
MEM_9990011588926288,MILK & DIAPERS,ANLENE,2013 - HI-CALCIUM MILK,2013 - HI-CALCIUM MILK,NO_SWITCH,PROMO
MEM_9990011588926288,STAPLE NEED,ALFAMART,1512 - SUGAR,1511 - RICE,SWITCH,NON PROMO
MEM_9990011588926288,STAPLE NEED,ALFAMART,1712 - SALT,1511 - RICE,SWITCH,NON PROMO
MEM_9990011588926288,STAPLE NEED,KARA,1625 - COCONUT MILK,1625 - COCONUT MILK,NO_SWITCH,PROMO
MEM_9990011588926288,STAPLE NEED,REFINA,1712 - SALT,1712 - SALT,NO_SWITCH,NON PROMO
MEM_9990011588926288,STAPLE NEED,SEGITIGA,1513 - FLOUR,1513 - FLOUR,NO_SWITCH,NON PROMO
MEM_9990011588926288,STAPLE NEED,TOTOLE,1714 - STOCK SOUP,1714 - STOCK SOUP,NO_SWITCH,NON PROMO
MEM_9990011588926288,TOOTH CARE,PEPSODENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,NON PROMO
MEM_9990011588929113,MILK & DIAPERS,SUN,2121 - BABY CEREAL,2121 - BABY CEREAL,NO_SWITCH,NON PROMO
MEM_9990011588930094,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990011588930094,STAPLE NEED,WOW,1915 - PASTA,1915 - PASTA,NO_SWITCH,PROMO
MEM_9990011589319373,BACKWALL,DUNHILL,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412 - SKM (SIGARET KRETEK MESIN) LTLN,NO_SWITCH,NON PROMO
MEM_9990011589319373,BISC & CONFECTIONARY,ASTOR,2228 - STICK BISCUIT,2228 - STICK BISCUIT,NO_SWITCH,NON PROMO
MEM_9990011589319373,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011589319373,CHILLER,NESCAFE,1156 - RTD COFFEE,1156 - RTD COFFEE,NO_SWITCH,NON PROMO
MEM_9990011589319373,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011589319373,MILK & DIAPERS,ALAMII,2122 - BABY BISCUIT & SNACK,2122 - BABY BISCUIT & SNACK,NO_SWITCH,PROMO
MEM_9990011589319373,MILK & DIAPERS,PROMINA,2122 - BABY BISCUIT & SNACK,2122 - BABY BISCUIT & SNACK,NO_SWITCH,NON PROMO
MEM_9990011589319373,SNACK,INDAH RASA,2214 - TRADITIONAL SNACK,2214 - TRADITIONAL SNACK,NO_SWITCH,NON PROMO
MEM_9990011589357281,PERSONAL CARE,NIVEA,3235 - MEN DEO ROLL ON,3235 - MEN DEO ROLL ON,NO_SWITCH,NON PROMO
MEM_9990011589357281,STAPLE NEED,TROPICAL,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990011589357281,TOOTH CARE,PEPSODENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990011589426471,TOOTH CARE,PEPSODENT,3272 - TOOTH PASTE,3272 - TOOTH PASTE,NO_SWITCH,PROMO
MEM_9990011589428383,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990011589428383,PERSONAL CARE,LIFEBUOY,3221 - BAR SOAP,3221 - BAR SOAP,NO_SWITCH,PROMO
MEM_9990011589429980,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990011589855082,HOUSE HOLD,STELLA,3624 - GEL AIR FRESHENER,3624 - GEL AIR FRESHENER,NO_SWITCH,PROMO
MEM_9990011589855082,PERSONAL CARE,SELECTION,3331 - BEAUTY COTTON,3331 - BEAUTY COTTON,NO_SWITCH,PROMO
MEM_9990011589855082,PERSONAL CARE,ZEN,3221 - BAR SOAP,3221 - BAR SOAP,NO_SWITCH,PROMO
MEM_9990011592943800,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990011592943800,CHILLER,VIDORAN,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011592943800,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990011592943800,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990011594035727,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6241 - TAKE HOME ICE CREAM,SWITCH,NON PROMO
MEM_9990011594035727,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011594115942,BACKWALL,SAMPOERNA,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412 - SKM (SIGARET KRETEK MESIN) LTLN,NO_SWITCH,NON PROMO
MEM_9990011594167572,BEVERAGES,ULTRA,1154 - RTD TEA,2023 - TETRAPACK LIQUID MILK,SWITCH,NON PROMO
MEM_9990011594167572,BEVERAGES,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011594167572,BISC & CONFECTIONARY,CHIC CHOC,2331 - ENROBED CHOCOLATE,2331 - ENROBED CHOCOLATE,NO_SWITCH,PROMO
MEM_9990011594167572,BREAD CORNER (BC),MY ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011594167572,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011594167572,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011594167572,HOUSE HOLD,VAPE,3615 - ELECTRIC INSECTICIDES,3615 - ELECTRIC INSECTICIDES,NO_SWITCH,PROMO
MEM_9990011594167572,MEDICINE & BABY CARE,CAP LANG,3133 - CAJUPUTI OIL,3133 - CAJUPUTI OIL,NO_SWITCH,PROMO
MEM_9990011594167572,MEJA KASIR,ALFAMART,4633 - LEISURE BAG,4633 - LEISURE BAG,NO_SWITCH,NON PROMO
MEM_9990011594167572,MEJA KASIR,LOTTE,2342 - BOTTLE CHEWING GUM,2342 - BOTTLE CHEWING GUM,NO_SWITCH,PROMO
MEM_9990011594167572,PERSONAL CARE,BIORE,3222 - BEAUTY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,SWITCH,PROMO
MEM_9990011594167572,PERSONAL CARE,GARNIER,3248 - MEN FACIAL FOAM SOAP,3248 - MEN FACIAL FOAM SOAP,NO_SWITCH,NON PROMO
MEM_9990011594167572,SNACK,TARO,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,PROMO
MEM_9990011594168827,BACKWALL,SAMPOERNA,2412 - SKM (SIGARET KRETEK MESIN) LTLN,2412 - SKM (SIGARET KRETEK MESIN) LTLN,NO_SWITCH,NON PROMO
MEM_9990011594168827,CHILLER,HYDRO COCO,1114 - ISOTONIC DRINK,1114 - ISOTONIC DRINK,NO_SWITCH,NON PROMO
MEM_9990011594168827,CHILLER,HYDRO COCO,1114 - ISOTONIC DRINK,1114 - ISOTONIC DRINK,NO_SWITCH,PROMO
MEM_9990011594168827,CHILLER,YAKULT,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,NON PROMO
MEM_9990011594168827,HOUSE HOLD,SOSOFT,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011594168827,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990011594186825,MEDICINE & BABY CARE,MY BABY,3313 - WET TISSUE,3132 - TELON OIL,SWITCH,PROMO
MEM_9990011594186825,PERSONAL CARE,POSH,3231 - WOMEN DEO,3231 - WOMEN DEO,NO_SWITCH,PROMO
MEM_9990011594186825,SANITARY ADULT,HERS,3321 - SANITARY NAPKINS WINGS,3321 - SANITARY NAPKINS WINGS,NO_SWITCH,PROMO
MEM_9990011594210646,MILK & DIAPERS,PROMINA,2122 - BABY BISCUIT & SNACK,2122 - BABY BISCUIT & SNACK,NO_SWITCH,NON PROMO
MEM_9990011594251137,MILK & DIAPERS,CHIL-GO,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990011594263061,CHILLER,BADAK,1115 - REMEDIES DRINK,1115 - REMEDIES DRINK,NO_SWITCH,PROMO
MEM_9990011594263061,CHILLER,NESCAFE,1156 - RTD COFFEE,1156 - RTD COFFEE,NO_SWITCH,PROMO
MEM_9990011594263061,CHILLER,SOSRO,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,NON PROMO
MEM_9990011594263061,CHILLER,ULTRA,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,PROMO
MEM_9990011594263061,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,1154 - RTD TEA,SWITCH,PROMO
MEM_9990011594263061,CHILLER,YOU C1000,1116 - VITAMIN DRINK,1116 - VITAMIN DRINK,NO_SWITCH,NON PROMO
MEM_9990011594263061,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011594267939,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990011597632328,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011597632328,PERSONAL CARE,POSH,3231 - WOMEN DEO,3231 - WOMEN DEO,NO_SWITCH,PROMO
MEM_9990011597684656,BEVERAGES,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011597684656,BREAD CORNER (BC),PAROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011597684656,CHILLER,HEMAVITON,1111 - ENERGY DRINK,1116 - VITAMIN DRINK,SWITCH,NON PROMO
MEM_9990011597684656,CHILLER,HEMAVITON,1116 - VITAMIN DRINK,1116 - VITAMIN DRINK,NO_SWITCH,NON PROMO
MEM_9990011597707140,MILK & DIAPERS,MAMY POKO,3432 - PANTS DIAPERS,3432 - PANTS DIAPERS,NO_SWITCH,NON PROMO
MEM_9990011597707368,BREAKFAST,FRISIAN FLAG,2021 - SWEETENED CONDENSED MILK,2021 - SWEETENED CONDENSED MILK,NO_SWITCH,PROMO
MEM_9990011597707368,HOUSE HOLD,SOKLIN,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990011597707368,NOODLE,SEDAAP,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,PROMO
MEM_9990011597707368,NOODLE,SEDAAP,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990011597707368,STAPLE NEED,ABC,1721 - CHILLI,1812 - CANNED SEAFOOD,SWITCH,PROMO
MEM_9990011597754973,CHILLER,GOLDA,1156 - RTD COFFEE,1156 - RTD COFFEE,NO_SWITCH,NON PROMO
MEM_9990011597754973,CHILLER,NESTLE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011597754973,NOODLE,INDOMIE,1911 - INSTANT NOODLE BAG,1911 - INSTANT NOODLE BAG,NO_SWITCH,NON PROMO
MEM_9990011597754973,PERSONAL CARE,HEAD & SHOULDER,3211 - SHAMPOO,3211 - SHAMPOO,NO_SWITCH,PROMO
MEM_9990011597795000,STAPLE NEED,MAMA SUKA,1721 - CHILLI,1721 - CHILLI,NO_SWITCH,PROMO
MEM_9990011597844400,MEDICINE & BABY CARE,YUNIKON,3313 - WET TISSUE,3313 - WET TISSUE,NO_SWITCH,PROMO
MEM_9990011597897159,BREAD CORNER (BC),MY ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011597897159,BREAD CORNER (BC),MY ROTI,6611 - BREAD,6612 - CAKE,SWITCH,PROMO
MEM_9990011597897159,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011597897159,CHILLER,AQUA,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990011597897159,CHILLER,AQUA,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011597897159,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011597897159,CHILLER,PRIMA,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011597897159,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,1154 - RTD TEA,SWITCH,NON PROMO
MEM_9990011597897159,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011597897159,PERSONAL CARE,GARNIER,3248 - MEN FACIAL FOAM SOAP,3248 - MEN FACIAL FOAM SOAP,NO_SWITCH,PROMO
MEM_9990011597897159,PERSONAL CARE,MORRIS,3239 - MEN PARFUME & EDT,3215 - HAIR STYLING,SWITCH,NON PROMO
MEM_9990011597897159,SANITARY ADULT,SOFTEX,3322 - SANITARY NAPKINS NON WINGS,3321 - SANITARY NAPKINS WINGS,SWITCH,PROMO
MEM_9990011597897159,SANITARY ADULT,SOFTEX,3325 - SANITARY NAPKINS NIGHT,3321 - SANITARY NAPKINS WINGS,SWITCH,PROMO
MEM_9990011597909074,BREAKFAST,INDOMILK,2021 - SWEETENED CONDENSED MILK,2021 - SWEETENED CONDENSED MILK,NO_SWITCH,PROMO
MEM_9990011598014844,HOUSE HOLD,EKONOMI,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990011598259181,BREAD CORNER (BC),MY ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011600045598,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011609686273,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011609686273,CHILLER,KIN,1117 - YOGHURT BEVERAGE,1117 - YOGHURT BEVERAGE,NO_SWITCH,NON PROMO
MEM_9990011609686273,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011609686273,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011609686273,SANITARY ADULT,SOFTEX,3321 - SANITARY NAPKINS WINGS,3325 - SANITARY NAPKINS NIGHT,SWITCH,PROMO
MEM_9990011609686273,SANITARY ADULT,SOFTEX,3325 - SANITARY NAPKINS NIGHT,3325 - SANITARY NAPKINS NIGHT,NO_SWITCH,PROMO
MEM_9990011611814912,CHILLER,FIESTA,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,PROMO
MEM_9990011612330697,BCTB (FLOOR),LE MINERALE,1119 - MINERAL WATER GALON,1119 - MINERAL WATER GALON,NO_SWITCH,NON PROMO
MEM_9990011612330697,BISC & CONFECTIONARY,KINDER JOY,2331 - ENROBED CHOCOLATE,2331 - ENROBED CHOCOLATE,NO_SWITCH,NON PROMO
MEM_9990011612330697,BISC & CONFECTIONARY,ROMA,2223 - CRACKER BISCUIT,2223 - CRACKER BISCUIT,NO_SWITCH,NON PROMO
MEM_9990011612330697,BISC & CONFECTIONARY,TANGO,2227 - WAFER BISCUIT,2227 - WAFER BISCUIT,NO_SWITCH,NON PROMO
MEM_9990011612330697,BISC & CONFECTIONARY,WONHAE,2331 - ENROBED CHOCOLATE,2333 - DRAGEES CHOCOLATE,SWITCH,NON PROMO
MEM_9990011612330697,BREAD CORNER (BC),PAROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,PROMO
MEM_9990011612330697,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011612330697,CHILLER,AQUA,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,NON PROMO
MEM_9990011612330697,CHILLER,CIMORY,2023 - TETRAPACK LIQUID MILK,6212 - YOGHURT,SWITCH,PROMO
MEM_9990011612330697,CHILLER,CIMORY,6212 - YOGHURT,6212 - YOGHURT,NO_SWITCH,PROMO
MEM_9990011612330697,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,NON PROMO
MEM_9990011612330697,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011612330697,FREEZER NUGGET,KANZLER,6231 - CHICKEN NUGGET,6231 - CHICKEN NUGGET,NO_SWITCH,NON PROMO
MEM_9990011612330697,HOUSE HOLD,DAHLIA,3624 - GEL AIR FRESHENER,3624 - GEL AIR FRESHENER,NO_SWITCH,NON PROMO
MEM_9990011612330697,HOUSE HOLD,GENTLE GEN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,MAMA,3516 - DISHWASHING CLEANER,3516 - DISHWASHING CLEANER,NO_SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3722 - CONCENTRATE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,SOKLIN,3714 - LIQUID DETERGENT,3723 - DILUTE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,SOKLIN,3722 - CONCENTRATE FABRIC CONDITIONER,3722 - CONCENTRATE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,SOKLIN,3722 - CONCENTRATE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,SOKLIN,3723 - DILUTE FABRIC CONDITIONER,3722 - CONCENTRATE FABRIC CONDITIONER,SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,SOKLIN,3723 - DILUTE FABRIC CONDITIONER,3723 - DILUTE FABRIC CONDITIONER,NO_SWITCH,PROMO
MEM_9990011612330697,HOUSE HOLD,VAPE,3615 - ELECTRIC INSECTICIDES,3615 - ELECTRIC INSECTICIDES,NO_SWITCH,PROMO
MEM_9990011612330697,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011612330697,MEDICINE & BABY CARE,ALFAMART,3333 - BABY COTTON,3333 - BABY COTTON,NO_SWITCH,NON PROMO
MEM_9990011612330697,MEJA KASIR,CHUPA CHUPS,2341 - POCKET CHEWING GUM,2321 - POCKET CANDY,SWITCH,NON PROMO
MEM_9990011612330697,MEJA KASIR,SILVER QUEEN,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,NON PROMO
MEM_9990011612330697,PERSONAL CARE,MAKARIZO,3217 - HAIR MASK,3217 - HAIR MASK,NO_SWITCH,NON PROMO
MEM_9990011612330697,PERSONAL CARE,NUVO,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,NON PROMO
MEM_9990011612330697,PERSONAL CARE,NUVO,3223 - HEALTHY LIQUID SOAP,3223 - HEALTHY LIQUID SOAP,NO_SWITCH,PROMO
MEM_9990011612330697,SNACK,CHIKI,2213 - EXTRUDED & PELLET,2213 - EXTRUDED & PELLET,NO_SWITCH,NON PROMO
MEM_9990011612330697,STAPLE NEED,SUNCO,1521 - PALM COOKING OIL,1521 - PALM COOKING OIL,NO_SWITCH,PROMO
MEM_9990011612330697,TISSUE,PASEO,3313 - WET TISSUE,3313 - WET TISSUE,NO_SWITCH,PROMO
MEM_9990011612330697,TOOTH CARE,FORMULA,3271 - TOOTH BRUSH,3271 - TOOTH BRUSH,NO_SWITCH,PROMO
MEM_9990011612330939,SANITARY ADULT,SOFTEX,3323 - PANTYLINERS,3323 - PANTYLINERS,NO_SWITCH,PROMO
MEM_9990011612332381,BISC & CONFECTIONARY,NYAM-NYAM,2228 - STICK BISCUIT,2226 - SANDWICH BISCUIT,SWITCH,NON PROMO
MEM_9990011612332381,BISC & CONFECTIONARY,POCKY,2228 - STICK BISCUIT,2228 - STICK BISCUIT,NO_SWITCH,NON PROMO
MEM_9990011612332381,BREAD CORNER (BC),SARI ROTI,6611 - BREAD,6611 - BREAD,NO_SWITCH,NON PROMO
MEM_9990011612332381,CHILLER,BEAR BRAND,2024 - BOTTLE - CAN LIQUID MILK,2024 - BOTTLE - CAN LIQUID MILK,NO_SWITCH,PROMO
MEM_9990011612332381,CHILLER,FRUIT TEA,1154 - RTD TEA,1154 - RTD TEA,NO_SWITCH,NON PROMO
MEM_9990011612332381,CHILLER,KANZLER,6227 - CHILLED SAUSAGES,6227 - CHILLED SAUSAGES,NO_SWITCH,NON PROMO
MEM_9990011612332381,CHILLER,LE MINERALE,1113 - MINERAL WATER,1113 - MINERAL WATER,NO_SWITCH,PROMO
MEM_9990011612332381,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,1154 - RTD TEA,SWITCH,NON PROMO
MEM_9990011612332381,CHILLER,ULTRA,2023 - TETRAPACK LIQUID MILK,2023 - TETRAPACK LIQUID MILK,NO_SWITCH,NON PROMO
MEM_9990011612332381,HOUSE HOLD,GENTLE GEN,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011612332381,HOUSE HOLD,MOLTO,3724 - IRONING,3724 - IRONING,NO_SWITCH,PROMO
MEM_9990011612332381,HOUSE HOLD,RAPIKA,3724 - IRONING,3724 - IRONING,NO_SWITCH,PROMO
MEM_9990011612332381,HOUSE HOLD,RINSO,3714 - LIQUID DETERGENT,3714 - LIQUID DETERGENT,NO_SWITCH,PROMO
MEM_9990011612332381,HOUSE HOLD,VAPE,3611 - AEROSOL INSECTICIDES,3611 - AEROSOL INSECTICIDES,NO_SWITCH,PROMO
MEM_9990011612332381,ICE CREAM,CAMPINA,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011612332381,ICE CREAM,WALL'S,6241 - TAKE HOME ICE CREAM,6242 - IMPULSE ICE CREAM,SWITCH,NON PROMO
MEM_9990011612332381,ICE CREAM,WALL'S,6242 - IMPULSE ICE CREAM,6242 - IMPULSE ICE CREAM,NO_SWITCH,NON PROMO
MEM_9990011612332381,MEJA KASIR,CADBURY,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,NON PROMO
MEM_9990011612332381,MEJA KASIR,CADBURY,2332 - BLOCK CHOCOLATE,2332 - BLOCK CHOCOLATE,NO_SWITCH,PROMO
MEM_9990011612332381,MEJA KASIR,MILKITA,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,PROMO
MEM_9990011612332381,MEJA KASIR,YUPI,2321 - POCKET CANDY,2321 - POCKET CANDY,NO_SWITCH,PROMO
MEM_9990011612332381,MILK & DIAPERS,DANCOW,2117 - GROWING UP MILK MAINSTREAM,2117 - GROWING UP MILK MAINSTREAM,NO_SWITCH,PROMO
MEM_9990011612332381,MISC & STATIONARY,SCORLINES,4751 - MOTORCYCLE ACCESSORIES,4751 - MOTORCYCLE ACCESSORIES,NO_SWITCH,NON PROMO
MEM_9990011612332381,NOODLE,POP MIE,1912 - INSTANT NOODLE CUP,1912 - INSTANT NOODLE CUP,NO_SWITCH,NON PROMO
